date,branch,direction,dOpen,bHi,bLo,entry,sl,tp,outcome,exit_price,exit_bar,bars_held,bars_to_entry,pnl,mfe,mae
2024-12-17,along,1,8227.625,8240.999,8223.999,8240.999,8206.999,8279.999,TP,8279.999,2024-12-17 10:46:00+11:00,42,0,39.0,39.0,3.438000000000102
2024-12-18,along,1,8297.593,8321.561,8314.657,8321.561,8297.657,8360.561,TIMEOUT,8337.657,2024-12-18 13:09:00+11:00,180,0,16.09599999999955,24.12800000000061,13.0
2024-12-20,along,1,8118.999,8132.625,8119.689,8132.625,8102.689,8171.625,SL,8102.689,2024-12-20 10:12:00+11:00,8,0,-29.935999999999694,0.0,30.064000000000306
2024-12-23,along,1,8065.625,8114.625,8108.625,8114.625,8091.625,8153.625,TP,8153.625,2024-12-23 12:36:00+11:00,152,0,39.0,41.373999999999796,12.0
2024-12-24,along,1,8197.689,8204.657,8204.657,8204.657,8187.656999999999,8243.657,TIMEOUT,8207.625,2024-12-24 13:08:00+11:00,180,0,2.9680000000007567,10.342000000000553,14.657999999999447
2025-01-03,along,1,8192.689,8200.689,8191.561,8200.689,8174.561,8239.689,TP,8239.689,2025-01-03 11:59:00+11:00,113,0,39.0,41.0,0.12800000000061118
2025-01-06,along,1,8269.593,8286.561,8285.625,8286.561,8268.625,8325.561,SL,8268.625,2025-01-06 11:19:00+11:00,75,0,-17.935999999999694,5.438000000000102,17.967999999998938
2025-01-07,along,1,8270.689,8285.561,8278.625,8285.561,8261.625,8324.561,SL,8261.625,2025-01-07 12:36:00+11:00,151,0,-23.935999999999694,11.064000000000306,23.967999999998938
2025-01-10,along,1,8344.689,8354.657,8338.657,8354.657,8321.657,8393.657,SL,8321.657,2025-01-10 10:44:00+11:00,40,0,-33.0,0.342000000000553,33.09599999999955
2025-01-13,along,1,8219.593,8220.999,8213.561,8220.999,8196.561,8259.999,SL,8196.561,2025-01-13 10:21:00+11:00,17,0,-24.438000000000102,0.6260000000002037,24.438000000000102
2025-01-14,along,1,8233.625,8237.625,8236.593,8237.625,8219.593,8276.625,SL,8219.593,2025-01-14 11:29:00+11:00,85,0,-18.031999999999243,16.373999999999796,19.968000000000757
2025-01-15,along,1,8227.625,8252.625,8244.657,8252.625,8227.657,8291.625,TIMEOUT,8239.999,2025-01-15 13:15:00+11:00,180,0,-12.626000000000204,10.373999999999796,14.064000000000306
2025-01-16,along,1,8325.999,8348.689,8338.593,8348.689,8321.593,8387.689,SL,8321.593,2025-01-16 11:30:00+11:00,85,0,-27.09599999999955,2.9679999999989377,31.032000000001062
2025-01-17,along,1,8324.593,8333.689,8324.625,8333.689,8307.625,8372.689,TIMEOUT,8328.999,2025-01-17 13:11:00+11:00,180,0,-4.690000000000509,12.30999999999949,20.09599999999955
2025-01-21,along,1,8371.657,8391.999,8381.999,8391.999,8364.999,8430.999,TIMEOUT,8426.561,2025-01-21 10:59:00+11:00,55,0,34.5619999999999,36.69000000000051,12.438000000000102
2025-01-30,along,1,8446.657,8456.593,8450.689,8456.593,8433.689,8495.593,TP,8495.593,2025-01-30 12:43:00+11:00,154,0,39.0,40.0,9.968000000000757
2025-01-31,along,1,8520.561,8527.689,8523.625,8527.689,8506.625,8566.689,TP,8566.689,2025-01-31 11:17:00+11:00,73,0,39.0,40.0,7.0
2025-02-06,along,1,8473.999,8492.561,8480.625,8492.561,8463.625,8531.561,TIMEOUT,8503.593,2025-02-06 13:10:00+11:00,180,0,11.032000000001062,15.064000000000306,17.90400000000045
2025-02-07,along,1,8497.593,8500.625,8497.593,8500.625,8480.593,8539.625,TIMEOUT,8515.625,2025-02-07 13:07:00+11:00,180,0,15.0,32.03199999999924,4.031999999999243
2025-02-10,along,1,8439.689,8440.999,8431.561,8440.999,8414.561,8479.999,TP,8479.999,2025-02-10 10:52:00+11:00,48,0,39.0,41.0,5.373999999999796
2025-02-12,along,1,8480.999,8485.657,8481.999,8485.657,8464.999,8524.657,SL,8464.999,2025-02-12 10:25:00+11:00,21,0,-20.657999999999447,0.0,21.063999999998487
2025-02-13,along,1,8524.657,8534.625,8533.689,8534.625,8516.689,8573.625,TP,8573.625,2025-02-13 11:43:00+11:00,99,0,39.0,39.373999999999796,2.9680000000007567
2025-02-14,along,1,8615.689,8618.657,8617.689,8618.657,8600.689,8657.657,SL,8600.689,2025-02-14 10:11:00+11:00,7,0,-17.967999999998938,1.9680000000007567,18.063999999998487
2025-02-21,along,1,8329.593,8355.625,8349.561,8355.625,8332.561,8394.625,SL,8332.561,2025-02-21 10:43:00+11:00,39,0,-23.064000000000306,0.0,23.968000000000757
2025-02-27,along,1,8236.625,8253.593,8241.561,8253.593,8224.561,8292.593,TP,8292.593,2025-02-27 10:52:00+11:00,48,0,39.0,39.06399999999849,3.9360000000015134
