perm,best_pf,best_exp,median_pf,n_cells
114,3.5335726506492007,12.703999999999999,1.0978915224661918,29
115,1.898901823577362,6.331806451612901,1.023807178598164,29
116,1.7829294045186583,5.932111111111112,1.0177361498605022,29
117,1.6465222672927604,5.056055555555555,0.9117193176965893,29
118,2.732048826344174,10.210500000000001,1.1456622042607787,28
119,3.594023046726605,12.803125,1.1048731156969946,29
120,3.083925154327166,11.316347826086957,0.9665254147058195,29
121,2.4409013992248774,8.798944444444444,0.985290033423036,29
122,1.4087744086094283,3.451107142857141,0.9553013432275383,29
123,2.745043842927945,10.2988125,1.1289406884844213,29
124,3.633171011780717,12.382749999999998,0.9035310390109794,28
125,2.2484806486813707,8.249631578947367,0.904516634658834,29
126,3.6595818279652543,12.9744375,1.070820039308974,29
127,1.9615502490103436,6.845363636363637,0.913331738613522,29
128,1.8094243788710471,6.0177619047619055,0.9277921316794779,29
129,2.7487394719275073,10.260291666666665,0.8843058993754646,29
130,1.916799191645472,6.653708333333333,0.8221800902562306,29
131,3.3553765494990664,11.680684210526316,1.0513926778753901,29
132,2.637749695541461,9.86190476190476,1.0854564924668937,29
133,2.6161157340254984,9.770538461538461,1.0079815978838984,29
134,2.092528763144877,7.607277777777778,1.1553752691479544,29
135,1.6316589352069195,4.961562499999999,0.8872617903015064,29
136,2.584528533592382,9.6055,0.9777377926722297,29
137,1.7699711209733933,5.80164,0.9833595096237606,29
138,2.3129408157007054,8.563,0.8975582932621998,29
139,2.404426372888031,8.980370370370371,0.9702096814779481,29
140,1.6386670972034674,5.020807692307691,0.9161996523298552,29
141,3.7225697786333014,13.055769230769227,0.9561875848845569,29
142,2.6958724805267806,10.056523809523812,0.9059731090545977,29
143,2.446826135161657,9.08248,1.1351726058963922,29
144,2.1058192626118557,7.304052631578948,0.9292981371943144,29
145,2.461610048712004,9.161566666666666,1.0570036239223894,29
146,1.8545617400115808,6.296866666666667,0.9118234411523715,29
147,1.9909229402056616,7.095909090909092,0.9135090968947204,29
148,2.070164290500728,7.410159999999999,0.932667521363622,29
149,2.3280587557080734,8.605117647058822,1.0882458719866295,29
150,3.8544318592345443,13.4321,0.9430390317224847,29
151,1.849948012363087,6.2814736842105265,0.9260351433240741,29
152,2.0041807154712568,7.125740740740741,0.9256518675123326,29
153,1.8424978350326484,6.058363636363637,0.967247998406839,29
154,2.699822848345531,10.075062500000001,0.9795226194726375,29
155,2.669380443214626,9.940047619047618,0.9495160238728121,29
156,2.8160378861080733,10.060529411764705,1.0506045210821904,29
157,2.458140579811033,9.216439999999999,1.0483135783674058,29
158,2.3546289456163874,8.737117647058824,0.9849112294469289,28
159,2.638579939147554,9.859461538461538,0.9179698358364241,29
160,3.0376086877432966,11.201550000000001,0.9788622490081672,29
161,4.074201760899543,13.800238095238095,1.1954519085740805,29
162,2.0091389372190807,6.96003125,1.1604733854975626,29
163,2.895200497130533,10.3694,1.0374009944773097,29
164,4.097115584146089,13.858928571428569,0.958369204740266,29
165,2.298018712162906,8.451291666666668,0.8868817967252532,29
166,2.3847595587447787,8.671235294117647,0.9607291704535732,28
167,2.3962546057713,8.482461538461537,1.1789465486174293,29
168,2.31317647382012,8.313434782608695,1.11995755062004,29
169,1.8192645772439247,6.14396,1.0165664864349477,29
170,2.010823143559944,7.0886499999999995,1.0584123236029277,29
171,2.4793928792371527,9.2466,0.9629890974290755,29
