,0
trades,25.0
wins,19.0
losses,6.0
win_rate,76.0
gross_profit,480.4240000000001
gross_loss,93.741
profit_factor,5.125014668074803
net,386.68300000000005
expectancy,15.467320000000003
median_trade,25.533
avg_winner,25.28547368421053
avg_loser,-15.6235
payoff,1.6184256846552008
max_dd,15.863999999999976
avg_dd,15.623499999999993
ulcer,7.654124757279563
max_losing_streak,1.0
sharpe_like,0.8633975320414266
sortino_like,123.73341279708698
equity_r2,0.9840222099087097
