train_to,test_to,picked,train_exp,n,pf,exp,net
2026-01-21,2026-03-10,18:45,15.658555555555559,1,0.0,-15.607,-15.607
2026-03-10,2026-05-10,18:45,12.532000000000002,6,8.215863840719331,18.725166666666667,112.351
2026-05-10,2026-06-25,18:45,14.8544375,6,8.154689863842663,18.916999999999998,113.502
2026-06-25,2026-08-16,18:45,15.962409090909091,3,3.279204107830552,11.836666666666668,35.510000000000005
2026-08-16,2026-08-19,18:45,15.467320000000003,0,,,0.0
