set,sl,tp,n_tr,net_tr,exp_tr,pf_tr,dd_tr,mar_tr,r2_tr,t_tr,n_te,net_te,exp_te,pf_te,dd_te,mar_te,r2_te,n_f,net_f,exp_f,pf_f,dd_f,mar_f,r2_f,t_f
A_short_only,5,5,65,-104.492,-1.6075692307692309,0.529595015576324,125.05600000000004,-0.8355616683725688,0.918485390381553,-2.5772539893317594,36,-11.14,-0.30944444444444447,0.886005484834841,46.883,-0.23761278075208497,0.5708849038150242,101,-115.632,-1.144871287128713,0.6384873192936822,151.43600000000004,-0.7635700890145011,0.9334603259098886,-2.2571583785996747
A_short_only,5,6,65,-101.51800000000001,-1.5618153846153848,0.5630288995445976,119.88600000000002,-0.8467877817259729,0.9189243533985568,-2.3140052281690378,36,-5.092999999999998,-0.14147222222222217,0.9504205443713253,39.113,-0.13021246132999253,0.24612589762230214,101,-106.61100000000002,-1.0555544554455447,0.6818019018284056,145.54900000000004,-0.7324749740637173,0.9280565623004235,-1.9161458638405202
A_short_only,5,8,65,-90.085,-1.3859230769230768,0.6358230314594568,110.031,-0.8187238141978169,0.9225223198812755,-1.7470793298390779,36,2.6400000000000023,0.0733333333333334,1.023366140338455,34.86,0.07573149741824448,0.05209322535338664,101,-87.445,-0.8657920792079207,0.7573331483280142,134.93800000000005,-0.6480383583571712,0.9067979399900616,-1.3418680637307028
A_short_only,5,10,65,-88.418,-1.3602769230769232,0.6565757787617496,114.19400000000005,-0.774278858784174,0.9351547692030424,-1.5868121849503831,36,-32.778,-0.9105,0.7553296309566464,73.558,-0.44560754778542094,0.4915723406791296,101,-121.19600000000003,-1.1999603960396041,0.6903747304740592,182.05900000000005,-0.6656962852701597,0.9567556970306497,-1.7503275510314997
A_short_only,5,12,65,-75.438,-1.1605846153846153,0.7125733445096398,108.727,-0.6938294995723233,0.9083916412998715,-1.2401637381144421,36,-28.27799999999999,-0.7854999999999998,0.797374568279855,61.76800000000001,-0.4578098691879288,0.4750538811744893,101,-103.71600000000002,-1.0268910891089111,0.7420115517215649,161.22200000000004,-0.643311706839017,0.9504958153269574,-1.3639597016910645
A_short_only,5,15,65,-78.128,-1.2019692307692307,0.7136143867276132,105.59100000000001,-0.7399115454915665,0.8798574113809647,-1.186401019512361,36,-2.957999999999995,-0.08216666666666653,0.978804511385947,48.37799999999999,-0.06114349497705559,0.03452476288523433,101,-81.08599999999998,-0.8028316831683167,0.8033635250324347,153.969,-0.5266384791743792,0.911798850809298,-0.9579114184767682
A_short_only,5,20,65,-29.403000000000002,-0.45235384615384616,0.8922205075382962,72.891,-0.4033831337202124,0.31574333723326337,-0.36584919911180896,36,-8.294999999999998,-0.2304166666666666,0.9445625150372924,36.151,-0.22945423363115813,0.23135973609222307,101,-37.698000000000015,-0.3732475247524754,0.9107602353024725,97.588,-0.38629749559372073,0.6143382984842376,-0.37537476629370836
A_short_only,5,25,65,-63.09199999999999,-0.9706461538461537,0.7770813385295398,83.834,-0.7525824844335233,0.47194924898117546,-0.7577473522853678,36,-4.017999999999993,-0.11161111111111091,0.9741038167545341,47.0,-0.08548936170212751,0.14228744190313558,101,-67.11,-0.6644554455445545,0.8468455104579117,115.20500000000001,-0.582526800052081,0.7025410381913327,-0.6239557884466039
A_short_only,5,30,65,-59.461,-0.9147846153846153,0.7936055592966184,91.38300000000001,-0.6506790103192059,0.36892703445770675,-0.654622468851852,36,-8.504999999999995,-0.23624999999999988,0.9468961900123627,62.38000000000001,-0.13634177621032373,0.0027367577667045976,101,-67.966,-0.6729306930693069,0.8483754673710324,117.709,-0.5774069952170182,0.6287499742808759,-0.5807487622074319
A_short_only,5,40,65,-108.199,-1.6646,0.6397701432609428,131.983,-0.8197949735950841,0.5992370291985507,-1.1708871721348975,36,40.141999999999996,1.1150555555555555,1.2506399930069054,62.38,0.6435075344661749,0.3696091493611637,101,-68.05699999999999,-0.6738316831683168,0.8522167380716106,153.66600000000003,-0.442889123163224,0.4437327040373128,-0.5134562449760909
