kind,sl,tp,n,exp,net,win,p_tp,p_sl,p_eod,pf
F_L,10,40,104,-0.32463461538461524,-33.761999999999986,24.03846153846154,15.384615384615385,74.03846153846155,10.576923076923077,0.9576962883699252
A_L,10,40,134,1.6613059701492539,222.615,28.35820895522388,18.65671641791045,70.8955223880597,10.44776119402985,1.2265591685655581
F_S,10,40,116,1.1767327586206897,136.501,28.448275862068968,18.103448275862068,69.82758620689656,12.068965517241379,1.1633549143739301
A_S,10,50,101,-0.26432673267326773,-26.69700000000004,23.762376237623762,10.891089108910892,74.25742574257426,14.85148514851485,0.9653468880734469
F_L,10,50,104,-0.6578076923076923,-68.412,23.076923076923077,9.615384615384617,75.0,15.384615384615385,0.9153511691615545
A_L,10,50,134,2.5490000000000004,341.56600000000003,27.611940298507463,14.17910447761194,71.64179104477611,14.17910447761194,1.3439745095156288
F_S,10,50,116,0.16068965517241385,18.640000000000008,25.0,11.206896551724139,73.27586206896551,15.517241379310345,1.0212856583309258
A_S,10,60,101,0.625504950495049,63.175999999999945,23.762376237623762,9.900990099009901,74.25742574257426,15.841584158415841,1.0820034085879282
F_L,10,60,104,0.26950000000000024,28.028000000000024,23.076923076923077,8.653846153846153,75.0,16.346153846153847,1.0346801355133595
A_L,10,60,134,2.6542611940298504,355.67099999999994,26.865671641791046,9.701492537313433,72.38805970149254,17.91044776119403,1.3545983400214352
F_S,10,60,116,-1.0450603448275861,-121.227,22.413793103448278,6.0344827586206895,75.86206896551724,18.103448275862068,0.8661792643927362
A_S,10,75,101,0.7981188118811883,80.61000000000001,22.772277227722775,5.9405940594059405,75.24752475247524,18.81188118811881,1.1032900064580282
F_L,10,75,104,-0.4906923076923078,-51.03200000000001,23.076923076923077,2.8846153846153846,75.0,22.115384615384613,0.936856119754611
A_L,10,75,134,2.709470149253732,363.0690000000001,26.119402985074625,5.970149253731343,73.13432835820896,20.8955223880597,1.358311342000912
F_S,10,75,116,-0.7164913793103449,-83.11300000000001,22.413793103448278,5.172413793103448,75.86206896551724,18.96551724137931,0.9082527588860029
A_S,12,3,101,-1.1036831683168316,-111.472,72.27722772277228,72.27722772277228,27.722772277227726,0.0,0.672886802142176
F_L,12,3,104,-1.036028846153846,-107.74699999999999,72.11538461538461,72.11538461538461,25.961538461538463,1.9230769230769231,0.6857606990159881
A_L,12,3,134,-0.8896641791044776,-119.215,73.88059701492537,73.88059701492537,26.119402985074625,0.0,0.7225493390430087
F_S,12,3,116,-0.899853448275862,-104.383,72.41379310344827,72.41379310344827,27.586206896551722,0.0,0.7344504850120711
A_S,12,4,101,-1.3012376237623766,-131.42500000000004,66.33663366336634,66.33663366336634,33.663366336633665,0.0,0.6822666470035029
F_L,12,4,104,-1.2519326923076919,-130.20099999999996,66.34615384615384,66.34615384615384,31.73076923076923,1.9230769230769231,0.6865134398505293
A_L,12,4,134,-0.40223880597014927,-53.900000000000006,72.38805970149254,72.38805970149254,27.611940298507463,0.0,0.8812670719887216
F_S,12,4,116,-0.5836724137931038,-67.70600000000003,69.82758620689656,69.82758620689656,30.17241379310345,0.0,0.8425478477244712
A_S,12,5,101,-0.9085742574257425,-91.76599999999999,65.34653465346535,64.35643564356435,34.65346534653465,0.9900990099009901,0.7844011155150095
F_L,12,5,104,-1.3950192307692306,-145.082,61.53846153846154,61.53846153846154,36.53846153846153,1.9230769230769231,0.6956017280049682
A_L,12,5,134,-0.06622388059701505,-8.874000000000017,70.1492537313433,70.1492537313433,29.850746268656714,0.0,0.981919683788024
F_S,12,5,116,-0.07411206896551738,-8.597000000000016,68.96551724137932,68.96551724137932,31.03448275862069,0.0,0.9805647239679883
A_S,12,6,101,-0.22752475247524756,-22.980000000000004,65.34653465346535,64.35643564356435,34.65346534653465,0.9900990099009901,0.9460098253659842
F_L,12,6,104,-1.5061730769230766,-156.64199999999997,57.692307692307686,57.692307692307686,40.38461538461539,1.9230769230769231,0.7016774714517519
A_L,12,6,134,-0.39032089552238797,-52.30299999999999,64.17910447761194,64.17910447761194,35.82089552238806,0.0,0.911063991144318
F_S,12,6,116,-0.3426637931034483,-39.749,63.793103448275865,63.793103448275865,36.206896551724135,0.0,0.9228469886276511
A_S,12,8,101,-0.15163366336633696,-15.315000000000033,58.415841584158414,57.42574257425742,40.5940594059406,1.9801980198019802,0.9697361920758816
F_L,12,8,104,-1.7051346153846152,-177.33399999999997,50.96153846153846,50.96153846153846,47.11538461538461,1.9230769230769231,0.7092027155554096
A_L,12,8,134,-0.32905970149253716,-44.09399999999998,58.2089552238806,58.2089552238806,41.7910447761194,0.0,0.9356662946184318
F_S,12,8,116,-0.5556379310344827,-64.454,56.896551724137936,56.896551724137936,43.103448275862064,0.0,0.8962903368544695
A_S,12,10,101,-0.41316831683168315,-41.73,52.475247524752476,51.48514851485149,46.53465346534654,1.9801980198019802,0.9279437640188489
F_L,12,10,104,-1.7794615384615384,-185.064,46.15384615384615,46.15384615384615,51.92307692307693,1.9230769230769231,0.724877761606515
A_L,12,10,134,-0.20404477611940308,-27.342000000000013,53.73134328358209,53.73134328358209,46.26865671641791,0.0,0.964047904569553
F_S,12,10,116,-0.2596206896551726,-30.11600000000002,52.58620689655172,52.58620689655172,46.55172413793103,0.8620689655172413,0.9552855969913246
A_S,12,12,101,-0.6019405940594063,-60.796000000000035,47.524752475247524,46.53465346534654,51.48514851485149,1.9801980198019802,0.9050197550035856
F_L,12,12,104,-1.5575096153846155,-161.98100000000002,43.269230769230774,43.269230769230774,54.807692307692314,1.9230769230769231,0.7715266209760341
A_L,12,12,134,0.3142089552238808,42.10400000000003,51.49253731343284,51.49253731343284,48.507462686567166,0.0,1.0528330108441686
F_S,12,12,116,-0.297801724137931,-34.544999999999995,48.275862068965516,48.275862068965516,50.86206896551724,0.8620689655172413,0.9529494286375833
A_S,12,15,101,-0.6448910891089109,-65.134,42.57425742574257,40.5940594059406,56.43564356435643,2.9702970297029703,0.9070600355584477
F_L,12,15,104,-1.4574134615384615,-151.571,39.42307692307692,37.5,58.65384615384615,3.8461538461538463,0.7997860100786612
A_L,12,15,134,1.251955223880597,167.762,49.25373134328358,49.25373134328358,50.74626865671642,0.0,1.2013850458740927
F_S,12,15,116,0.08076724137931049,9.369000000000018,43.96551724137931,43.96551724137931,54.310344827586206,1.7241379310344827,1.0119055485523747
A_S,12,18,101,0.516475247524752,52.16399999999996,42.57425742574257,39.603960396039604,56.43564356435643,3.9603960396039604,1.0744330196998366
F_L,12,18,104,-2.0663846153846155,-214.904,33.65384615384615,31.73076923076923,64.42307692307693,3.8461538461538463,0.7410239786363823
A_L,12,18,134,2.2945746268656717,307.473,47.76119402985074,47.76119402985074,52.23880597014925,0.0,1.3587318328664546
F_S,12,18,116,-0.0653793103448274,-7.583999999999978,39.6551724137931,38.793103448275865,58.620689655172406,2.586206896551724,0.9910586176934204
A_S,12,20,101,0.3730792079207922,37.68100000000001,40.5940594059406,35.64356435643564,58.415841584158414,5.9405940594059405,1.0519596027567644
F_L,12,20,104,-1.766634615384615,-183.72999999999996,32.69230769230769,30.76923076923077,65.38461538461539,3.8461538461538463,0.7817731333781514
A_L,12,20,134,2.741432835820896,367.3520000000001,46.26865671641791,46.26865671641791,53.73134328358209,0.0,1.4168339402081718
F_S,12,20,116,0.6395603448275864,74.18900000000002,39.6551724137931,38.793103448275865,58.620689655172406,2.586206896551724,1.0874673275241071
A_S,12,22,101,0.27162376237623775,27.43400000000001,38.613861386138616,32.67326732673268,60.396039603960396,6.9306930693069315,1.0366160150019685
F_L,12,22,104,-1.6153461538461538,-167.99599999999998,31.73076923076923,27.884615384615387,66.34615384615384,5.769230769230769,0.8032654036317135
A_L,12,22,134,3.441768656716418,461.197,46.26865671641791,44.02985074626866,53.73134328358209,2.2388059701492535,1.5233197661158462
F_S,12,22,116,-0.2238275862068963,-25.96399999999997,35.3448275862069,33.62068965517241,62.93103448275862,3.4482758620689653,0.9714497781540883
A_S,12,25,101,0.8058316831683169,81.38900000000001,38.613861386138616,30.693069306930692,60.396039603960396,8.91089108910891,1.1086294687247662
F_L,12,25,104,-1.2794326923076922,-133.06099999999998,30.76923076923077,25.961538461538463,67.3076923076923,6.730769230769231,0.8463360441240666
A_L,12,25,134,4.095328358208955,548.774,44.776119402985074,41.7910447761194,55.223880597014926,2.9850746268656714,1.6061644365209284
F_S,12,25,116,0.12115517241379321,14.054000000000013,34.48275862068966,31.03448275862069,63.793103448275865,5.172413793103448,1.0152514690960788
A_S,12,30,101,0.7993168316831682,80.731,34.65346534653465,26.732673267326735,63.366336633663366,9.900990099009901,1.102727010137693
F_L,12,30,104,-0.47696153846153844,-49.604,29.807692307692307,24.03846153846154,68.26923076923077,7.6923076923076925,0.9435054758824278
A_L,12,30,134,3.4265000000000003,459.15100000000007,38.80597014925373,33.582089552238806,60.447761194029844,5.970149253731343,1.4618839674353148
F_S,12,30,116,0.8141034482758622,94.43600000000002,33.62068965517241,28.448275862068968,64.65517241379311,6.896551724137931,1.1011639055377909
A_S,12,35,101,0.04342574257425761,4.386000000000019,30.693069306930692,21.782178217821784,66.33663366336634,11.881188118811881,1.0052839617424785
F_L,12,35,104,-0.7829230769230768,-81.42399999999999,26.923076923076923,20.192307692307693,71.15384615384616,8.653846153846153,0.9109509040084343
A_L,12,35,134,2.9231268656716423,391.69900000000007,35.07462686567165,27.611940298507463,64.17910447761194,8.208955223880597,1.3711179138515353
F_S,12,35,116,0.8436293103448274,97.86099999999998,31.896551724137932,24.137931034482758,66.37931034482759,9.482758620689655,1.1021956275422025
A_S,12,40,101,-0.11583168316831675,-11.698999999999993,28.71287128712871,18.81188118811881,68.31683168316832,12.871287128712872,0.9863045610880493
F_L,12,40,104,-0.28532692307692337,-29.674000000000028,26.923076923076923,18.269230769230766,71.15384615384616,10.576923076923077,0.9675471252400555
A_L,12,40,134,2.501485074626866,335.19900000000007,32.83582089552239,21.641791044776117,66.4179104477612,11.940298507462686,1.3068267320841767
F_S,12,40,116,0.6226379310344825,72.22599999999997,30.17241379310345,19.82758620689655,68.10344827586206,12.068965517241379,1.0735787452310732
A_S,12,50,101,-0.08847524752475214,-8.935999999999966,27.722772277227726,12.871287128712872,69.3069306930693,17.82178217821782,0.9896882709852226
F_L,12,50,104,-0.34731730769230756,-36.12099999999999,25.961538461538463,12.5,72.11538461538461,15.384615384615385,0.9610097883015333
A_L,12,50,134,3.668455223880597,491.573,32.08955223880597,17.16417910447761,67.16417910447761,15.671641791044777,1.4446354982615213
F_S,12,50,116,0.24831896551724142,28.805000000000003,27.586206896551722,13.793103448275861,70.6896551724138,15.517241379310345,1.0283038798079995
A_S,12,60,101,0.989504950495049,99.93999999999996,27.722772277227726,11.881188118811881,69.3069306930693,18.81188118811881,1.1153261188156744
F_L,12,60,104,0.8664999999999998,90.11599999999999,25.961538461538463,11.538461538461538,72.11538461538461,16.346153846153847,1.0972742149281314
