date,kind,side,entry,mfe,mae,min_to_mfe,min_to_mae,mfe_first,eod_pnl
2025-12-16,A_L,long,4308.455,9.24,37.33,133.18278333333333,365.91585,True,-30.11
2025-12-16,F_S,short,4305.298,33.333,13.027,380.91585,148.18278333333333,False,26.513
2025-12-17,A_L,long,4304.571,37.684,1.606,398.61471666666665,0.013216666666666666,False,11.544
2025-12-18,F_L,long,4341.625,1.423,21.14,4.034166666666667,605.4568833333333,True,-16.16
2025-12-18,A_S,short,4337.198,15.946,6.297,645.8503833333333,44.03585,False,11.196
2025-12-19,A_L,long,4336.255,0.44,27.54,4.747066666666667,104.92231666666666,True,-9.18
2025-12-19,F_S,short,4333.635,23.97,3.7,124.92231666666666,24.747066666666665,False,5.99
2025-12-22,A_L,long,4343.302,76.863,2.687,471.7441666666667,0.04445,False,66.743
2025-12-23,A_L,long,4453.305,44.04,2.407,213.76955,1.4276333333333333,False,40.02
2025-12-24,A_L,long,4493.552,32.213,25.633,135.05278333333334,230.34048333333334,True,-2.317
2025-12-24,F_S,short,4477.275,5.6,24.717,0.8153833333333333,102.42978333333333,True,-14.79
2025-12-26,F_L,long,4493.602,37.373,5.104,105.49631666666667,15.931833333333334,False,15.893
2025-12-26,A_S,short,4488.198,3.396,43.874,1.0817,115.49631666666667,True,-21.997
2025-12-29,F_S,short,4533.475,98.74,9.727,746.1445666666667,10.294566666666666,False,86.04
2025-12-30,A_L,long,4346.202,45.313,23.237,682.0506833333334,8.7677,False,37.763
2025-12-30,F_S,short,4329.625,4.623,62.577,105.9276,672.0506833333334,True,-55.17
2025-12-31,A_L,long,4344.502,28.403,70.697,161.54428333333334,411.70585,True,-33.777
2025-12-31,F_S,short,4339.755,64.91,34.14,401.705,151.54428333333334,False,28.253
2026-01-02,A_L,long,4334.512,64.486,6.647,737.88875,5.456216666666666,False,58.023
2026-01-05,F_L,long,4370.835,68.84,16.79,699.3821,19.251683333333332,False,48.2
2026-01-06,A_L,long,4458.322,17.163,30.597,557.38375,113.03,False,4.626
2026-01-06,F_S,short,4448.658,20.413,27.657,93.02913333333333,537.38375,True,-15.223
2026-01-07,A_L,long,4499.155,1.193,57.907,7.678583333333333,446.1692,True,-52.02
2026-01-07,F_S,short,4495.125,53.15,1.61,421.1911166666667,9.7585,False,47.32
2026-01-08,A_L,long,4462.425,3.65,47.21,56.49418333333333,384.18955,True,-39.75
2026-01-08,F_S,short,4458.305,42.26,2.746,319.18955,58.4852,False,34.96
2026-01-09,A_S,short,4476.655,23.303,2.68,113.80565,11.739716666666666,False,0.82
2026-01-12,A_L,long,4530.075,70.973,7.867,105.52476666666666,2.0524333333333336,False,54.92
2026-01-13,F_L,long,4601.825,0.12,28.5,0.011133333333333334,71.77785,True,-13.46
2026-01-13,A_S,short,4593.348,19.323,9.244,451.77785,380.0111333333333,False,4.426
2026-01-14,A_L,long,4593.552,45.983,1.344,384.1963,0.007733333333333333,False,36.593
2026-01-15,A_S,short,4611.948,30.433,11.477,368.0300833333333,747.0619,True,-7.647
2026-01-16,A_L,long,4619.702,-0.547,28.727,1.3088166666666667,207.84791666666666,True,-7.367
2026-01-16,F_S,short,4613.855,22.18,2.58,202.84791666666666,401.0169,True,0.81
2026-01-19,A_L,long,4655.752,34.513,2.907,22.7762,171.62333333333333,True,4.543
2026-01-20,F_L,long,4674.902,62.383,9.697,494.7880333333333,38.32018333333333,False,57.983
2026-01-20,A_S,short,4667.685,7.8,70.167,64.98666666666666,624.7509333333334,True,-66.017
2026-01-21,F_L,long,4763.685,124.39,0.58,407.67743333333334,0.2694666666666667,False,103.02
2026-01-21,A_S,short,4759.248,0.923,129.554,0.7315833333333334,437.67743333333334,True,-108.057
2026-01-22,F_L,long,4837.125,2.228,23.52,23.052716666666665,142.70686666666666,True,-6.11
2026-01-22,A_S,short,4802.548,29.646,37.194,114.08598333333333,513.0527166666667,True,-28.967
2026-01-23,A_L,long,4956.702,10.533,57.157,401.0841,619.246,True,-34.077
2026-01-23,F_S,short,4933.945,33.67,33.78,594.246,85.0792,False,10.59
2026-01-26,A_L,long,5024.452,86.433,12.557,461.14225,19.015783333333335,False,66.893
2026-01-27,A_L,long,5038.652,61.933,25.057,512.6665333333333,102.03548333333333,False,38.053
2026-01-28,A_L,long,5186.575,124.67,11.7,448.85455,7.0975166666666665,False,74.8
2026-01-28,F_S,short,5178.718,20.943,133.057,55.2597,563.85455,True,-83.297
2026-01-29,A_L,long,5453.102,143.703,8.754,29.185683333333333,119.98375,True,69.343
2026-01-30,A_L,long,5439.602,11.143,498.707,61.39268333333333,641.2060166666666,True,-304.317
2026-01-30,F_S,short,5365.449,421.147,12.616,521.1545833333333,0.5101833333333333,False,228.994
2026-02-03,A_L,long,4718.202,231.193,11.837,572.5647833333334,2.1379,False,198.273
2026-02-04,A_L,long,4970.355,121.04,4.93,471.01615,1.4459333333333333,False,76.9
2026-02-04,F_S,short,4924.698,3.283,167.597,19.405533333333334,531.0372166666667,True,-123.137
2026-02-05,A_L,long,4996.452,26.953,208.767,35.5433,230.27648333333335,True,-128.607
2026-02-05,F_S,short,4943.945,153.533,43.02,100.27648333333333,33.340183333333336,False,75.0
2026-02-06,F_L,long,4800.851,102.124,11.796,220.45686666666666,4.24325,False,85.884
2026-02-06,A_S,short,4768.355,112.49,135.62,62.78491666666667,405.45771666666667,True,-119.53
2026-02-09,A_L,long,4989.252,57.553,21.417,37.26533333333333,163.24943333333334,True,21.333
2026-02-09,F_S,short,4974.648,6.013,73.454,4.058783333333333,47.26365,True,-36.627
2026-02-10,A_L,long,5058.085,0.2,21.34,1.19215,65.38126666666666,True,-2.41
2026-02-10,F_S,short,5046.048,57.113,17.754,2.37055,599.2938333333333,True,-10.417
2026-02-11,A_L,long,5035.882,80.303,8.127,763.0746166666667,67.47761666666666,False,75.523
2026-02-12,F_S,short,5081.748,35.983,2.564,122.55068333333334,0.003933333333333333,False,17.253
2026-02-13,F_L,long,4927.005,69.95,21.53,282.03535,10.922816666666666,False,26.79
2026-02-16,A_S,short,5014.398,48.983,17.557,313.27725,90.30351666666667,False,9.533
2026-02-17,A_S,short,4996.775,136.533,4.89,382.08253333333334,14.392683333333334,False,66.92
2026-02-18,F_L,long,4883.575,58.52,29.8,479.58226666666667,38.566316666666665,False,29.16
2026-02-18,A_S,short,4869.025,14.28,74.147,18.57055,474.06871666666666,True,-44.44
2026-02-19,F_L,long,4978.502,43.513,18.454,575.8203833333333,101.38951666666667,False,5.613
2026-02-19,A_S,short,4962.615,1.8,60.08,46.389516666666665,520.8203833333333,True,-22.33
2026-02-20,A_L,long,5006.002,36.323,24.687,613.6642166666667,272.02726666666666,False,10.953
2026-02-20,F_S,short,4996.035,13.9,47.13,237.02978333333334,578.6642166666667,True,-21.76
2026-02-23,A_L,long,5136.052,40.333,14.234,215.2811,561.78215,True,13.423
2026-02-24,A_L,long,5245.355,4.22,100.657,0.8338333333333333,121.77761666666666,True,-72.81
2026-02-24,F_S,short,5227.475,81.633,11.22,66.77846666666667,11.688633333333334,False,54.24
2026-02-25,F_L,long,5147.745,62.59,11.21,368.4077,22.38295,False,33.57
2026-02-25,A_S,short,5133.048,3.993,78.107,18.832433333333334,403.4077,True,-48.987
2026-02-26,A_L,long,5180.802,24.413,25.967,375.5013,50.402366666666666,False,-16.397
2026-02-26,F_S,short,5159.795,2.86,46.27,1.2126166666666667,320.5013,True,-5.3
2026-02-27,F_L,long,5185.852,14.223,19.317,408.61808333333335,118.05261666666667,False,-0.357
2026-02-27,A_S,short,5179.935,12.56,21.02,62.58626666666667,353.61808333333335,True,-6.307
2026-03-02,F_L,long,5377.625,41.25,74.93,460.14526666666666,109.6636,False,7.53
2026-03-02,A_S,short,5329.155,25.07,90.47,24.6636,375.14695,True,-56.657
2026-03-03,A_L,long,5346.545,33.21,274.9,85.52435,693.51875,True,-202.227
2026-03-03,F_S,short,5316.705,241.803,19.78,338.5179,130.82818333333333,False,171.37
2026-03-04,A_L,long,5118.152,83.896,12.804,662.9697666666667,48.74993333333333,False,73.823
2026-03-05,A_L,long,5154.725,39.89,34.73,225.57081666666667,412.4215,True,8.93
2026-03-05,F_S,short,5146.425,25.42,48.95,417.4215,230.57081666666667,False,-17.957
2026-03-06,A_L,long,5096.325,47.34,34.2,157.34243333333333,756.1300666666667,True,-19.67
2026-03-06,F_S,short,5083.285,19.97,61.13,676.1207833333333,77.34243333333333,False,5.623
2026-03-09,F_L,long,5137.305,2.99,58.07,0.9866833333333334,339.3984,True,-49.51
2026-03-09,A_S,short,5112.958,97.473,28.267,111.10325,399.43333333333334,True,24.333
2026-03-10,F_L,long,5155.075,39.87,30.61,569.6979,100.28616666666667,False,19.9
2026-03-10,A_S,short,5137.045,11.943,58.58,75.27941666666666,544.6979,True,-38.56
2026-03-11,A_L,long,5196.822,26.193,21.667,113.34933333333333,568.7795333333333,True,-15.837
2026-03-11,F_S,short,5187.735,11.95,36.0,508.77953333333335,53.349333333333334,False,5.96
2026-03-12,A_L,long,5148.642,42.746,23.457,656.7027,57.43475,False,30.193
2026-03-12,F_S,short,5134.205,8.27,57.79,7.43475,606.69265,True,-45.26
2026-03-13,F_L,long,5097.045,31.18,35.76,155.23461666666665,537.01985,True,10.56
2026-03-13,A_S,short,5090.285,28.37,38.65,547.01985,165.23461666666665,False,-17.96
2026-03-16,F_L,long,5030.865,5.02,60.75,344.75373333333334,567.26275,True,-34.02
2026-03-16,A_S,short,5001.885,33.46,34.71,3.3597,419.75373333333334,True,4.41
2026-03-17,A_L,long,5006.472,37.883,14.737,367.23476666666664,693.0017333333333,True,-3.457
2026-03-17,F_S,short,5001.585,9.09,43.5,598.0051166666667,272.23476666666664,False,-2.06
2026-03-18,A_L,long,5003.155,12.91,78.58,421.7185333333333,743.8390333333333,True,-73.1
2026-03-18,F_S,short,4998.955,73.71,17.82,763.8390333333333,441.7185333333333,False,68.23
2026-03-19,F_L,long,4835.885,31.11,185.21,136.45001666666667,748.6308333333334,True,-184.5
2026-03-19,A_S,short,4829.985,178.42,37.67,753.6308333333334,141.45001666666667,False,177.7
2026-03-20,A_L,long,4645.835,90.0,11.93,247.14611666666667,20.97061666666667,False,25.58
2026-03-20,F_S,short,4635.375,-0.39,102.12,0.0023166666666666665,214.0654,True,-36.8
2026-03-23,F_S,short,4494.708,394.906,5.497,492.3064,6.672916666666667,False,114.853
2026-03-24,F_L,long,4433.882,14.123,128.317,17.730483333333332,182.3526,True,-26.537
2026-03-24,A_S,short,4421.865,115.23,20.94,117.3526,646.0219,True,13.183
2026-03-25,F_L,long,4485.212,116.913,2.414,211.10818333333333,0.5362333333333333,False,93.453
2026-03-26,F_L,long,4528.322,15.953,115.727,48.44335,508.95893333333333,True,-105.527
2026-03-26,A_S,short,4502.995,89.493,42.207,558.9580833333333,98.44335,False,79.21
2026-03-27,F_L,long,4411.965,62.95,7.94,245.32523333333333,572.9823333333334,True,7.78
2026-03-27,A_S,short,4390.948,15.003,84.677,109.09776666666667,390.3279,True,-29.587
2026-03-30,A_L,long,4495.265,85.2,16.767,546.4964166666666,15.119733333333333,False,64.11
2026-03-30,F_S,short,4477.028,57.445,104.237,63.09355,761.4964166666666,True,-83.147
2026-03-31,F_L,long,4511.635,107.56,29.52,125.02941666666666,43.679066666666664,False,70.48
2026-03-31,A_S,short,4494.215,11.11,125.89,73.67906666666667,155.02941666666666,True,-88.627
2026-04-01,F_L,long,4683.065,79.49,16.46,734.36405,288.32915,False,69.07
2026-04-01,A_S,short,4674.008,6.493,89.337,308.3274666666667,754.36405,True,-78.917
2026-04-02,A_L,long,4788.112,12.073,234.954,20.910166666666665,421.1148166666667,True,-188.237
2026-04-02,F_S,short,4742.855,188.65,22.54,306.1148166666667,6.46225,False,142.273
2026-04-06,A_L,long,4626.745,79.51,26.36,568.0676,12.674833333333334,False,48.77
2026-04-06,F_S,short,4603.055,-0.63,103.97,0.3433333333333333,553.0659166666667,True,-73.45
2026-04-07,F_L,long,4661.292,32.663,45.267,531.4449833333333,81.87088333333334,False,-10.054
