kind,sl,tp,n,pf,exp,net,mdd,pf_dev,pf_val,pf_hold,n_dev,n_val,n_hold,minPF,minEXP
FLIP_SHORT,6,35,40,1.0718342663343277,0.35160000000000036,14.064000000000014,66.68699999999998,0.39478341365133823,2.1623523191735976,1.6477210323997806,21,11,8,0.39478341365133823,-3.175571428571429
FLIP_SHORT,6,40,40,1.1959761778286275,0.9592250000000002,38.36900000000001,61.637,0.4406145915579878,2.4503934766252513,1.7874794069192752,21,11,8,0.4406145915579878,-2.9350952380952386
FLIP_SHORT,6,50,40,0.7989693697855021,-1.0445249999999997,-41.780999999999985,55.82599999999999,0.5314601541016636,1.4949716418721801,0.5885539331135187,21,11,8,0.5314601541016636,-2.4584285714285716
FLIP_SHORT,6,60,40,0.8952000153969035,-0.5445249999999999,-21.781,55.08,0.6215796781834517,1.6774421512312685,0.5885539331135187,21,11,8,0.5885539331135187,-2.1837500000000003
FLIP_SHORT,6,75,40,1.0438907974633602,0.2280499999999998,9.121999999999993,55.08,0.7596177407498161,1.9618025984380378,0.5885539331135187,21,11,8,0.5885539331135187,-2.1837500000000003
FLIP_SHORT,8,6,40,0.8310460012688221,-0.652475,-26.099,56.58200000000001,0.567617987487503,1.9780983764668059,0.7393987779040132,21,11,8,0.567617987487503,-1.9976666666666663
FLIP_SHORT,8,8,40,0.7468517903265566,-1.181025,-47.241,71.71900000000001,0.6274806544644642,1.191072387367599,0.6073637775094266,21,11,8,0.6073637775094266,-1.9914999999999998
FLIP_SHORT,8,10,40,0.6910960236465169,-1.6276999999999997,-65.10799999999999,88.35800000000003,0.5229835713696029,1.0362791456057396,0.7755625107819701,21,11,8,0.5229835713696029,-2.7514761904761906
FLIP_SHORT,8,12,40,0.8125026687732184,-0.9879749999999999,-39.519,68.26900000000002,0.6034756047221993,1.2470039132561552,0.9111072775217488,21,11,8,0.6034756047221993,-2.2871904761904767
FLIP_SHORT,8,15,40,0.7056962964533297,-1.735325,-69.413,106.32300000000004,0.4377930874775662,1.0651907380810595,1.1122064223574932,21,11,8,0.4377930874775662,-3.699428571428572
FLIP_SHORT,8,18,40,0.8496703483072229,-0.8864000000000001,-35.456,81.346,0.5304232038441499,1.2784705923564648,1.3335140596889865,21,11,8,0.5304232038441499,-3.089904761904762
FLIP_SHORT,8,20,40,0.9377753280617331,-0.3668999999999998,-14.675999999999991,73.70400000000002,0.5800671568343658,1.4073808105930574,1.4951819996549771,21,11,8,0.5800671568343658,-2.7632380952380955
FLIP_SHORT,8,22,40,0.9117387683112048,-0.5404500000000001,-21.618000000000002,79.718,0.46387706181541616,1.553280554874418,1.634423441851295,21,11,8,0.46387706181541616,-3.7595238095238104
FLIP_SHORT,8,25,40,0.8199350048627749,-1.1386499999999997,-45.54599999999999,91.161,0.3809562613319209,1.764914001471258,1.0399901208142097,21,11,8,0.3809562613319209,-4.340999999999999
FLIP_SHORT,8,27,40,0.8826766610527315,-0.7418999999999998,-29.67599999999999,87.001,0.40920542438255886,1.9036326058780257,1.1179945252845411,21,11,8,0.40920542438255886,-4.142904761904762
FLIP_SHORT,8,30,40,0.9842928418372594,-0.0993249999999998,-3.972999999999992,81.08100000000002,0.44940615641615905,2.1366343223456057,1.2513635334554511,21,11,8,0.44940615641615905,-3.8610000000000007
FLIP_SHORT,8,32,40,0.9010168338986806,-0.6259249999999994,-25.036999999999978,106.52000000000002,0.27665844996299094,2.2722702910988897,1.1820239981888159,21,11,8,0.27665844996299094,-5.072380952380953
FLIP_SHORT,8,35,40,0.9686331253805223,-0.19834999999999958,-7.933999999999983,103.76100000000002,0.2953938924766232,2.4783339755490945,1.2351040401753557,21,11,8,0.2953938924766232,-4.941000000000001
FLIP_SHORT,8,40,40,1.0844501901621717,0.5340249999999997,21.36099999999999,98.71100000000003,0.3296867466606909,2.8138333274950083,1.3398645728281227,21,11,8,0.3296867466606909,-4.70052380952381
FLIP_SHORT,8,50,40,0.7473353557680185,-1.7032249999999998,-68.12899999999999,88.70100000000001,0.39766129525128857,1.8116380501888993,0.4363769710304364,21,11,8,0.39766129525128857,-4.223857142857144
FLIP_SHORT,8,60,40,0.8215077769783641,-1.203225,-48.129,78.77100000000002,0.46509259070629694,1.9662898915747766,0.4363769710304364,21,11,8,0.4363769710304364,-4.034625
FLIP_SHORT,8,75,40,0.9361152936115293,-0.4306500000000003,-17.226000000000013,74.16199999999999,0.568378593110192,2.207297969714654,0.4363769710304364,21,11,8,0.4363769710304364,-4.034625
FLIP_SHORT,10,6,40,0.9075576298601077,-0.3743499999999999,-14.973999999999997,71.18499999999999,0.5519491022806923,2.7507968127490043,0.9911822338340952,21,11,8,0.5519491022806923,-2.3742857142857137
FLIP_SHORT,10,8,40,0.8936877249183532,-0.5110750000000002,-20.443000000000005,73.26199999999999,0.6106730753403236,1.4176250933532486,1.3293598954931416,21,11,8,0.6106730753403236,-2.2525714285714287
FLIP_SHORT,10,10,40,1.0211052842293604,0.10675000000000026,4.27000000000001,81.35199999999999,0.6368329417847015,1.7666666666666668,1.6936642717178314,21,11,8,0.6368329417847015,-2.2746190476190473
FLIP_SHORT,10,12,40,1.20966394653987,1.0604750000000003,42.41900000000001,81.21199999999999,0.7432733465623551,2.1313417973612148,2.0039190071848463,21,11,8,0.7432733465623551,-1.6079523809523808
FLIP_SHORT,10,15,40,1.0013975577780891,0.00847500000000001,0.3390000000000004,86.44299999999998,0.5971804610434139,1.8326160589758917,1.4823182711198428,21,11,8,0.5971804610434139,-2.9090476190476187
FLIP_SHORT,10,18,40,1.1992035157441687,1.2079999999999997,48.31999999999999,81.21199999999999,0.7214353536952048,2.176847977684798,1.7735756385068762,21,11,8,0.7214353536952048,-2.0117142857142856
FLIP_SHORT,10,20,40,1.3262163699776557,1.9782250000000001,79.129,81.21199999999999,0.7931700691037611,2.399800757122933,1.9882121807465618,21,11,8,0.7931700691037611,-1.4936666666666665
FLIP_SHORT,10,22,40,1.3223019475765119,2.0359249999999998,81.437,81.21199999999999,0.6961047952869323,2.651046025104603,2.1721512770137523,21,11,8,0.6961047952869323,-2.3409047619047616
FLIP_SHORT,10,25,40,1.274318362623852,1.8016750000000001,72.06700000000001,81.21199999999999,0.6669077601181977,3.011336919705121,1.492513790386131,21,11,8,0.6669077601181977,-2.5658095238095235
FLIP_SHORT,10,27,40,1.367294347824432,2.412325,96.493,81.21199999999999,0.7093463894710162,3.250448296473401,1.6020488573680065,21,11,8,0.7093463894710162,-2.2389047619047617
FLIP_SHORT,10,30,40,1.525524050960554,3.45155,138.062,81.21199999999999,0.7891977769947394,3.630245068738793,1.7909771473601264,21,11,8,0.7891977769947394,-1.6238095238095243
FLIP_SHORT,10,32,40,1.4863482203012417,3.1942500000000003,127.77000000000001,81.21199999999999,0.6597676848228582,3.867224546722455,1.7663711583924353,21,11,8,0.6597676848228582,-2.620809523809524
FLIP_SHORT,10,35,40,1.4189007379492125,2.856725,114.26899999999999,81.21199999999999,0.7074547331590043,2.941121805509459,1.8790386130811665,21,11,8,0.7074547331590043,-2.25347619047619
FLIP_SHORT,10,40,40,1.3951982124990723,2.7945749999999996,111.78299999999999,99.136,0.5160242793875449,3.3331563226020577,2.070724980299449,21,11,8,0.5160242793875449,-3.960142857142857
FLIP_SHORT,10,50,40,1.1610330358881924,1.2194749999999996,48.77899999999999,89.126,0.6319100522018471,2.3928124110446913,1.2329825715225256,21,11,8,0.6319100522018471,-3.011904761904762
FLIP_SHORT,10,60,40,1.091860799539833,0.71865,28.746000000000002,81.21199999999999,0.748476718674527,1.5948901927077497,1.3980598487339693,21,11,8,0.748476718674527,-2.058095238095238
FLIP_SHORT,10,75,40,1.0707378646981751,0.5533999999999996,22.13599999999998,81.21199999999999,0.9307874506061118,1.7903758237104026,0.5162775402828017,21,11,8,0.5162775402828017,-3.6774999999999998
FLIP_SHORT,12,6,40,0.9288246459337132,-0.30467499999999986,-12.186999999999994,74.628,0.5475009135571887,2.3005414410662226,1.511425010386373,21,11,8,0.5475009135571887,-2.6534761904761903
FLIP_SHORT,12,8,40,0.7892641958874839,-1.2031749999999997,-48.12699999999999,105.725,0.4750435361606228,1.1835640354158874,2.040091400083091,21,11,8,0.4750435361606228,-3.9044761904761898
FLIP_SHORT,12,10,40,0.900300420089503,-0.5998499999999996,-23.993999999999982,109.88199999999999,0.49716581888543976,1.474976098432889,2.573327793934358,21,11,8,0.49716581888543976,-4.034142857142856
FLIP_SHORT,12,12,40,1.0679165472050127,0.4086250000000004,16.345000000000017,107.95199999999998,0.5802622285269975,1.7794404954898784,3.058994599085999,21,11,8,0.5802622285269975,-3.36747619047619
FLIP_SHORT,12,15,40,0.8912151819127359,-0.7870499999999996,-31.48199999999998,123.39999999999999,0.4698795805813959,1.5204648394882136,2.0843473451327434,21,11,8,0.4698795805813959,-4.865571428571429
FLIP_SHORT,12,18,40,1.0675508039129642,0.48872500000000024,19.54900000000001,113.61999999999999,0.5676470740831054,1.8060634112473966,2.4966814159292032,21,11,8,0.5676470740831054,-3.968238095238095
FLIP_SHORT,12,20,40,1.180713690881385,1.3074500000000004,52.298000000000016,108.42999999999998,0.6240901096278464,1.9910404337620262,2.792035398230088,21,11,8,0.6240901096278464,-3.450190476190476
