year,date,kind,sig_hm,entry,spread,dist25,pnl,why,rule
2024-25,2025-07-15,A_LONG,610,3346.995,0.569999999999709,3.005000000000109,-15.08,SL,researched
2024-25,2025-07-23,A_LONG,605,3432.225,0.599999999999909,7.224999999999909,-15.077,SL,researched
2024-25,2025-07-28,FLIP_SHORT,615,3332.475,0.4270000000001346,7.474999999999909,25.0,TP,researched
2024-25,2025-07-30,A_LONG,630,3330.745,0.5599999999999454,5.744999999999891,-15.0,SL,researched
2024-25,2025-08-05,FLIP_SHORT,605,3376.685,0.650000000000091,1.6849999999999454,25.0,TP,researched
2024-25,2025-08-14,A_LONG,605,3367.552,0.5470000000000255,7.447999999999865,-15.067,SL,researched
2024-25,2025-08-18,A_LONG,605,3332.115,0.5799999999999272,7.114999999999782,25.0,TP,researched
2025-26,2025-09-02,A_LONG,605,3482.295,0.599999999999909,7.295000000000073,25.0,TP,researched
2025-26,2025-09-05,FLIP_SHORT,605,3552.015,0.5399999999999636,2.0149999999998727,-20.39,SL,researched
2025-26,2025-09-12,FLIP_SHORT,625,3631.045,0.5199999999999818,6.045000000000073,-15.0,SL,researched
2025-26,2025-09-25,A_LONG,605,3748.005,0.5300000000002001,1.9949999999998909,-15.057,SL,researched
2025-26,2025-09-29,A_LONG,605,3773.265,0.6199999999998909,1.7350000000001273,25.0,TP,researched
2025-26,2025-10-29,A_LONG,605,3945.592,1.1440000000002328,4.407999999999902,25.0,TP,researched
2025-26,2025-10-30,A_LONG,610,3946.645,0.849999999999909,3.355000000000018,-15.19,SL,researched
2025-26,2025-11-03,A_LONG,610,3996.785,1.0499999999997272,3.2150000000001455,-15.12,SL,researched
2025-26,2025-11-04,FLIP_SHORT,605,3997.715,1.4369999999998981,2.2849999999998545,25.0,TP,researched
2025-26,2025-11-07,A_LONG,605,3981.542,0.8369999999999891,6.541999999999916,25.0,TP,researched
2025-26,2025-11-14,A_LONG,605,4178.125,1.1700000000000728,3.125,25.0,TP,researched
2025-26,2025-11-25,FLIP_SHORT,610,4128.985,0.7700000000004366,3.9849999999996726,-15.01,SL,researched
2025-26,2025-12-12,FLIP_SHORT,620,4278.395,0.6799999999993815,3.3950000000004366,-15.01,SL,researched
2025-26,2025-12-16,FLIP_SHORT,605,4305.398,1.3040000000000873,5.398000000000138,25.0,TP,researched
2025-26,2025-12-23,A_LONG,605,4452.935,1.0900000000001455,2.9350000000004,25.0,TP,researched
2025-26,2025-12-24,A_LONG,605,4493.552,1.2039999999997235,6.44800000000032,25.0,TP,researched
2025-26,2025-12-30,A_LONG,605,4346.042,1.4940000000005966,3.957999999999629,-15.007,SL,researched
2025-26,2026-01-07,A_LONG,615,4499.225,0.8770000000004075,0.7749999999996362,-15.16,SL,researched
2025-26,2026-01-14,A_LONG,605,4593.552,1.2069999999994252,6.44800000000032,25.0,TP,researched
2025-26,2026-01-16,A_LONG,605,4619.702,1.154000000000451,5.2979999999997744,-15.787,SL,researched
2025-26,2026-01-19,A_LONG,605,4655.752,1.904000000000451,5.7520000000004075,25.0,TP,researched
2025-26,2026-01-23,A_LONG,605,4956.802,1.4939999999996871,6.80199999999968,-15.027,SL,researched
2025-26,2026-01-28,FLIP_SHORT,605,5178.948,1.4069999999992433,3.94800000000032,-16.323,SL,researched
2025-26,2026-01-29,A_LONG,605,5452.902,1.2269999999998618,2.9020000000000437,25.0,TP,researched
2025-26,2026-02-24,A_LONG,610,5245.325,1.050000000000182,4.675000000000182,-15.16,SL,researched
2025-26,2026-03-03,A_LONG,655,5346.605,0.8499999999994543,3.3950000000004366,25.0,TP,researched
2025-26,2026-03-04,A_LONG,610,5118.152,1.5770000000002256,6.847999999999956,25.0,TP,researched
2025-26,2026-03-05,FLIP_SHORT,610,5146.285,0.9400000000005093,3.7150000000001455,-15.16,SL,researched
2025-26,2026-03-06,A_LONG,615,5096.305,0.8400000000001455,3.694999999999709,-15.02,SL,researched
2025-26,2026-03-11,A_LONG,605,5196.822,1.5039999999999054,3.1779999999998836,25.0,TP,researched
2025-26,2026-03-12,A_LONG,605,5148.632,1.113999999999578,1.368000000000393,-15.237,SL,researched
2025-26,2026-03-17,A_LONG,605,5006.482,1.3040000000000873,6.481999999999971,25.0,TP,researched
2025-26,2026-03-18,FLIP_SHORT,610,4998.925,0.7100000000000364,1.074999999999818,-15.637,SL,researched
2025-26,2026-03-20,A_LONG,615,4645.805,0.6599999999998545,4.194999999999709,25.0,TP,researched
2025-26,2026-03-23,FLIP_SHORT,605,4494.698,1.4439999999995052,5.30199999999968,25.0,TP,researched
2025-26,2026-03-30,FLIP_SHORT,605,4477.828,1.1739999999999782,2.8280000000004293,25.0,TP,researched
2025-26,2026-04-06,A_LONG,610,4626.765,0.9900000000006912,1.7650000000003274,-15.03,SL,researched
2025-26,2026-04-16,A_LONG,605,4831.035,0.7100000000000364,6.0349999999998545,-15.04,SL,researched
2025-26,2026-04-21,A_LONG,605,4829.002,0.6570000000001528,4.0020000000004075,-15.027,SL,researched
2025-26,2026-04-22,A_LONG,605,4744.905,0.7399999999997817,5.095000000000255,25.0,TP,researched
2025-26,2026-04-28,A_LONG,605,4700.685,0.7000000000007276,0.6850000000004002,-15.02,SL,researched
2025-26,2026-05-01,FLIP_SHORT,610,4622.185,0.6899999999995998,2.8149999999996,25.0,TP,researched
2025-26,2026-05-05,A_LONG,605,4526.695,0.6899999999995998,1.694999999999709,25.0,TP,researched
2025-26,2026-05-25,A_LONG,605,4573.415,0.6769999999996799,1.5850000000000364,-15.44,SL,researched
2025-26,2026-05-27,A_LONG,605,4522.805,0.7700000000004366,2.194999999999709,-15.02,SL,researched
2025-26,2026-05-28,FLIP_SHORT,610,4444.425,0.7200000000002547,5.574999999999818,25.0,TP,researched
2025-26,2026-06-03,A_LONG,620,4479.335,0.48000000000047294,4.335000000000036,-15.29,SL,researched
2025-26,2026-06-04,FLIP_SHORT,605,4455.875,0.7399999999997817,5.875,-15.18,SL,researched
2025-26,2026-06-18,A_LONG,605,4293.905,0.7100000000000364,6.095000000000255,25.0,TP,researched
2025-26,2026-06-22,A_LONG,605,4149.305,0.7100000000000364,0.694999999999709,25.0,TP,researched
2025-26,2026-07-08,A_LONG,615,4103.905,0.819999999999709,3.9049999999997453,25.0,TP,researched
2025-26,2026-07-15,FLIP_SHORT,610,4051.035,0.7899999999999636,1.0349999999998545,25.0,TP,researched
2025-26,2026-08-03,FLIP_SHORT,605,4072.785,0.7600000000002183,2.2150000000001455,25.0,TP,researched
2025-26,2026-08-04,A_LONG,605,4067.765,0.7599999999997635,7.235000000000127,-15.21,SL,researched
2025-26,2026-08-11,A_LONG,605,4406.375,0.7899999999999636,6.375,25.0,TP,researched
2025-26,2026-08-13,A_LONG,605,4421.735,0.75,3.2650000000003274,25.0,TP,researched
2025-26,2026-08-14,FLIP_SHORT,610,4351.895,0.7599999999993088,1.8950000000004366,25.0,TP,researched
2025-26,2026-08-17,A_LONG,610,4379.045,0.75,4.045000000000073,25.0,TP,researched
2024-25,2024-08-29,A_LONG,845,2517.725,0.38999999999987267,7.275000000000091,-2.51,EOD,pine_v1
2024-25,2024-09-04,FLIP_SHORT,610,2493.025,0.42000000000007276,6.974999999999909,-2.13,EOD,pine_v1
2024-25,2024-09-30,FLIP_SHORT,700,2655.665,0.4099999999998545,5.664999999999964,25.0,TP,pine_v1
2024-25,2024-10-24,A_LONG,610,2719.925,0.42000000000007276,5.074999999999818,15.95,EOD,pine_v1
2024-25,2024-10-28,FLIP_SHORT,715,2732.295,0.40000000000009095,7.295000000000073,-10.08,EOD,pine_v1
2024-25,2024-11-07,FLIP_SHORT,735,2650.395,0.3000000000001819,0.3949999999999818,-15.01,SL,pine_v1
2024-25,2024-11-12,A_LONG,615,2622.075,0.419999999999618,2.925000000000182,-15.057,SL,pine_v1
2024-25,2024-11-14,A_LONG,605,2574.436,0.6010000000001128,0.5639999999998508,-15.001,SL,pine_v1
2024-25,2024-11-15,A_LONG,690,2567.896,0.47100000000000364,7.1039999999998145,-5.181,EOD,pine_v1
2024-25,2024-11-18,A_LONG,605,2571.036,0.5280000000002474,3.963999999999942,25.0,TP,pine_v1
2024-25,2024-11-26,A_LONG,605,2627.706,0.3380000000001928,2.706000000000131,-15.021,SL,pine_v1
2024-25,2024-11-28,FLIP_SHORT,720,2632.155,0.5,7.1550000000002,-15.73,SL,pine_v1
2024-25,2024-12-19,A_LONG,615,2592.535,0.5099999999997635,7.4650000000001455,25.0,TP,pine_v1
2024-25,2024-12-24,A_LONG,755,2617.955,0.5799999999999272,7.045000000000073,-1.607,EOD,pine_v1
2024-25,2024-12-30,A_LONG,605,2622.652,0.6040000000002692,2.3479999999999563,-15.507,SL,pine_v1
2024-25,2025-01-21,FLIP_SHORT,610,2706.579,0.7359999999998763,6.579000000000178,-15.006,SL,pine_v1
2024-25,2025-02-03,FLIP_SHORT,670,2793.348,0.8569999999999709,6.652000000000044,-15.017,SL,pine_v1
2024-25,2025-02-10,A_LONG,620,2867.652,0.6869999999998981,7.347999999999956,25.0,TP,pine_v1
2024-25,2025-02-11,A_LONG,635,2918.935,0.5700000000001637,6.065000000000055,-15.19,SL,pine_v1
2024-25,2025-02-17,A_LONG,610,2894.205,1.3869999999997162,5.795000000000073,-15.11,SL,pine_v1
2024-25,2025-02-24,FLIP_SHORT,710,2931.915,0.8099999999999454,6.914999999999964,-15.04,SL,pine_v1
2024-25,2025-03-03,A_LONG,605,2874.222,0.4470000000001164,0.7779999999997926,-15.087,SL,pine_v1
2024-25,2025-03-07,FLIP_SHORT,665,2902.848,0.637000000000171,2.8479999999999563,-15.044,SL,pine_v1
2024-25,2025-04-01,A_LONG,605,3125.782,0.6340000000000146,0.7820000000001528,-15.057,SL,pine_v1
2024-25,2025-04-02,A_LONG,680,3120.452,0.5370000000002619,4.5479999999997744,-15.854,SL,pine_v1
2024-25,2025-04-03,A_LONG,605,3153.712,0.5639999999998508,3.711999999999989,-15.187,SL,pine_v1
2024-25,2025-04-08,A_LONG,635,2992.765,0.6700000000000728,7.235000000000127,25.0,TP,pine_v1
2024-25,2025-04-16,A_LONG,645,3267.915,0.7199999999997999,7.085000000000036,25.0,TP,pine_v1
2024-25,2025-04-21,A_LONG,605,3354.135,0.680000000000291,4.135000000000218,25.0,TP,pine_v1
2024-25,2025-04-23,A_LONG,610,3343.445,0.680000000000291,6.554999999999836,25.0,TP,pine_v1
2024-25,2025-04-25,A_LONG,605,3354.845,0.7300000000000182,4.8449999999998,-15.19,SL,pine_v1
2024-25,2025-04-28,FLIP_SHORT,675,3301.595,0.650000000000091,1.5949999999998,25.0,TP,pine_v1
2024-25,2025-04-30,A_LONG,605,3323.735,0.7400000000002365,1.2649999999998727,-15.03,SL,pine_v1
2024-25,2025-05-01,A_LONG,605,3275.615,1.1299999999996544,0.6149999999997817,-15.56,SL,pine_v1
2024-25,2025-05-02,A_LONG,620,3243.895,0.9800000000000182,6.105000000000018,-15.12,SL,pine_v1
2024-25,2025-05-09,A_LONG,645,3320.085,1.0100000000002183,4.914999999999964,-15.11,SL,pine_v1
2024-25,2025-05-16,A_LONG,650,3242.615,0.7799999999997453,7.385000000000218,-15.04,SL,pine_v1
2024-25,2025-05-19,A_LONG,605,3243.545,0.6900000000000546,6.454999999999927,-15.03,SL,pine_v1
2024-25,2025-05-20,FLIP_SHORT,610,3220.175,0.7199999999997999,4.824999999999818,-15.01,SL,pine_v1
2024-25,2025-05-21,A_LONG,605,3293.745,0.6199999999998909,6.255000000000109,25.0,TP,pine_v1
2024-25,2025-05-22,A_LONG,605,3324.795,0.5470000000000255,0.20499999999992724,-15.28,SL,pine_v1
2024-25,2025-05-26,A_LONG,700,3345.365,0.669999999999618,4.635000000000218,-15.09,SL,pine_v1
2024-25,2025-05-28,FLIP_SHORT,665,3303.335,0.6170000000001892,3.3350000000000364,-15.217,SL,pine_v1
2024-25,2025-05-29,A_LONG,645,3268.552,0.8040000000000873,6.447999999999865,-15.054,SL,pine_v1
2024-25,2025-05-30,A_LONG,675,3320.195,0.6770000000001346,4.804999999999836,-15.147,SL,pine_v1
2024-25,2025-06-02,FLIP_SHORT,635,3306.265,0.73700000000008,6.264999999999873,-15.287,SL,pine_v1
2024-25,2025-06-06,A_LONG,685,3368.902,0.6469999999999345,6.097999999999956,-15.057,SL,pine_v1
2024-25,2025-06-13,A_LONG,610,3402.352,0.6669999999999163,2.3519999999998618,25.0,TP,pine_v1
2024-25,2025-06-19,A_LONG,605,3378.395,0.6199999999998909,3.394999999999982,-15.34,SL,pine_v1
2024-25,2025-06-30,A_LONG,610,3268.195,0.6900000000000546,6.804999999999836,25.0,TP,pine_v1
2024-25,2025-07-08,FLIP_SHORT,620,3332.098,0.7170000000000982,7.097999999999956,25.0,TP,pine_v1
2024-25,2025-07-09,A_LONG,655,3307.395,0.5300000000002001,7.394999999999982,-15.26,SL,pine_v1
2024-25,2025-07-11,A_LONG,610,3326.975,0.5799999999999272,1.974999999999909,25.0,TP,pine_v1
2024-25,2025-07-15,A_LONG,610,3346.995,0.569999999999709,3.005000000000109,-15.08,SL,pine_v1
2024-25,2025-07-23,A_LONG,605,3432.225,0.599999999999909,7.224999999999909,-15.077,SL,pine_v1
2024-25,2025-07-24,A_LONG,660,3393.775,0.7000000000002728,6.224999999999909,-15.1,SL,pine_v1
2024-25,2025-07-28,FLIP_SHORT,615,3332.475,0.4270000000001346,7.474999999999909,25.0,TP,pine_v1
2024-25,2025-07-29,A_LONG,695,3318.085,0.5869999999999891,6.914999999999964,8.63,EOD,pine_v1
2024-25,2025-07-30,A_LONG,630,3330.745,0.5599999999999454,5.744999999999891,-15.0,SL,pine_v1
2024-25,2025-07-31,A_LONG,715,3294.252,0.6469999999999345,5.748000000000047,-5.877,EOD,pine_v1
2024-25,2025-08-05,FLIP_SHORT,605,3376.685,0.650000000000091,1.6849999999999454,25.0,TP,pine_v1
2024-25,2025-08-14,A_LONG,605,3367.552,0.5470000000000255,7.447999999999865,-15.067,SL,pine_v1
2024-25,2025-08-18,A_LONG,605,3332.115,0.5799999999999272,7.114999999999782,25.0,TP,pine_v1
2025-26,2025-08-26,A_LONG,610,3369.475,0.6599999999998545,5.525000000000091,19.77,EOD,pine_v1
2025-26,2025-08-29,A_LONG,610,3417.575,0.5499999999997272,7.425000000000182,25.0,TP,pine_v1
2025-26,2025-09-02,A_LONG,605,3482.295,0.599999999999909,7.295000000000073,25.0,TP,pine_v1
2025-26,2025-09-05,FLIP_SHORT,605,3552.015,0.5399999999999636,2.0149999999998727,-20.39,SL,pine_v1
2025-26,2025-09-12,FLIP_SHORT,625,3631.045,0.5199999999999818,6.045000000000073,-15.0,SL,pine_v1
2025-26,2025-09-19,A_LONG,660,3644.405,0.5600000000004002,5.5949999999998,25.0,TP,pine_v1
2025-26,2025-09-25,A_LONG,605,3748.005,0.5300000000002001,1.9949999999998909,-15.057,SL,pine_v1
2025-26,2025-09-26,FLIP_SHORT,630,3742.665,0.5869999999999891,7.335000000000036,-15.05,SL,pine_v1
2025-26,2025-09-29,A_LONG,605,3773.265,0.6199999999998909,1.7350000000001273,25.0,TP,pine_v1
2025-26,2025-09-30,A_LONG,670,3842.635,0.580000000000382,7.364999999999782,25.0,TP,pine_v1
2025-26,2025-10-01,A_LONG,705,3868.665,0.7399999999997817,6.335000000000036,-15.07,SL,pine_v1
2025-26,2025-10-06,A_LONG,780,3922.352,0.5869999999999891,2.6480000000001382,25.0,TP,pine_v1
2025-26,2025-10-07,A_LONG,625,3969.952,0.7270000000003165,5.0479999999997744,-15.607,SL,pine_v1
2025-26,2025-10-08,A_LONG,645,3996.002,0.6169999999997344,3.9980000000000473,25.0,TP,pine_v1
2025-26,2025-10-13,A_LONG,615,4051.795,1.1970000000001164,1.7950000000000728,-15.107,SL,pine_v1
2025-26,2025-10-17,A_LONG,610,4356.245,1.2600000000002183,6.244999999999891,-15.32,SL,pine_v1
2025-26,2025-10-21,FLIP_SHORT,740,4350.948,0.9769999999998618,0.9480000000003201,25.0,TP,pine_v1
2025-26,2025-10-24,A_LONG,645,4120.035,0.7299999999995634,4.9650000000001455,-15.09,SL,pine_v1
2025-26,2025-10-29,A_LONG,605,3945.592,1.1440000000002328,4.407999999999902,25.0,TP,pine_v1
2025-26,2025-10-30,A_LONG,610,3946.645,0.849999999999909,3.355000000000018,-15.19,SL,pine_v1
2025-26,2025-11-03,A_LONG,610,3996.785,1.0499999999997272,3.2150000000001455,-15.12,SL,pine_v1
2025-26,2025-11-04,FLIP_SHORT,605,3997.715,1.4369999999998981,2.2849999999998545,25.0,TP,pine_v1
2025-26,2025-11-05,FLIP_SHORT,645,3931.805,0.5300000000002001,6.804999999999836,-15.04,SL,pine_v1
2025-26,2025-11-07,A_LONG,605,3981.542,0.8369999999999891,6.541999999999916,25.0,TP,pine_v1
2025-26,2025-11-10,A_LONG,615,4007.155,0.5700000000001637,7.1550000000002,25.0,TP,pine_v1
2025-26,2025-11-12,A_LONG,640,4143.855,0.7599999999993088,6.145000000000437,-15.346,SL,pine_v1
2025-26,2025-11-13,FLIP_SHORT,615,4196.698,0.6169999999992797,3.30199999999968,-15.027,SL,pine_v1
2025-26,2025-11-14,A_LONG,605,4178.125,1.1700000000000728,3.125,25.0,TP,pine_v1
2025-26,2025-11-18,FLIP_SHORT,675,4031.285,0.8600000000001273,6.2849999999998545,25.0,TP,pine_v1
2025-26,2025-11-20,A_LONG,635,4095.822,0.7570000000000618,4.177999999999884,-15.127,SL,pine_v1
2025-26,2025-11-25,FLIP_SHORT,610,4128.985,0.7700000000004366,3.9849999999996726,-15.01,SL,pine_v1
2025-26,2025-11-26,FLIP_SHORT,645,4131.915,0.75,6.914999999999964,-15.07,SL,pine_v1
2025-26,2025-11-28,A_LONG,665,4168.495,0.6400000000003274,6.505000000000109,-18.42,SL,pine_v1
2025-26,2025-12-01,FLIP_SHORT,620,4221.515,1.0399999999999636,3.4849999999996726,-15.01,SL,pine_v1
2025-26,2025-12-04,A_LONG,610,4206.985,0.8299999999999272,6.984999999999673,-15.287,SL,pine_v1
2025-26,2025-12-12,FLIP_SHORT,620,4278.395,0.6799999999993815,3.3950000000004366,-15.01,SL,pine_v1
2025-26,2025-12-15,A_LONG,615,4304.815,1.3170000000000073,4.8149999999996,25.0,TP,pine_v1
2025-26,2025-12-16,FLIP_SHORT,605,4305.398,1.3040000000000873,5.398000000000138,25.0,TP,pine_v1
2025-26,2025-12-19,FLIP_SHORT,665,4332.435,0.569999999999709,7.4350000000004,-15.11,SL,pine_v1
2025-26,2025-12-23,A_LONG,605,4452.935,1.0900000000001455,2.9350000000004,25.0,TP,pine_v1
2025-26,2025-12-24,A_LONG,605,4493.552,1.2039999999997235,6.44800000000032,25.0,TP,pine_v1
2025-26,2025-12-30,A_LONG,605,4346.042,1.4940000000005966,3.957999999999629,-15.007,SL,pine_v1
2025-26,2026-01-02,A_LONG,610,4331.715,1.1599999999998545,6.7150000000001455,25.0,TP,pine_v1
2025-26,2026-01-06,FLIP_SHORT,625,4448.645,0.6799999999993815,1.3549999999995634,-15.33,SL,pine_v1
2025-26,2026-01-07,A_LONG,615,4499.225,0.8770000000004075,0.7749999999996362,-15.16,SL,pine_v1
2025-26,2026-01-08,FLIP_SHORT,685,4456.585,0.6999999999998181,6.585000000000036,25.0,TP,pine_v1
2025-26,2026-01-14,A_LONG,605,4593.552,1.2069999999994252,6.44800000000032,25.0,TP,pine_v1
2025-26,2026-01-16,A_LONG,605,4619.702,1.154000000000451,5.2979999999997744,-15.787,SL,pine_v1
2025-26,2026-01-19,A_LONG,605,4655.752,1.904000000000451,5.7520000000004075,25.0,TP,pine_v1
2025-26,2026-01-23,A_LONG,605,4956.802,1.4939999999996871,6.80199999999968,-15.027,SL,pine_v1
2025-26,2026-01-26,A_LONG,610,5021.905,1.3400000000001455,3.0950000000002547,25.0,TP,pine_v1
2025-26,2026-01-27,A_LONG,615,5047.705,1.1099999999996726,2.2950000000000728,-15.07,SL,pine_v1
2025-26,2026-01-28,FLIP_SHORT,605,5178.948,1.4069999999992433,3.94800000000032,-16.323,SL,pine_v1
2025-26,2026-01-29,A_LONG,605,5452.902,1.2269999999998618,2.9020000000000437,25.0,TP,pine_v1
2025-26,2026-01-30,A_LONG,610,5422.885,1.6199999999998909,2.1149999999997817,-15.816,SL,pine_v1
2025-26,2026-02-03,A_LONG,635,4751.035,1.9700000000002547,1.0349999999998545,-15.04,SL,pine_v1
2025-26,2026-02-04,FLIP_SHORT,625,4922.675,1.7299999999995634,2.324999999999818,-15.0,SL,pine_v1
2025-26,2026-02-05,A_LONG,625,5020.575,1.449999999999818,4.425000000000182,-15.73,SL,pine_v1
2025-26,2026-02-09,FLIP_SHORT,610,4979.315,1.2770000000000437,4.3149999999996,-15.25,SL,pine_v1
2025-26,2026-02-11,A_LONG,615,5045.795,1.0900000000001455,4.204999999999927,-15.11,SL,pine_v1
2025-26,2026-02-12,FLIP_SHORT,620,5068.845,0.9499999999998181,6.154999999999745,-15.09,SL,pine_v1
2025-26,2026-02-20,FLIP_SHORT,640,4995.985,0.8200000000006185,4.015000000000327,-15.11,SL,pine_v1
2025-26,2026-02-23,A_LONG,610,5146.922,0.9669999999996435,3.0780000000004293,-15.444,SL,pine_v1
2025-26,2026-02-24,A_LONG,610,5245.325,1.050000000000182,4.675000000000182,-15.16,SL,pine_v1
2025-26,2026-02-26,A_LONG,615,5174.535,0.9200000000000728,0.4650000000001455,-15.12,SL,pine_v1
2025-26,2026-03-03,A_LONG,655,5346.605,0.8499999999994543,3.3950000000004366,25.0,TP,pine_v1
2025-26,2026-03-04,A_LONG,610,5118.152,1.5770000000002256,6.847999999999956,25.0,TP,pine_v1
2025-26,2026-03-05,FLIP_SHORT,610,5146.285,0.9400000000005093,3.7150000000001455,-15.16,SL,pine_v1
2025-26,2026-03-06,A_LONG,615,5096.305,0.8400000000001455,3.694999999999709,-15.02,SL,pine_v1
2025-26,2026-03-11,A_LONG,605,5196.822,1.5039999999999054,3.1779999999998836,25.0,TP,pine_v1
2025-26,2026-03-12,A_LONG,605,5148.632,1.113999999999578,1.368000000000393,-15.237,SL,pine_v1
2025-26,2026-03-17,A_LONG,605,5006.482,1.3040000000000873,6.481999999999971,25.0,TP,pine_v1
2025-26,2026-03-18,FLIP_SHORT,610,4998.925,0.7100000000000364,1.074999999999818,-15.637,SL,pine_v1
2025-26,2026-03-20,A_LONG,615,4645.805,0.6599999999998545,4.194999999999709,25.0,TP,pine_v1
2025-26,2026-03-23,FLIP_SHORT,605,4494.698,1.4439999999995052,5.30199999999968,25.0,TP,pine_v1
2025-26,2026-03-30,FLIP_SHORT,605,4477.828,1.1739999999999782,2.8280000000004293,25.0,TP,pine_v1
2025-26,2026-04-02,A_LONG,615,4796.722,0.9369999999998981,3.2780000000002474,-15.024,SL,pine_v1
2025-26,2026-04-06,A_LONG,610,4626.765,0.9900000000006912,1.7650000000003274,-15.03,SL,pine_v1
2025-26,2026-04-08,FLIP_SHORT,620,4827.795,0.7899999999999636,2.7950000000000728,25.0,TP,pine_v1
2025-26,2026-04-15,FLIP_SHORT,630,4830.505,0.7100000000000364,5.505000000000109,-15.27,SL,pine_v1
2025-26,2026-04-16,A_LONG,605,4831.035,0.7100000000000364,6.0349999999998545,-15.04,SL,pine_v1
2025-26,2026-04-21,A_LONG,605,4829.002,0.6570000000001528,4.0020000000004075,-15.027,SL,pine_v1
2025-26,2026-04-22,A_LONG,605,4744.905,0.7399999999997817,5.095000000000255,25.0,TP,pine_v1
2025-26,2026-04-28,A_LONG,605,4700.685,0.7000000000007276,0.6850000000004002,-15.02,SL,pine_v1
2025-26,2026-04-29,FLIP_SHORT,660,4582.325,0.6999999999998181,7.324999999999818,-15.11,SL,pine_v1
2025-26,2026-05-01,FLIP_SHORT,610,4622.185,0.6899999999995998,2.8149999999996,25.0,TP,pine_v1
2025-26,2026-05-05,A_LONG,605,4526.695,0.6899999999995998,1.694999999999709,25.0,TP,pine_v1
2025-26,2026-05-06,A_LONG,615,4596.825,0.6700000000000728,3.175000000000182,25.0,TP,pine_v1
2025-26,2026-05-13,FLIP_SHORT,675,4706.375,0.6069999999999709,6.375,25.0,TP,pine_v1
2025-26,2026-05-25,A_LONG,605,4573.415,0.6769999999996799,1.5850000000000364,-15.44,SL,pine_v1
2025-26,2026-05-27,A_LONG,605,4522.805,0.7700000000004366,2.194999999999709,-15.02,SL,pine_v1
2025-26,2026-05-28,FLIP_SHORT,610,4444.425,0.7200000000002547,5.574999999999818,25.0,TP,pine_v1
2025-26,2026-06-01,FLIP_SHORT,665,4528.598,0.7269999999998618,3.5979999999999563,25.0,TP,pine_v1
2025-26,2026-06-03,A_LONG,620,4479.335,0.48000000000047294,4.335000000000036,-15.29,SL,pine_v1
2025-26,2026-06-04,FLIP_SHORT,605,4455.875,0.7399999999997817,5.875,-15.18,SL,pine_v1
2025-26,2026-06-17,A_LONG,665,4348.095,0.680000000000291,1.9049999999997453,-15.12,SL,pine_v1
2025-26,2026-06-18,A_LONG,605,4293.905,0.7100000000000364,6.095000000000255,25.0,TP,pine_v1
