inst,tf,fam,n_ma,ent,side,trend,stop,n,wr,pf,net,maxdd,top10,yrs_pos,yrs,is_pf,oos_pf
GOLD,4H,zrev,20,2.0,both,False,4.0,510,60.588235294117645,0.8531280491187432,-1307.431228243128,2266.536224912479,-142.2139811130655,3,8,0.8660858763271162,0.8470915381228963
GOLD,4H,zrev,20,2.0,both,True,0.0,195,45.12820512820513,1.0627000174837198,131.9720000000122,599.446999999989,768.3523777770353,2,8,0.6935348748010652,1.33403398576441
GOLD,4H,zrev,20,2.0,both,True,4.0,208,45.19230769230769,1.0493673203028517,112.8501802348643,600.6825147946834,899.7522182833962,2,8,0.7173761954816305,1.312421088605922
GOLD,4H,zrev,20,2.5,long,False,0.0,110,68.18181818181817,1.017295392339006,24.391000000006997,485.2549999999954,2009.5322045011,4,8,1.0804690484820443,0.9814638862496194
GOLD,4H,zrev,20,2.5,long,False,4.0,138,65.94202898550725,1.1613208213849615,305.22371787655425,394.1934781327366,276.19839174521815,4,8,1.0311090324244239,1.2503874575739504
GOLD,4H,zrev,20,2.5,long,True,0.0,79,43.037974683544306,1.0900832510187946,60.28200000000756,176.27700000000004,647.966225407176,6,7,0.9793590439978147,1.1644126425155454
GOLD,4H,zrev,20,2.5,long,True,4.0,83,44.57831325301205,1.0178994292358792,14.644340339730533,208.22385601005752,2859.2206291738466,4,7,0.9615516912922553,1.0547506614636355
GOLD,4H,zrev,20,2.5,both,False,0.0,230,60.43478260869565,0.687040504489324,-1322.0879999999838,1634.9629999999856,-68.42471908072797,1,8,0.821689275100033,0.6283775700934662
GOLD,4H,zrev,20,2.5,both,False,4.0,324,57.407407407407405,0.8288361168019781,-1031.018588457136,1780.1464394319269,-161.36760468011403,2,8,0.7918161319923235,0.8469662019629135
GOLD,4H,zrev,20,2.5,both,True,0.0,114,42.10526315789473,0.9247476527226182,-91.18499999999052,402.30399999999173,-614.9991774963655,3,8,0.6702250035402239,1.1132041596047442
GOLD,4H,zrev,20,2.5,both,True,4.0,125,40.8,0.9117509625935025,-121.52646687850547,414.75916190805304,-474.9969408533023,3,8,0.6816363997240806,1.102157991100528
GOLD,4H,zrev,50,1.5,long,False,0.0,87,64.36781609195403,1.220527245256495,325.04900000000043,513.4249999999992,312.33844743407917,4,7,0.8613771183038015,1.5322860691473263
GOLD,4H,zrev,50,1.5,long,False,4.0,130,62.30769230769231,1.1280384054711332,336.3220573795875,642.9904457915408,450.504201777627,4,7,0.8102945105578795,1.3940316667156103
GOLD,4H,zrev,50,1.5,long,True,0.0,82,34.146341463414636,1.2463927542540592,260.942000000006,608.4409999999937,401.4980340458711,2,7,0.9831069404384203,1.3639685293193804
GOLD,4H,zrev,50,1.5,long,True,4.0,84,34.523809523809526,1.175983493196916,201.5567538182445,608.0510632496482,526.7295587412372,2,7,0.8415778672429789,1.3544456645664655
GOLD,4H,zrev,50,1.5,both,False,0.0,196,62.755102040816325,0.6404643239563798,-1858.1529999999898,2305.7099999999955,-61.47932920486147,1,8,0.775103292076474,0.5698252083487035
GOLD,4H,zrev,50,1.5,both,False,4.0,353,52.40793201133145,0.8015297067072537,-1750.4738127974315,2785.327467023226,-131.0465191326723,1,8,0.7777222703905986,0.8138702851083484
GOLD,4H,zrev,50,1.5,both,True,0.0,147,38.095238095238095,1.002414600923792,4.398000000012573,744.0319999999907,25298.99954517557,2,8,0.95767944100772,1.0280731915923131
GOLD,4H,zrev,50,1.5,both,True,4.0,155,37.41935483870968,0.9862588069713847,-26.394614174185477,709.2288940311682,-4287.954324814179,2,8,0.8913440883510333,1.0505718853762869
GOLD,4H,zrev,50,2.0,long,False,0.0,74,67.56756756756756,1.677238374699636,823.2530000000017,513.4249999999992,152.68258967777822,5,7,1.242792550456093,1.986598874671673
GOLD,4H,zrev,50,2.0,long,False,4.0,111,63.06306306306306,1.3718973752673438,834.9200150169357,642.9904457915408,201.03302948917303,4,7,0.980639865671046,1.6565271483880257
GOLD,4H,zrev,50,2.0,long,True,0.0,54,42.592592592592595,2.66614243531901,735.237000000004,160.64499999999987,129.6542475419486,4,7,2.526933015305082,2.7247926564135967
GOLD,4H,zrev,50,2.0,long,True,4.0,55,43.63636363636363,2.6022556034659767,741.9112456100371,160.64499999999987,128.56335655294154,4,7,2.526933015305082,2.6319111909118997
GOLD,4H,zrev,50,2.0,both,False,0.0,169,62.721893491124256,0.8576953321614593,-646.5909999999876,1429.6199999999922,-216.87743875185888,2,8,0.9213684121102924,0.8264731447314542
