inst,tf,fam,n_ma,ent,side,trend,stop,n,wr,pf,net,maxdd,top10,yrs_pos,yrs,is_pf,oos_pf
GOLD,4H,zrev,50,2.0,both,False,4.0,306,52.28758169934641,0.9413620389289327,-453.2251845496826,1823.5482636489703,-539.4393523010408,1,8,0.8756118301712427,0.9722530956642329
GOLD,4H,zrev,50,2.0,both,True,0.0,109,40.36697247706422,1.5876091858771897,628.2500000000107,167.89999999999932,172.5442101074388,5,8,1.4277691583292833,1.6857395163481887
GOLD,4H,zrev,50,2.0,both,True,4.0,116,39.6551724137931,1.5842732291034134,651.880780965453,167.8999999999993,167.31341555808262,5,8,1.3731976003473634,1.7286973353231534
GOLD,4H,zrev,50,2.5,long,False,0.0,51,62.745098039215684,0.9013476562885042,-100.08299999999994,493.3049999999996,-478.795599652291,4,7,1.4162650916053814,0.6351640300248269
GOLD,4H,zrev,50,2.5,long,False,4.0,80,60.0,0.967001514051622,-64.52156214289664,643.6827401912013,-1578.2584397828514,4,7,1.081134199211039,0.9043169516054472
GOLD,4H,zrev,50,2.5,both,False,0.0,118,57.6271186440678,0.7052089675858925,-946.0309999999926,1421.990999999994,-94.70683307418159,1,8,0.8637833270000757,0.6245943132172288
GOLD,4H,zrev,50,2.5,both,False,4.0,221,48.86877828054298,0.8632263942059418,-841.3721582983851,1559.3656119344223,-242.9751186602735,2,8,0.8634755789062295,0.8631085396324623
GOLD,4H,zrev,50,2.5,both,True,0.0,53,43.39622641509434,1.921800636249445,329.458000000004,136.49400000000168,165.67999562918362,4,8,1.0943242462723959,3.9209117843832013
GOLD,4H,zrev,50,2.5,both,True,4.0,59,42.3728813559322,1.7710579318397202,327.1577556860268,136.49400000000168,171.68200668885814,4,8,1.0892887761310395,3.28027517467273
GOLD,4H,rsi2,2,,long,True,0.0,272,65.44117647058823,0.9539640322029749,-106.72499999997137,669.7510000000027,-705.1674865309955,2,7,0.4919368393482555,1.2862296674490408
GOLD,4H,rsi2,2,,long,True,4.0,293,66.21160409556313,0.857149491913486,-399.3800256701991,678.1260256701969,-188.43956923911827,3,7,0.5980693977957258,1.010471045665428
GOLD,4H,rsi2,2,,both,True,0.0,465,63.44086021505376,0.9071172240860511,-349.67299999996504,828.2939999999955,-243.70912252306803,2,7,0.6070222591758152,1.1174918386481223
GOLD,4H,rsi2,2,,both,True,4.0,493,64.09736308316431,0.8385966968623173,-704.1988799348259,873.4063203645828,-121.01481900665233,1,7,0.6850853773977219,0.9297942298519387
GOLD,Daily,zrev,10,1.5,long,False,0.0,71,64.7887323943662,1.3279617923594407,407.4840000000046,501.41999999999973,224.0497786416135,4,7,0.9996823246115879,1.6060040730775647
GOLD,Daily,zrev,10,1.5,long,False,4.0,80,62.5,1.2198832706656375,336.23783735117627,554.3076953747665,283.8844692553347,4,7,0.9055525703950063,1.4940073235057647
GOLD,Daily,zrev,10,1.5,long,True,0.0,43,58.139534883720934,1.003747823806885,4.04500000000462,578.5299999999993,20506.847960421648,3,7,0.5097722051341651,1.289644983397461
GOLD,Daily,zrev,10,1.5,long,True,4.0,46,58.69565217391305,0.9843090971237098,-19.500712344693,558.9426953747663,-4573.766251378668,3,7,0.49159807242603637,1.2271336209279624
GOLD,Daily,zrev,10,1.5,both,False,0.0,162,60.49382716049383,0.9022296555097209,-404.0029999999865,1285.960999999988,-281.61919589707026,4,8,0.9704533651886921,0.8687788190869212
GOLD,Daily,zrev,10,1.5,both,False,4.0,198,58.58585858585859,0.9871201078641507,-69.02726080233052,1387.861254062424,-2613.261744755631,3,8,0.9471451544949265,1.0068972703608978
GOLD,Daily,zrev,10,1.5,both,True,0.0,75,50.66666666666667,0.9456802351924638,-87.63499999999898,595.5250000000041,-1111.2512124151456,2,8,0.5171551838955774,1.4122125050977201
GOLD,Daily,zrev,10,1.5,both,True,4.0,80,52.5,0.9856618562380154,-25.628419988191013,576.2675951371771,-3954.758039968979,3,8,0.6070802577592149,1.348500264481617
GOLD,Daily,zrev,10,2.0,long,False,0.0,46,58.69565217391305,1.0821916544426304,80.18100000000032,501.41999999999973,928.963220713136,4,7,1.0819477222341336,1.0823195743384244
GOLD,Daily,zrev,10,2.0,long,False,4.0,52,57.692307692307686,1.011757914007711,14.597979586721834,554.3076953747665,5623.086367010982,4,7,0.9258257910627347,1.0618980686298332
GOLD,Daily,zrev,10,2.0,both,False,0.0,104,53.84615384615385,0.8214957955970387,-511.34599999999296,1039.338999999993,-207.12531241077798,4,8,0.7514815644052011,0.8595900194587188
GOLD,Daily,zrev,10,2.0,both,False,4.0,134,52.98507462686567,0.8717366973210983,-572.9218886443857,1538.892533754855,-313.19347987309357,4,8,0.7500669961249571,0.9302850188865155
GOLD,Daily,zrev,10,2.0,both,True,0.0,44,47.72727272727273,0.7737221403896033,-274.51600000000093,580.6750000000001,-281.305279109414,2,8,0.37082693904248987,1.1151371641325136
GOLD,Daily,zrev,10,2.0,both,True,4.0,49,48.97959183673469,0.799106882619427,-287.60149973999734,561.087695374767,-305.0470879995869,2,8,0.4340691141874721,1.0827874251413
GOLD,Daily,zrev,10,2.5,both,False,4.0,44,47.72727272727273,0.6058868657812212,-617.0609400559233,766.6522805411599,-114.31869272685945,1,8,0.704975342178657,0.5324248758756045
GOLD,Daily,zrev,20,1.5,long,False,4.0,48,68.75,1.0646311701725901,106.66641615128646,532.7785742765697,983.243871728557,3,7,1.1586329873105223,1.0250794967784578
GOLD,Daily,zrev,20,1.5,both,False,0.0,92,63.04347826086957,0.7801483151919957,-722.6049999999913,1066.9099999999892,-133.3707904041649,3,8,1.0553562598966613,0.6599612713149874
GOLD,Daily,zrev,20,1.5,both,False,4.0,132,60.60606060606061,0.9150119451797873,-472.6692467026537,1126.6544635930286,-468.1440596011556,1,8,1.0146184428536908,0.8791567508712635
GOLD,Daily,zrev,20,1.5,both,True,0.0,49,46.93877551020408,0.8516308509951206,-160.80099999999823,444.6300000000025,-424.41402727595704,3,8,0.43460497561399,1.585178962374636
GOLD,Daily,zrev,20,1.5,both,True,4.0,55,47.27272727272727,0.9125699263002218,-137.4572324758796,532.7785742765697,-766.8377872986549,3,8,0.4965216350084959,1.2834931198309545
GOLD,Daily,zrev,20,2.0,both,False,0.0,77,64.93506493506493,1.1506955074531147,349.78100000000586,619.7699999999996,357.84362215214156,5,8,1.3152868958324155,1.0606640251400519
GOLD,Daily,zrev,20,2.0,both,False,4.0,113,60.17699115044248,1.006651721912922,32.295827181033815,908.687675053055,7201.961377121632,2,8,1.090488588687935,0.9726364464337365
GOLD,Daily,zrev,20,2.0,both,True,4.0,42,52.38095238095239,1.0214111514000244,24.639010711148657,522.5597404102124,3826.9637164180003,4,8,0.6155616012286028,1.4908455845576893
GOLD,Daily,zrev,20,2.5,both,False,0.0,44,65.9090909090909,1.1603911119876154,234.2270000000023,566.0649999999973,448.73434744926624,5,8,1.7790169912328277,0.8722932317620947
GOLD,Daily,zrev,20,2.5,both,False,4.0,67,59.70149253731343,1.0760245164527837,215.77993392421695,906.0294752508269,901.1069586678482,4,8,1.2469368861311456,0.9948973230687905
GOLD,Daily,zrev,50,1.5,both,False,0.0,42,66.66666666666666,0.4930540856066502,-1561.5089999999987,2107.944999999997,-54.88786808145215,4,7,1.6895990387398883,0.2587804603457456
GOLD,Daily,zrev,50,1.5,both,False,4.0,76,52.63157894736842,0.6771562216975551,-1455.310980599224,2100.9250329197284,-101.79198946125176,3,7,1.287752767904807,0.47366943829939806
GOLD,Daily,zrev,50,2.0,both,False,4.0,61,45.90163934426229,0.5895976070478297,-1739.7101828501372,2148.889842786646,-87.83445743224881,2,7,1.0700282400926555,0.42881732918353505
GOLD,Daily,zrev,50,2.5,both,False,4.0,47,44.680851063829785,0.5834084128200213,-1548.4937293238836,2326.159082059262,-104.13648886418711,3,7,1.4498485473402933,0.40650860905819086
GOLD,Daily,rsi2,2,,long,True,0.0,54,62.96296296296296,1.363172868983503,300.1010000000067,468.50499999999977,218.60207063621493,4,7,0.7957608497338576,1.61231615886314
GOLD,Daily,rsi2,2,,long,True,4.0,56,64.28571428571429,1.373808796012426,340.15130996181307,554.3076953747665,212.84263173388325,4,7,0.8758526789998548,1.5623908739646994
GOLD,Daily,rsi2,2,,both,True,0.0,74,59.45945945945946,1.2654356919242284,284.5460000000053,468.50499999999977,247.7304196860924,3,7,0.9261353124402801,1.4161474366314941
GOLD,Daily,rsi2,2,,both,True,4.0,78,60.256410256410255,1.2892620143828168,333.64876107714065,554.3076953747665,230.1588045826596,4,7,0.9881204784579947,1.4086881814176182
US30,4H,zrev,10,1.5,long,False,0.0,241,68.46473029045643,1.4923174098381806,15666.50000000008,5017.000000000004,52.57460185746636,7,8,1.4917462875561203,1.4930041978273778
US30,4H,zrev,10,1.5,long,False,4.0,273,68.86446886446886,1.3251532730270548,14833.567812137659,5415.985044912999,77.54304389661459,7,8,1.337845604798661,1.3109798157256385
US30,4H,zrev,10,1.5,long,True,0.0,174,63.2183908045977,1.3995323846018326,7595.650000000045,3094.399999999987,89.20961339714128,4,7,1.687530865760849,1.1948984411903678
US30,4H,zrev,10,1.5,long,True,4.0,184,62.5,1.2695445780001298,6126.462001261178,4221.32334199344,112.06549552721711,4,7,1.596621065317888,1.0519938599686516
US30,4H,zrev,10,1.5,both,False,0.0,464,64.00862068965517,1.1083786292374813,8008.900000000136,9339.999999999935,105.97834908663941,4,8,1.1134854495013724,1.103331718088582
US30,4H,zrev,10,1.5,both,False,4.0,524,64.50381679389314,1.097584454710324,8885.83680608793,6958.392133500551,134.18094727815793,6,8,1.0592584908076021,1.1394562150988696
US30,4H,zrev,10,1.5,both,True,0.0,229,59.388646288209614,1.138870281362106,4260.2000000000735,5377.199999999964,169.949767616541,4,8,1.1547055035166156,1.1223086593063654
US30,4H,zrev,10,1.5,both,True,4.0,240,58.75,1.0795107977708567,2766.7676323864907,6509.416155662297,261.6844260880315,3,8,1.1255268555616906,1.0328587121802737
US30,4H,zrev,10,2.0,long,False,0.0,161,71.42857142857143,1.6780808033188794,14383.450000000055,3241.600000000002,50.32033343877839,7,8,1.639190153717599,1.7240317173005395
US30,4H,zrev,10,2.0,long,False,4.0,183,71.58469945355192,1.4837158777398676,14815.575951418108,4299.585044912994,71.06034915228713,7,8,1.3687964464478595,1.6408956772772822
US30,4H,zrev,10,2.0,long,True,0.0,115,65.21739130434783,1.6406268341354648,7640.500000000033,1990.0999999999767,82.98802434395621,5,7,1.810766660478928,1.500474035109188
US30,4H,zrev,10,2.0,long,True,4.0,120,65.0,1.5779710654492698,7646.096716696131,2149.7405802631038,82.99528812057791,5,7,1.7092573541076248,1.4552719933139766
US30,4H,zrev,10,2.0,both,False,0.0,292,65.75342465753424,1.2466051856713525,11001.590000000073,10141.599999999937,68.8500480385104,5,8,1.3072951088584497,1.1924741287839937
US30,4H,zrev,10,2.0,both,False,4.0,329,66.26139817629179,1.2169816025011675,12253.706868660673,8445.31603485038,90.81007175436245,4,8,1.1676492673370569,1.273525009588465
US30,4H,zrev,10,2.0,both,True,0.0,142,61.97183098591549,1.3731048522741807,6432.8500000000495,2949.4999999999563,108.07573625997739,7,8,1.2603207096554083,1.5076505303859042
US30,4H,zrev,10,2.0,both,True,4.0,148,61.48648648648649,1.3356412005713223,6277.988061184609,3044.554451071075,110.74168877422416,6,8,1.232024515890202,1.469511612443897
US30,4H,zrev,10,2.5,long,False,0.0,50,66.0,1.4191259190236543,3688.3500000000495,3040.899999999998,177.7786815242566,6,7,0.9033534039467348,3.202436429946343
US30,4H,zrev,10,2.5,long,False,4.0,57,64.91228070175438,1.2276998912304566,2826.2368208358093,3604.0884166004544,277.9526450892693,5,7,0.9069183967936502,2.449621502241875
US30,4H,zrev,10,2.5,both,False,0.0,80,63.74999999999999,1.1902387770658687,2770.2000000000517,6708.2999999999665,256.6132409212284,4,8,0.8956308274897918,1.6788191908865284
US30,4H,zrev,10,2.5,both,False,4.0,92,63.04347826086957,1.1362200263829632,2583.4831989989034,6377.578020395089,346.20314169125726,4,8,0.9109855417069745,1.6889462686586578
US30,4H,zrev,20,1.5,long,False,0.0,133,72.18045112781954,1.4873577148340578,11782.75000000004,5030.000000000004,79.15045299272211,5,8,1.2803618641098344,1.8704939683737638
US30,4H,zrev,20,1.5,long,False,4.0,171,68.42105263157895,1.280543953265934,11237.17971242564,6695.272733026151,123.91098439587343,4,8,1.1048379594685096,1.6019013409868055
US30,4H,zrev,20,1.5,long,True,0.0,120,65.0,1.2882206753977963,5242.100000000035,3013.899999999994,115.5023750023839,5,7,1.555599652734715,1.0752903761061978
US30,4H,zrev,20,1.5,long,True,4.0,125,63.2,1.2061137527777521,4063.065653639296,4032.0687377992945,149.01925088453234,5,7,1.5986104836818917,0.9466008217820447
US30,4H,zrev,20,1.5,both,False,0.0,265,64.15094339622641,1.0917784270648,5318.000000000073,9386.799999999974,192.84317412560853,3,8,1.0800889982068935,1.1061520228411375
US30,4H,zrev,20,1.5,both,False,4.0,333,63.66366366366366,1.0611014349075016,4948.276689702656,9998.927577543582,305.69026246001897,3,8,1.0068189313847897,1.1344769334860203
US30,4H,zrev,20,1.5,both,True,0.0,156,62.17948717948718,1.1714012686750321,4609.700000000044,5141.999999999985,160.46597392454908,5,8,1.2288610901092876,1.103684022940092
US30,4H,zrev,20,1.5,both,True,4.0,162,60.49382716049383,1.1144245475403913,3270.2069981277673,6057.2010314783765,226.19363252035365,5,8,1.2336499692366052,0.9917675963476507
US30,4H,zrev,20,2.0,long,False,0.0,100,70.0,1.4315494557033908,8741.250000000025,5686.700000000001,107.7832117832115,4,8,1.0816076842993179,2.0804867393816444
US30,4H,zrev,20,2.0,long,False,4.0,135,67.4074074074074,1.1858553986406462,7199.444439510051,9617.240395614172,221.05455683026352,4,8,0.9607820680895133,1.6046564854280587
US30,4H,zrev,20,2.0,long,True,0.0,82,64.63414634146342,1.2822245496595213,3786.0000000000255,3855.899999999994,175.35789751716752,4,7,1.4748520122363051,1.1665145304958473
US30,4H,zrev,20,2.0,long,True,4.0,87,62.06896551724138,1.2011021707936143,2937.876228332276,4928.313342214911,225.98126959789423,4,7,1.5501354642118075,1.0308464832724522
US30,4H,zrev,20,2.0,both,False,0.0,195,65.64102564102564,1.2054256207080618,8601.900000000056,7600.299999999981,118.86036805821904,4,8,1.0633679840529817,1.4014801215245736
US30,4H,zrev,20,2.0,both,False,4.0,251,65.33864541832669,1.1245592468390033,8105.66607402973,10302.965609020266,206.3408466034305,4,8,0.9827611414930535,1.3513152505790602
US30,4H,zrev,20,2.0,both,True,0.0,102,61.76470588235294,1.105850524179914,2065.8000000000357,5891.499999999989,337.1744602575225,5,8,1.244212565216034,0.9718262974731453
US30,4H,zrev,20,2.0,both,True,4.0,108,59.25925925925925,1.050655630284708,1057.2175728207476,6870.244246963895,658.8378947784482,5,8,1.2551964873821146,0.8791480153469224
US30,4H,zrev,20,2.5,long,False,0.0,52,67.3076923076923,1.5673018516704207,5790.449999999986,3884.300000000003,159.616264711724,4,7,0.9263223204591298,3.026434051295206
US30,4H,zrev,20,2.5,long,False,4.0,74,63.51351351351351,1.0251774768319322,612.6510700532126,8255.307474537789,2058.5942988566985,3,7,0.8221257521660267,1.3265766242004302
US30,4H,zrev,20,2.5,long,True,0.0,42,59.523809523809526,1.1597096343924194,933.9499999999898,2714.199999999997,479.0781091064875,2,7,0.4859088903595856,2.2596785810749864
US30,4H,zrev,20,2.5,long,True,4.0,42,59.523809523809526,1.2137892440932037,1194.495018953843,2453.654981046144,374.58088388838115,2,7,0.5235222580660087,2.2596785810749864
US30,4H,zrev,20,2.5,both,False,0.0,101,67.32673267326733,1.4265622200294248,8451.199999999979,7728.700000000015,122.83462703521424,3,7,1.251444952638952,1.6355157774715057
US30,4H,zrev,20,2.5,both,False,4.0,133,65.41353383458647,1.1363040147507335,4769.96991245573,10132.480805085299,281.7114205460874,3,7,1.0295505930911186,1.278113631850761
US30,4H,zrev,20,2.5,both,True,0.0,49,55.10204081632652,0.9289760581445047,-598.0500000000138,4154.000000000004,-814.5054761307391,2,7,0.5518212246505219,1.5022595319327172
US30,4H,zrev,20,2.5,both,True,4.0,49,55.10204081632652,0.9586383603838399,-337.50498104616054,3893.4549810461504,-1443.2824027962333,2,7,0.5816594761235062,1.5022595319327172
US30,4H,zrev,50,1.5,long,False,0.0,59,74.57627118644068,1.6546920660717948,10473.600000000039,6054.899999999998,106.45241368774808,4,7,1.204118401690376,2.5398171053728853
US30,4H,zrev,50,1.5,long,False,4.0,90,64.44444444444444,1.3386423399662912,11178.069182702187,5591.780173403069,140.6826147071537,6,7,1.089303967161607,1.8003052517187013
US30,4H,zrev,50,1.5,long,True,0.0,68,51.470588235294116,1.7211341686303316,7910.950000000023,1836.699999999997,118.31069593411658,5,7,1.6094584131382692,1.8115417288675242
US30,4H,zrev,50,1.5,long,True,4.0,69,50.72463768115942,1.7126395923958377,7856.538799948019,1749.8999999999942,119.13006781131084,5,7,1.5644449352615095,1.8378559295797108
US30,4H,zrev,50,1.5,both,False,0.0,131,68.70229007633588,1.1602829610928507,6412.2000000000335,7184.499999999971,182.28221203331077,3,8,1.0826142501737008,1.2581906537831289
US30,4H,zrev,50,1.5,both,False,4.0,199,61.80904522613066,1.1111086661608558,7769.616126382134,8652.791177648152,207.25348251533444,4,8,1.0168196750061966,1.242834956518664
US30,4H,zrev,50,1.5,both,True,0.0,90,48.888888888888886,1.3426112754445043,5866.5500000000175,3440.4999999999927,168.43289497234295,4,8,1.2058804411414203,1.5025245646155538
US30,4H,zrev,50,1.5,both,True,4.0,92,47.82608695652174,1.316297363193266,5524.245557422924,3353.69999999999,178.86967364661504,4,8,1.1523126888787474,1.519232863374611
US30,4H,zrev,50,2.0,long,False,0.0,47,74.46808510638297,1.7482228829001667,9752.15000000003,6054.899999999998,109.07338381792714,5,7,1.0568171285568637,3.1037239781490396
US30,4H,zrev,50,2.0,long,False,4.0,72,61.111111111111114,1.1931601992574903,5740.766269384818,5591.780173403069,240.25364128747225,4,7,0.9565140559607402,1.5829406916764315
US30,4H,zrev,50,2.0,long,True,0.0,51,49.01960784313725,1.2139000087981722,1944.950000000019,2628.400000000005,350.7236689889176,4,7,0.8313270008464193,1.5501177783287934
US30,4H,zrev,50,2.0,long,True,4.0,51,49.01960784313725,1.2435821785269037,2161.979511655707,2628.400000000005,315.5164035192911,4,7,0.8099235063447588,1.6633397318806733
US30,4H,zrev,50,2.0,both,False,0.0,103,66.99029126213593,1.2853416883738247,8588.100000000017,6814.0999999999985,133.89690385533444,5,7,0.839908197532808,1.928069933362016
US30,4H,zrev,50,2.0,both,False,4.0,151,61.58940397350994,1.1183430751697478,6337.745571699394,9194.09226545921,229.50905547474875,4,7,0.8718214654887322,1.4716171838767467
US30,4H,zrev,50,2.0,both,True,0.0,61,45.90163934426229,0.9289778655238292,-884.9499999999825,5472.1000000000095,-770.8232103508848,4,7,0.571562877108297,1.4065452977351185
US30,4H,zrev,50,2.0,both,True,4.0,61,45.90163934426229,0.9454454637399549,-667.9204883442944,5472.1000000000095,-1021.2892281399486,4,7,0.5626884142399012,1.4991388094763984
US30,4H,zrev,50,2.5,long,False,4.0,58,62.06896551724138,1.2161200255026199,5258.289037668343,5591.780173403069,250.34949402167695,5,7,0.944325711740286,1.634986448622802
US30,4H,zrev,50,2.5,both,False,0.0,71,66.19718309859155,1.6325096677299107,11392.10000000002,6523.5999999999985,96.89346125824018,5,7,1.0564256791644406,2.5447132314444976
US30,4H,zrev,50,2.5,both,False,4.0,101,62.37623762376238,1.236817883787662,8594.557370316506,6566.98017340307,162.59941493049064,5,7,0.942229787527982,1.6870833473278102
US30,4H,zrev,50,2.5,both,True,0.0,42,57.14285714285714,1.5696567066388354,3738.600000000013,1731.699999999997,171.52409993045498,4,7,1.2671600594497825,1.8750153092467927
US30,4H,zrev,50,2.5,both,True,4.0,42,57.14285714285714,1.6233391492815914,3955.629511655701,1523.9000000000087,162.11326114097832,5,7,1.225384423677303,2.085355935474148
US30,4H,rsi2,2,,long,True,0.0,166,63.25301204819277,1.1357244459399571,2218.4500000000808,3780.749999999971,218.76986184046638,4,7,1.7617340632173837,0.8038568653607667
US30,4H,rsi2,2,,long,True,4.0,174,62.643678160919535,1.0694236562279098,1259.9978552399189,4431.777283611795,392.1117785600716,4,7,1.6474343546098311,0.7704065126324829
US30,4H,rsi2,2,,both,True,0.0,239,60.66945606694561,1.1122882915437091,3356.0500000000684,4899.699999999975,249.6923466575238,4,7,1.2841540679159285,0.9410745176091878
US30,4H,rsi2,2,,both,True,4.0,252,59.523809523809526,1.068666335385623,2191.8178966606756,5464.337023120177,382.32190789056733,4,7,1.244849917741813,0.9010721393645584
US30,Daily,zrev,10,1.5,long,False,0.0,75,72.0,1.5459947666478857,11434.55000000001,6609.399999999998,104.00759102894285,5,7,1.2200637333006485,2.085387033797321
US30,Daily,zrev,10,1.5,long,False,4.0,88,71.5909090909091,1.4838909268487777,13554.588733042212,5194.988045980914,107.88744895189325,6,7,1.3599190482033108,1.6368519293120254
US30,Daily,zrev,10,1.5,long,True,0.0,55,72.72727272727273,1.9461950894189088,10782.650000000009,2771.4999999999927,92.26581591723738,6,7,2.8662966973470394,1.5048884676309469
US30,Daily,zrev,10,1.5,long,True,4.0,59,74.57627118644068,1.7576539216332576,10862.685030008899,2729.916686096476,95.73139579461305,6,7,1.8838557581072979,1.6484750267209385
US30,Daily,zrev,10,1.5,both,False,0.0,158,66.45569620253164,1.410876810427069,16581.55000000001,7319.999999999993,77.94084388974485,6,8,1.3736268470253734,1.4508574452344754
US30,Daily,zrev,10,1.5,both,False,4.0,176,65.9090909090909,1.3889528582487747,19076.432940044528,6541.850391880282,80.50456837641968,7,8,1.3743629338149923,1.4044500045130506
US30,Daily,zrev,10,1.5,both,True,0.0,77,68.83116883116884,1.5943719531284948,10631.650000000016,2822.4000000000015,98.05627536647637,7,8,1.7208160104344958,1.4406770214030964
US30,Daily,zrev,10,1.5,both,True,4.0,81,70.37037037037037,1.514276121174437,10711.685030008906,2905.1775541027528,100.34835761027846,7,8,1.4743624602573535,1.5775218148740227
US30,Daily,zrev,10,2.0,long,False,0.0,42,66.66666666666666,1.1624537627653235,2534.100000000006,6609.399999999998,427.0865395998565,4,7,0.6285126499168346,1.917715347109357
US30,Daily,zrev,10,2.0,long,False,4.0,52,67.3076923076923,1.292001772715257,5769.400174524002,4877.986727300729,241.94196238349213,4,7,1.0901977933554867,1.4348473723534414
US30,Daily,zrev,10,2.0,both,False,0.0,85,68.23529411764706,1.392644512941773,10228.900000000005,6609.399999999998,124.89026190499459,4,7,1.1597044485070083,1.6292742565753333
US30,Daily,zrev,10,2.0,both,False,4.0,99,67.67676767676768,1.473912993461123,14684.324612233617,6654.839843693855,104.1886528935349,5,7,1.453924575231213,1.4889181024929095
US30,Daily,zrev,10,2.0,both,True,0.0,48,64.58333333333334,1.502860010834582,6312.100000000006,2771.4999999999927,157.43730295781097,5,7,1.8055412238159103,1.2416515776663024
US30,Daily,zrev,10,2.0,both,True,4.0,50,66.0,1.4518369108525846,6374.32369656238,2729.916686096476,162.3262402814616,6,7,1.6624737944218224,1.2646883768659436
US30,Daily,zrev,20,1.5,long,False,0.0,42,69.04761904761905,1.8672888519703905,10649.700000000012,4569.299999999999,106.33163375494134,4,7,1.503838709258368,2.4779761644912095
US30,Daily,zrev,20,1.5,long,False,4.0,55,65.45454545454545,1.3075211101814677,8359.029687438582,7564.358135811148,201.40734785640984,4,7,1.2060203698828922,1.4587160602952733
US30,Daily,zrev,20,1.5,both,False,0.0,86,59.30232558139535,0.9784188775858338,-727.4499999999935,6121.5999999999985,-1676.2732833871905,3,7,0.9741468459152018,0.9841693520883651
US30,Daily,zrev,20,1.5,both,False,4.0,109,59.63302752293578,0.9398292948637321,-3298.9939278147795,9156.980830153381,-566.5969810493524,3,7,0.9399814380305598,0.9396102339698809
US30,Daily,zrev,20,1.5,both,True,0.0,45,53.333333333333336,1.015878732833274,304.20000000001164,5241.900000000005,3781.032215647457,2,7,1.0443773470009132,0.9699349613449523
US30,Daily,zrev,20,1.5,both,True,4.0,49,57.14285714285714,0.9858866668286156,-324.9088126475399,5241.900000000005,-3706.9477746254647,2,7,0.9990693319962392,0.9624436935757393
US30,Daily,zrev,20,2.0,long,False,4.0,43,69.76744186046511,1.1789376260229167,4078.536646300865,7564.358135811148,397.84367304181944,4,7,1.061173966755744,1.3457034119296651
US30,Daily,zrev,20,2.0,both,False,0.0,64,57.8125,0.968629932925242,-770.7499999999745,6539.499999999985,-1539.5199481025502,4,7,0.900551156992258,1.0546715193955607
US30,Daily,zrev,20,2.0,both,False,4.0,83,59.036144578313255,0.9312834565673243,-2858.457549155639,11194.769879130668,-606.2815242828849,3,7,0.8730357654420894,1.0042755047244734
US30,Daily,zrev,20,2.5,both,False,4.0,42,69.04761904761905,1.4089206022838918,8136.6579863866245,5946.45813581115,208.07129939989522,4,7,0.8975320414912387,2.992617197381735
US30,Daily,zrev,50,1.5,both,False,0.0,40,62.5,1.132710480524695,2478.6999999999935,4492.100000000006,549.6590954936071,3,7,1.649790005900661,0.687325599936219
US30,Daily,zrev,50,1.5,both,False,4.0,58,62.06896551724138,1.0636499822631607,2388.225287446119,8378.161126110354,886.0219390201642,4,7,1.297369078510317,0.8620950252350555
US30,Daily,zrev,50,2.0,both,False,4.0,43,62.7906976744186,1.2642908044419288,7122.922067387313,5946.45813581115,297.0978735944843,5,7,1.2744958881782797,1.2504778338109697
US30,Daily,rsi2,2,,long,True,0.0,63,77.77777777777779,3.1889308865866295,11176.899999999994,1407.5,64.46868094015343,5,7,2.917924659761247,3.3864960043342824
US30,Daily,rsi2,2,,long,True,4.0,65,78.46153846153847,2.5629196993746564,10570.315026147982,1540.468044309171,69.17580017163093,6,7,1.8001924223161068,3.5012681458353865
US30,Daily,rsi2,2,,both,True,0.0,75,74.66666666666667,2.630495364100426,12520.899999999994,1407.5,69.68588519994574,6,7,2.583650777308762,2.6784659989457014
US30,Daily,rsi2,2,,both,True,4.0,77,75.32467532467533,2.276130180207247,11914.315026147982,1540.468044309171,73.68447099756048,7,7,1.9168911651725469,2.7828146605192066
