arm,budget,risk,n,wr,pf,cagr,dd,mar,mc_med,p30,pf_pre2025,avg_r,avg_bars,long_share,pf_tr,pf_va,pf_te,top10_share,n_over_10R
E  (baseline),25.0,1.108038330078125,274,25.18248175182482,1.469370203184559,24.082580096285568,24.99928821159251,0.9633306313544618,26.57380416587756,30.75,2.051404412661518,0.5202408830291492,37.24452554744526,77.37226277372262,1.3423333552125176,2.346539929120086,1.129412717485814,48.369748553995535,0
G1 (baseline),25.0,1.0992324829101565,274,25.18248175182482,1.4548268047533726,24.05410564336099,24.999186646971808,0.9621955299203586,27.598906837020515,36.05,1.9070917668130616,0.5032480199598203,37.24452554744526,77.37226277372262,1.3175423284847074,2.201124566836839,1.1618036563770358,47.62955622149313,0
B: VT ATR20 x G1,25.0,1.0808920288085937,274,25.18248175182482,1.4075730422452453,22.568843499967727,24.99988938278965,0.9027577344203972,30.729444251318384,53.7,1.7248029754158118,0.41475875622396846,37.24452554744526,77.37226277372262,1.286522302602396,2.1166620322330862,1.1176227500439133,48.24286416369389,0
B: VT SD20d x G1,25.0,0.9686022949218749,274,25.18248175182482,1.3675873102507572,18.042615792361683,24.998754024548457,0.721740602537393,30.584041718316346,53.5,1.5417794138510879,0.3850087793167671,37.24452554744526,77.37226277372262,1.1701381647470817,2.3094583308614545,0.993378293413331,45.08375144861469,0
