pattern,horizon,n,mean_atr,uncond_atr,edge_atr,t,hit_rate
FLIP_res_turned_support,4,6123,0.07238219202779896,0.04128821865419792,0.031093973373601036,1.5652475213917345,0.505307855626327
FLIP_res_turned_support,8,6123,0.1761042486745473,0.08143120759812164,0.09467304107642566,3.2229083221201495,0.512983831455169
FLIP_res_turned_support,16,6122,0.3763596787316988,0.160345198978609,0.2160144797530898,5.022365301687968,0.5333224436458673
FLIP_res_turned_support,32,6121,0.5627699404045658,0.32276674496252217,0.24000319544204368,3.9270188272823967,0.5356967815716386
FLIP_sup_turned_resist,4,4903,-0.03715217318697481,-0.04128821865419792,0.004136045467223112,0.18766429474054733,0.47032429125025493
FLIP_sup_turned_resist,8,4903,-0.06508892912504571,-0.08143120759812164,0.016342278473075927,0.5166211485881607,0.46542932898225575
FLIP_sup_turned_resist,16,4902,-0.13960632388161903,-0.160345198978609,0.02073887509698996,0.44490838710426506,0.45716034271725825
FLIP_sup_turned_resist,32,4901,-0.28302887098817153,-0.32276674496252217,0.039737873974350635,0.6204378958816938,0.4380738624770455
BREAK_UP_on_volume_spike,4,2073,0.022959369438096292,0.04128821865419792,-0.018328849216101627,-0.39404714706813887,0.5258080077182827
BREAK_UP_on_volume_spike,8,2073,0.07348711394800507,0.08143120759812164,-0.007944093650116571,-0.13869089355984104,0.527255185721177
BREAK_UP_on_volume_spike,16,2073,0.26869858262471835,0.160345198978609,0.10835338364610936,1.317202336282393,0.5301495417269657
BREAK_UP_on_volume_spike,32,2073,0.5308614365663819,0.32276674496252217,0.20809469160385968,2.045231119722244,0.5296671490593343
BREAK_DN_on_volume_spike,4,1812,-0.03763558475377925,-0.04128821865419792,0.0036526339004186725,0.0793837279465772,0.46357615894039733
BREAK_DN_on_volume_spike,8,1812,-0.10012673827178394,-0.08143120759812164,-0.018695530673662294,-0.30540936722397943,0.46909492273730685
BREAK_DN_on_volume_spike,16,1812,-0.06523049043603805,-0.160345198978609,0.09511470854257094,1.0563101856297759,0.4707505518763797
BREAK_DN_on_volume_spike,32,1811,-0.01142091906308175,-0.32276674496252217,0.31134582589944043,2.9027517043336974,0.4754279403644395
BREAK_UP_no_spike,4,2334,0.047053760974161044,0.04128821865419792,0.005765542319963124,0.17061489195621216,0.4884318766066838
BREAK_UP_no_spike,8,2334,0.02780350760866996,0.08143120759812164,-0.05362769998945168,-1.1102399780830885,0.49785775492716366
BREAK_UP_no_spike,16,2332,0.1421727516184649,0.160345198978609,-0.01817244736014409,-0.2650205467126311,0.5060034305317325
BREAK_UP_no_spike,32,2332,0.4544282143649757,0.32276674496252217,0.13166146940245355,1.347081726797826,0.5283018867924528
BREAK_DN_no_spike,4,1271,-0.12577758006535492,-0.04128821865419792,-0.084489361411157,-1.9672621664344114,0.42486231313926043
BREAK_DN_no_spike,8,1271,-0.10857697119809614,-0.08143120759812164,-0.027145763599974504,-0.40698957446409584,0.4429583005507474
BREAK_DN_no_spike,16,1271,0.01579068738233089,-0.160345198978609,0.17613588636093988,1.8640739443239165,0.46420141620771044
BREAK_DN_no_spike,32,1271,-0.0730038456175293,-0.32276674496252217,0.24976289934499285,1.880741488833139,0.45318646734854445
