i,entry_bar,time,dir,entry,atr,hour,dow,mfe_3,mae_3,mfe_atr_3,mae_atr_3,bars_mfe_3,bars_mae_3,maxfclose_3,maxaclose_3,ret_3,mfe_5,mae_5,mfe_atr_5,mae_atr_5,bars_mfe_5,bars_mae_5,maxfclose_5,maxaclose_5,ret_5,mfe_10,mae_10,mfe_atr_10,mae_atr_10,bars_mfe_10,bars_mae_10,maxfclose_10,maxaclose_10,ret_10,mfe_15,mae_15,mfe_atr_15,mae_atr_15,bars_mfe_15,bars_mae_15,maxfclose_15,maxaclose_15,ret_15,mfe_20,mae_20,mfe_atr_20,mae_atr_20,bars_mfe_20,bars_mae_20,maxfclose_20,maxaclose_20,ret_20,mfe_30,mae_30,mfe_atr_30,mae_atr_30,bars_mfe_30,bars_mae_30,maxfclose_30,maxaclose_30,ret_30,mfe_50,mae_50,mfe_atr_50,mae_atr_50,bars_mfe_50,bars_mae_50,maxfclose_50,maxaclose_50,ret_50
9582,9583,2020-09-23 06:30:00,-1,1875.394,5.246671747038022,6,2,0.45499999999992724,7.989000000000033,0.08672164410834256,1.5226795929267305,0,1,-2.3099999999999454,6.067999999999984,-2.3099999999999454,2.16599999999994,7.989000000000033,0.41283314535976884,1.5226795929267305,3,1,-1.4580000000000837,6.067999999999984,-6.030999999999949,2.16599999999994,19.652000000000044,0.41283314535976884,3.745612637400933,3,8,-1.4580000000000837,17.513999999999896,-13.670000000000073,2.16599999999994,19.652000000000044,0.41283314535976884,3.745612637400933,3,8,-1.4580000000000837,17.513999999999896,-2.311999999999898,12.913999999999987,19.652000000000044,2.461369916517173,3.745612637400933,19,8,11.159000000000106,17.513999999999896,10.877999999999929,19.542999999999893,19.652000000000044,3.724837562218902,3.745612637400933,25,8,16.75999999999999,17.513999999999896,14.3900000000001,26.420000000000073,19.652000000000044,5.035573268885238,3.745612637400933,46,8,23.69399999999996,17.513999999999896,16.375999999999976
9598,9599,2020-09-23 14:30:00,-1,1869.858,6.627221045832928,14,2,5.735999999999876,3.3010000000001583,0.865521152883012,0.49809716277319055,2,0,5.623000000000047,-2.036000000000058,5.623000000000047,7.377999999999929,3.3010000000001583,1.1132871453924231,0.49809716277319055,3,0,5.623000000000047,-2.036000000000058,3.4039999999999964,14.006999999999834,3.3010000000001583,2.1135555767839027,0.49809716277319055,9,0,11.223999999999933,-2.036000000000058,11.223999999999933,14.594000000000051,3.3010000000001583,2.202129655713911,0.49809716277319055,14,0,11.223999999999933,-2.036000000000058,11.183999999999969,16.01599999999985,3.3010000000001583,2.416699230225678,0.49809716277319055,16,0,15.08199999999988,-2.036000000000058,2.3799999999998818,20.690000000000055,3.3010000000001583,3.121972219865752,0.49809716277319055,28,0,18.1579999999999,-2.036000000000058,16.220000000000027,21.01599999999985,3.4020000000000437,3.1711632756258092,0.5133373364902559,36,49,18.595000000000027,1.2699999999999818,0.7739999999998872
9599,9600,2020-09-23 15:00:00,-1,1865.625,6.765490971130583,15,2,3.144999999999982,6.611000000000104,0.46485909351149723,0.9771648544370665,2,0,1.3900000000001,2.196999999999889,1.1089999999999236,3.144999999999982,6.611000000000104,0.46485909351149723,0.9771648544370665,2,0,1.3900000000001,2.196999999999889,0.5750000000000455,9.773999999999887,6.611000000000104,1.4446845087381075,0.9771648544370665,8,0,6.9909999999999854,2.196999999999889,3.4329999999999927,11.500999999999976,6.611000000000104,1.6999505356043718,0.9771648544370665,14,0,10.848999999999933,2.196999999999889,10.848999999999933,11.782999999999902,6.611000000000104,1.7416326546410041,0.9771648544370665,15,0,10.848999999999933,2.196999999999889,3.536000000000058,16.651000000000067,6.611000000000104,2.4611665392877637,0.9771648544370665,29,0,13.924999999999955,2.196999999999889,12.576999999999998,16.7829999999999,7.634999999999991,2.4806773184112743,1.1285212015772013,35,48,14.36200000000008,5.502999999999929,-5.0470000000000255
9601,9602,2020-09-23 16:00:00,-1,1864.195,6.649336602658507,16,2,1.7149999999999181,4.488000000000056,0.2579204667296035,0.6749545508352947,0,1,-0.32100000000014006,2.2590000000000146,-0.8550000000000182,3.1669999999999163,4.488000000000056,0.4762881155292546,0.6749545508352947,4,1,1.7189999999998236,2.2590000000000146,0.07699999999999818,8.343999999999824,4.488000000000056,1.2548620258844716,0.6749545508352947,6,1,5.560999999999922,2.2590000000000146,0.7449999999998909,10.352999999999838,4.488000000000056,1.556997429767738,0.6749545508352947,13,1,9.418999999999869,2.2590000000000146,3.713999999999942,10.352999999999838,4.7309999999999945,1.556997429767738,0.71149954991126,13,16,9.418999999999869,3.283000000000129,4.087999999999965,15.221000000000004,4.7309999999999945,2.289100538828853,0.71149954991126,27,16,12.49499999999989,3.283000000000129,3.2439999999999145,15.352999999999838,12.923999999999978,2.3089521432651603,1.9436525434481335,33,49,12.932000000000016,9.55600000000004,-8.649000000000115
9605,9606,2020-09-23 18:00:00,-1,1862.516,6.038883686706818,18,2,6.664999999999964,5.515999999999849,1.103680803568281,0.9134138503349594,2,1,3.882000000000062,1.6019999999998618,3.882000000000062,6.664999999999964,5.515999999999849,1.103680803568281,0.9134138503349594,2,1,3.882000000000062,1.6019999999998618,2.9200000000000728,8.673999999999978,5.515999999999849,1.4363581830684617,0.9134138503349594,9,1,7.740000000000009,1.6019999999998618,7.471000000000004,8.673999999999978,6.4099999999998545,1.4363581830684617,1.061454456244945,9,12,7.740000000000009,4.961999999999989,0.3000000000001819,11.826999999999998,6.4099999999998545,1.958474548207371,1.061454456244945,19,12,10.816000000000031,4.961999999999989,10.816000000000031,13.673999999999978,6.4099999999998545,2.2643257776433208,1.061454456244945,29,12,11.253000000000156,4.961999999999989,10.177000000000135,13.673999999999978,14.602999999999838,2.2643257776433208,2.418162156715306,29,45,11.253000000000156,11.2349999999999,-6.241999999999962
9608,9609,2020-09-23 19:30:00,-1,1858.681,6.047766566944178,19,2,0.5950000000000273,5.210000000000036,0.09838342690873228,0.861475049066345,0,2,-0.9149999999999636,4.7690000000000055,-4.7690000000000055,3.4170000000001437,6.156999999999925,0.5650019659615747,1.0180617806336631,4,3,0.007000000000061846,4.7690000000000055,0.007000000000061846,4.838999999999942,10.24499999999989,0.8001300887585343,1.6940137961006811,6,9,3.9049999999999727,8.797000000000025,-8.797000000000025,4.838999999999942,10.24499999999989,0.8001300887585343,1.6940137961006811,6,9,3.9049999999999727,8.797000000000025,2.4190000000000964,9.513000000000147,10.24499999999989,1.5729773784583896,1.6940137961006811,18,9,6.9809999999999945,8.797000000000025,5.04300000000012,9.838999999999942,10.24499999999989,1.6268815753864987,1.6940137961006811,26,9,7.41800000000012,8.797000000000025,1.1390000000001237,9.838999999999942,18.437999999999874,1.6268815753864987,3.048728782089261,26,42,7.41800000000012,15.069999999999936,-10.95900000000006
9614,9615,2020-09-23 23:30:00,-1,1854.731,5.792880097289583,23,2,0.8889999999998963,6.9659999999998945,0.15346425009139208,1.20251064807283,0,2,-0.3140000000000782,6.886999999999944,-6.886999999999944,0.8889999999998963,14.194999999999936,0.15346425009139208,2.4504218560714905,0,3,-0.3140000000000782,12.747000000000071,-7.357999999999947,0.8889999999998963,14.194999999999936,0.15346425009139208,2.4504218560714905,0,3,-0.3140000000000782,12.747000000000071,-1.3409999999998945,5.757000000000062,14.194999999999936,0.9938061729766668,2.4504218560714905,14,3,3.030999999999949,12.747000000000071,1.6829999999999927,5.757000000000062,14.194999999999936,0.9938061729766668,2.4504218560714905,14,3,3.4680000000000746,12.747000000000071,3.4680000000000746,5.888999999999896,14.194999999999936,1.016592765791111,2.4504218560714905,20,3,3.4680000000000746,12.747000000000071,-3.588999999999942,5.888999999999896,22.38799999999992,1.016592765791111,3.864744241897047,20,36,3.4680000000000746,19.019999999999982,-10.573000000000093
9625,9626,2020-09-24 05:00:00,-1,1851.742,5.308368980447596,5,3,2.574000000000069,4.255000000000109,0.48489470296449366,0.8015644759572331,1,0,-0.17800000000011096,2.6980000000000928,-1.8959999999999582,2.768000000000029,6.95900000000006,0.5214407683782815,1.310948810384557,3,4,-0.17800000000011096,2.6980000000000928,-1.5730000000000928,2.8999999999998636,9.735000000000127,0.5463071634020699,1.8338966330067137,9,6,0.47900000000004184,9.20900000000006,-0.59699999999998,2.8999999999998636,9.769999999999982,0.5463071634020699,1.840489995323608,9,14,0.47900000000004184,9.20900000000006,-5.8900000000001,2.8999999999998636,12.19600000000014,0.5463071634020699,2.2975041947765633,9,18,0.47900000000004184,9.20900000000006,-8.634000000000015,2.8999999999998636,25.376999999999953,0.5463071634020699,4.780564443329294,9,25,0.47900000000004184,22.009000000000015,-17.016000000000076,2.8999999999998636,25.376999999999953,0.5463071634020699,4.780564443329294,9,25,0.47900000000004184,22.042000000000144,-22.042000000000144
9682,9683,2020-09-25 10:30:00,-1,1859.931,4.468301406926506,10,4,6.977000000000089,3.3789999999999054,1.5614434579513239,0.7562157724548242,1,0,4.520999999999958,-0.7809999999999491,1.3350000000000364,6.977000000000089,3.3789999999999054,1.5614434579513239,0.7562157724548242,1,0,4.520999999999958,0.8399999999999181,-0.8399999999999181,7.3120000000001255,5.3279999999999745,1.636416018996722,1.1923994186562286,7,8,4.520999999999958,3.451000000000022,-3.133000000000038,7.3120000000001255,5.95699999999988,1.636416018996722,1.3331687944697908,7,10,4.520999999999958,4.936999999999898,-4.936999999999898,7.3120000000001255,6.866999999999962,1.636416018996722,1.5368256020856448,7,17,4.520999999999958,5.461999999999989,-1.836999999999989,7.3120000000001255,6.866999999999962,1.636416018996722,1.5368256020856448,7,17,4.520999999999958,5.461999999999989,-1.5059999999998581,11.13000000000011,8.674999999999955,2.490879416224478,1.941453633041062,42,49,7.6310000000000855,8.542999999999893,-8.542999999999893
9683,9684,2020-09-25 11:00:00,-1,1855.452,4.805279877860322,11,4,2.4980000000000473,6.795000000000073,0.5198448505589123,1.4140695594666852,0,2,-3.1440000000000055,3.6980000000000928,-3.231999999999971,2.4980000000000473,8.61999999999989,0.5198448505589123,1.7938601328333397,0,4,-2.211999999999989,5.31899999999996,-2.211999999999989,2.8330000000000837,10.435999999999922,0.5895598325193812,2.171777766386175,6,9,-2.211999999999989,7.930000000000064,-4.594000000000051,2.8330000000000837,11.115999999999985,0.5895598325193812,2.313288774544737,6,14,-2.211999999999989,9.91599999999994,-9.91599999999994,2.8330000000000837,11.346000000000004,0.5895598325193812,2.361152792010132,6,16,-2.211999999999989,9.941000000000031,-6.167999999999893,2.8330000000000837,11.346000000000004,0.5895598325193812,2.361152792010132,6,16,-2.211999999999989,9.941000000000031,-5.333000000000084,6.651000000000067,17.087999999999965,1.384102522444874,3.556088393254807,41,49,3.1520000000000437,13.021999999999935,-12.557999999999993
9719,9720,2020-09-28 06:00:00,-1,1857.314,3.3640725750619476,6,0,1.2409999999999854,4.480000000000018,0.3688981055877289,1.3317191885842479,0,2,-1.66599999999994,3.0729999999998654,-1.66599999999994,3.6380000000001473,4.480000000000018,1.081427323229837,1.3317191885842479,4,2,3.158000000000129,3.0729999999998654,3.158000000000129,8.513000000000147,4.480000000000018,2.5305637170575563,1.3317191885842479,5,2,5.014000000000124,3.0729999999998654,-0.6240000000000236,8.513000000000147,16.881999999999834,2.5305637170575563,5.018322174481911,5,14,5.014000000000124,14.961999999999989,-14.961999999999989,8.513000000000147,19.83499999999981,2.5305637170575563,5.896127255707187,5,15,5.014000000000124,15.720000000000027,-15.720000000000027,8.513000000000147,25.787000000000035,2.5305637170575563,7.6654113205406045,5,29,5.014000000000124,24.567000000000007,-24.09999999999991,8.513000000000147,30.014999999999873,2.5305637170575563,8.922221304766936,5,36,5.014000000000124,29.43399999999997,-25.995999999999867
9724,9725,2020-09-28 08:30:00,-1,1854.11,3.5835347150972683,8,0,5.308999999999969,3.4120000000000346,1.4814981358024506,0.9521325370800607,0,0,1.8099999999999454,-0.17099999999982174,1.8099999999999454,5.308999999999969,7.336999999999989,1.4814981358024506,2.047419819623776,0,3,1.8099999999999454,6.148000000000138,-3.828000000000202,5.308999999999969,20.086000000000013,1.4814981358024506,5.6050803457766465,0,9,1.8099999999999454,18.166000000000167,-18.166000000000167,5.308999999999969,23.038999999999987,1.4814981358024506,6.429127057968137,0,10,1.8099999999999454,18.924000000000206,-18.924000000000206,5.308999999999969,26.276000000000067,1.4814981358024506,7.33242513022142,0,19,1.8099999999999454,25.366000000000213,-25.366000000000213,5.308999999999969,32.13000000000011,1.4814981358024506,8.966007742198753,0,29,1.8099999999999454,31.636000000000195,-31.636000000000195,5.308999999999969,33.21900000000005,1.4814981358024506,9.269897640463736,0,31,1.8099999999999454,32.63800000000015,-30.44600000000014
9725,9726,2020-09-28 09:00:00,-1,1852.418,3.950496521161749,9,0,2.2669999999998254,9.028999999999996,0.5738519165517841,2.285535489433814,0,2,0.11799999999993815,7.8400000000001455,-7.8400000000001455,2.2669999999998254,9.028999999999996,0.5738519165517841,2.285535489433814,0,2,0.11799999999993815,7.8400000000001455,-4.879000000000133,2.2669999999998254,24.730999999999995,0.5738519165517841,6.260225738087015,0,9,0.11799999999993815,19.858000000000175,-15.204000000000178,2.2669999999998254,24.730999999999995,0.5738519165517841,6.260225738087015,0,9,0.11799999999993815,21.414000000000215,-21.414000000000215,2.2669999999998254,30.6400000000001,0.5738519165517841,7.755987085640969,0,19,0.11799999999993815,29.463000000000193,-29.463000000000193,2.2669999999998254,33.830000000000155,0.5738519165517841,8.56348051916561,0,29,0.11799999999993815,33.3280000000002,-30.976000000000113,2.2669999999998254,34.91100000000006,0.5738519165517841,8.837117008707946,0,30,0.11799999999993815,34.330000000000155,-33.80100000000016
9817,9818,2020-09-30 09:00:00,-1,1883.628,3.517641390506895,9,2,2.104000000000042,1.375,0.5981280541211887,0.39088691749839266,0,1,1.8579999999999472,1.1860000000001492,0.16499999999996362,2.104000000000042,4.44600000000014,0.5981280541211887,1.2639150801439336,0,3,1.8579999999999472,3.145999999999958,-3.145999999999958,2.104000000000042,16.42800000000011,0.5981280541211887,4.6701747495735555,0,7,1.8579999999999472,11.882000000000062,-2.038000000000011,2.104000000000042,18.721000000000004,0.5981280541211887,5.322031987263571,0,12,1.8579999999999472,16.888000000000147,-11.754000000000133,2.104000000000042,18.721000000000004,0.5981280541211887,5.322031987263571,0,12,1.8579999999999472,16.888000000000147,-6.5620000000001255,2.104000000000042,18.721000000000004,0.5981280541211887,5.322031987263571,0,12,1.8579999999999472,16.888000000000147,-1.5720000000001164,2.104000000000042,18.721000000000004,0.5981280541211887,5.322031987263571,0,12,1.8579999999999472,16.888000000000147,-12.835000000000036
9818,9819,2020-09-30 09:30:00,-1,1881.728,3.458809862613559,9,2,0.0,6.346000000000004,0.0,1.834735140718263,0,2,-1.7349999999999,3.4020000000000437,-3.4020000000000437,0.0,6.346000000000004,0.0,1.834735140718263,0,2,-1.7349999999999,5.045999999999822,-2.283999999999878,0.0,18.327999999999975,0.0,5.298932502219391,0,6,-1.7349999999999,13.781999999999925,-6.057999999999993,0.0,20.620999999999867,0.0,5.961877298574068,0,11,-1.7349999999999,18.78800000000001,-16.09199999999987,0.0,20.620999999999867,0.0,5.961877298574068,0,11,-1.7349999999999,18.78800000000001,-6.833999999999833,0.0,20.620999999999867,0.0,5.961877298574068,0,11,-1.7349999999999,18.78800000000001,-6.8129999999998745,0.0,20.620999999999867,0.0,5.961877298574068,0,11,-1.7349999999999,18.78800000000001,-15.545999999999822
9904,9905,2020-10-02 06:30:00,1,1912.886,5.032259196114896,6,4,4.278999999999996,5.295000000000073,0.8503139113548751,1.0522113018518648,0,2,-0.1150000000000091,3.272999999999911,-3.272999999999911,4.278999999999996,7.4939999999999145,0.8503139113548751,1.4891919728192022,0,4,-0.1150000000000091,6.793999999999869,-6.793999999999869,4.278999999999996,7.4939999999999145,0.8503139113548751,1.4891919728192022,0,4,-0.1150000000000091,6.793999999999869,-4.316000000000031,4.278999999999996,14.683999999999969,0.8503139113548751,2.917973702812566,0,14,-0.1150000000000091,9.72199999999998,-9.72199999999998,4.278999999999996,14.683999999999969,0.8503139113548751,2.917973702812566,0,14,-0.1150000000000091,12.251999999999953,-10.427999999999884,4.278999999999996,14.683999999999969,0.8503139113548751,2.917973702812566,0,14,-0.1150000000000091,13.718000000000075,-11.253999999999905,4.278999999999996,25.753999999999905,0.8503139113548751,5.117780900451833,0,47,-0.1150000000000091,24.317999999999984,-19.192999999999984
9966,9967,2020-10-05 14:30:00,1,1914.956,4.055080136048648,14,0,3.7380000000000564,4.789999999999964,0.9218066905189299,1.1812343626499664,0,0,2.0140000000001237,0.849999999999909,-0.849999999999909,3.7380000000000564,4.789999999999964,0.9218066905189299,1.1812343626499664,0,0,2.0140000000001237,0.849999999999909,1.3780000000001564,3.7380000000000564,4.789999999999964,0.9218066905189299,1.1812343626499664,0,0,2.0140000000001237,2.369999999999891,-2.369999999999891,3.7380000000000564,4.789999999999964,0.9218066905189299,1.1812343626499664,0,0,2.0140000000001237,4.030999999999949,-2.286999999999807,3.7380000000000564,4.789999999999964,0.9218066905189299,1.1812343626499664,0,0,2.0140000000001237,4.030999999999949,-3.740000000000009,3.7380000000000564,6.5659999999998035,0.9218066905189299,1.6192035125593958,0,22,2.0140000000001237,4.925999999999931,-4.857999999999947,6.32100000000014,13.967999999999847,1.5587854710460667,3.4445681790176774,44,49,3.854000000000042,12.723999999999933,-9.38799999999992
10006,10007,2020-10-06 11:30:00,1,1916.265,2.634736886310376,11,1,3.020999999999958,3.798000000000002,1.1466040558723478,1.4415101635892882,1,1,1.5199999999999818,0.37400000000002365,-0.37400000000002365,5.011999999999944,4.383000000000038,1.9022772353631985,1.6635437195923912,4,4,2.5449999999998454,1.053000000000111,-1.053000000000111,5.011999999999944,15.277000000000044,1.9022772353631985,5.798301940272145,4,9,2.5449999999998454,14.03300000000013,-10.697000000000116,5.011999999999944,23.979000000000042,1.9022772353631985,9.10109852888562,4,14,2.5449999999998454,18.751000000000204,-18.751000000000204,5.011999999999944,41.45700000000011,1.9022772353631985,15.734778002085637,4,18,2.5449999999998454,38.08800000000019,-37.63700000000017,5.011999999999944,43.36700000000019,1.9022772353631985,16.45970807382225,4,26,2.5449999999998454,42.277000000000044,-34.36500000000001,5.011999999999944,43.36700000000019,1.9022772353631985,16.45970807382225,4,26,2.5449999999998454,42.277000000000044,-30.075000000000045
10007,10008,2020-10-06 12:00:00,1,1917.601,2.6064699658596373,12,1,1.6849999999999454,5.1340000000000146,0.6464682202636535,1.9697138533137768,0,0,1.2089999999998327,1.7100000000000364,1.2089999999998327,3.675999999999931,5.719000000000051,1.410336603969865,2.1941553422480635,3,3,1.2089999999998327,3.61200000000008,-3.61200000000008,3.675999999999931,16.613000000000056,1.410336603969865,6.373754625068522,3,8,1.2089999999998327,15.369000000000142,-13.62700000000018,3.675999999999931,27.291000000000167,1.410336603969865,10.470483204282521,3,14,1.2089999999998327,23.628000000000156,-23.628000000000156,3.675999999999931,42.79300000000012,1.410336603969865,16.41799083070831,3,17,1.2089999999998327,41.33900000000017,-41.33900000000017,3.675999999999931,44.7030000000002,1.410336603969865,17.150782700562118,3,25,1.2089999999998327,43.613000000000056,-34.58100000000013,3.675999999999931,44.7030000000002,1.410336603969865,17.150782700562118,3,25,1.2089999999998327,43.613000000000056,-34.25500000000011
10023,10024,2020-10-06 20:00:00,-1,1888.178,5.3602999502934505,20,1,13.370000000000118,1.1159999999999854,2.49426340391048,0.20819730432042144,1,0,10.001000000000204,-1.8500000000001364,9.550000000000182,13.370000000000118,1.1159999999999854,2.49426340391048,0.20819730432042144,1,0,11.916000000000167,-1.8500000000001364,9.988000000000056,15.2800000000002,1.1159999999999854,2.850586747326275,0.20819730432042144,9,0,14.190000000000055,-1.8500000000001364,8.5300000000002,15.2800000000002,1.1159999999999854,2.850586747326275,0.20819730432042144,9,0,14.190000000000055,-1.8500000000001364,5.113000000000056,15.2800000000002,6.337999999999965,2.850586747326275,1.1823965186226175,9,19,14.190000000000055,6.309999999999945,-6.309999999999945,15.2800000000002,9.88799999999992,2.850586747326275,1.8446728898927756,9,20,14.190000000000055,6.513999999999896,-0.4169999999999163,15.2800000000002,9.88799999999992,2.850586747326275,1.8446728898927756,9,20,14.190000000000055,6.513999999999896,0.6340000000000146
10024,10025,2020-10-06 20:30:00,-1,1886.394,5.3742785252724925,20,1,11.586000000000013,0.17399999999997817,2.155824255389251,0.03237643884323167,0,0,10.132000000000062,-7.766000000000076,10.132000000000062,11.586000000000013,0.17399999999997817,2.155824255389251,0.03237643884323167,0,0,10.132000000000062,-6.142000000000053,6.142000000000053,13.496000000000095,0.17399999999997817,2.51122079671444,0.03237643884323167,8,0,12.405999999999949,-5.445999999999913,5.960000000000036,13.496000000000095,0.17399999999997817,2.51122079671444,0.03237643884323167,8,0,12.405999999999949,-3.328999999999951,3.5599999999999454,13.496000000000095,11.672000000000025,2.51122079671444,2.171826403323266,8,19,12.405999999999949,8.298000000000002,-8.298000000000002,13.496000000000095,11.672000000000025,2.51122079671444,2.171826403323266,8,19,12.405999999999949,8.298000000000002,-0.41000000000008185,13.496000000000095,11.672000000000025,2.51122079671444,2.171826403323266,8,19,12.405999999999949,8.298000000000002,-0.7180000000000746
10025,10026,2020-10-06 22:00:00,-1,1879.315,5.8304014877530275,22,1,4.385999999999967,1.9239999999999782,0.7522638036527881,0.329994427320556,1,0,3.053000000000111,-0.6870000000001255,1.125,4.385999999999967,1.9239999999999782,0.7522638036527881,0.329994427320556,1,0,3.053000000000111,1.6330000000000382,-1.6330000000000382,6.417000000000144,2.875,1.1006103119106443,0.4931049784545787,7,9,5.326999999999998,1.9479999999998654,-1.9479999999998654,6.417000000000144,5.604000000000042,1.1006103119106443,0.9611687997424276,7,14,5.326999999999998,5.190000000000055,-5.190000000000055,6.417000000000144,18.750999999999976,1.1006103119106443,3.2160735481745366,7,18,5.326999999999998,15.376999999999953,-13.722999999999956,6.417000000000144,18.750999999999976,1.1006103119106443,3.2160735481745366,7,18,5.326999999999998,15.376999999999953,-10.572999999999865,6.417000000000144,18.750999999999976,1.1006103119106443,3.2160735481745366,7,18,5.326999999999998,15.376999999999953,-7.750999999999976
