level,n_touch,reject_rate,mean_atr_at_touch
.00,78033,0.7008957748644804,5.4393685914509735
.25,77985,0.7022376097967558,5.442077933605289
.50,77939,0.7023441409307278,5.443447125216803
.75,77973,0.7001910917881831,5.442408027235123
