ft,st,fast,slow,side,rise,win,exit,n,wr,pf1,net1,dd1,top10,pf2,net2
SMA,SMA,50,200,long,True,cash10-16,cross+3ATR,697,17.93400286944046,0.6221100120254295,-4743.502994726909,4964.484924245735,-76.40766758298767,0.5525884868673102,-6137.502994726909
SMA,SMA,50,200,both,False,all-day,cross,304,32.56578947368421,0.7840001584012026,-3272.7000000000216,4257.900000000009,-149.13068720017014,0.7506409556182397,-3880.7000000000216
SMA,SMA,50,200,both,False,all-day,cross+3ATR,1169,16.424294268605646,0.5954412835768482,-10861.043726101127,11022.660884951041,-46.69256590701973,0.5418103408817414,-13199.043726101127
SMA,SMA,50,200,both,False,cash10-16,cross,291,32.64604810996563,0.8451059916688961,-2257.100000000012,4175.1000000000095,-215.2496566390489,0.8102865314195593,-2839.100000000012
SMA,SMA,50,200,both,False,cash10-16,cross+3ATR,1123,16.829919857524487,0.6337248088826303,-9508.96862858396,9626.467506747473,-53.09829275093415,0.577699712715301,-11754.96862858396
SMA,SMA,50,200,both,True,all-day,cross,829,21.35102533172497,0.6651772350997878,-6152.000000000015,6490.100000000015,-71.11345903771117,0.6034546663891014,-7810.000000000015
SMA,SMA,50,200,both,True,all-day,cross+3ATR,1487,17.014122394082047,0.5451859093573369,-11923.911914812266,12089.630876202307,-37.61014029656733,0.48114965076087507,-14897.911914812266
SMA,SMA,50,200,both,True,cash10-16,cross,694,22.19020172910663,0.6795958623442797,-5457.7000000000135,5728.900000000014,-79.57198087106273,0.622406204150073,-6845.7000000000135
SMA,SMA,50,200,both,True,cash10-16,cross+3ATR,1307,17.29150726855394,0.5575777970657944,-10826.286579274567,10957.587259978207,-41.01960508325627,0.49585351018262963,-13440.286579274567
SMA,EMA,5,20,long,False,all-day,cross,1334,28.635682158920538,0.7541103022340205,-5502.19999999999,6078.399999999985,-38.015702809785225,0.6636961237502113,-8170.19999999999
SMA,EMA,5,20,long,False,all-day,cross+3ATR,2004,24.40119760479042,0.6155371094772236,-11319.454124031146,11477.92262602174,-18.704082165103646,0.528421636546559,-15327.454124031145
SMA,EMA,5,20,long,False,cash10-16,cross,1093,30.92406221408966,0.8075036371601491,-3559.199999999989,4213.899999999986,-57.88379411103634,0.7129882651506451,-5745.199999999989
SMA,EMA,5,20,long,False,cash10-16,cross+3ATR,1593,26.490897677338353,0.6732954085369778,-7741.588117114533,7871.150409355678,-26.702531428015206,0.5808445139950839,-10927.588117114534
SMA,EMA,5,20,long,True,all-day,cross,1975,23.29113924050633,0.6732113486842105,-8265.400000000001,8675.0,-24.792508529532753,0.569132331829549,-12215.400000000001
SMA,EMA,5,20,long,True,all-day,cross+3ATR,2383,21.863197650020982,0.5905970461255481,-12318.404500940596,12494.11445073141,-16.692096771485264,0.4953460853755039,-17084.404500940596
SMA,EMA,5,20,long,True,cash10-16,cross,1533,25.83170254403131,0.7236438325421644,-5664.500000000002,6214.200000000002,-35.515932562450345,0.6169438874678062,-8730.500000000002
SMA,EMA,5,20,long,True,cash10-16,cross+3ATR,1836,24.074074074074073,0.6464068633273488,-8455.731237986358,8692.510185968396,-23.87493101638311,0.5462491324085893,-12127.731237986358
SMA,EMA,5,20,both,False,all-day,cross,2668,27.323838080959522,0.6919447430967351,-14010.99999999998,14113.599999999977,-19.269859396188714,0.6083690444139911,-19346.999999999978
SMA,EMA,5,20,both,False,all-day,cross+3ATR,4034,23.574615765989094,0.5696880073098175,-25783.308573837756,25870.124325833127,-10.53627385414967,0.4883580752862606,-33851.30857383775
SMA,EMA,5,20,both,False,cash10-16,cross,2098,28.97998093422307,0.7347211402153231,-10385.799999999985,10595.799999999983,-26.197307862658647,0.6541663306786327,-14581.799999999985
SMA,EMA,5,20,both,False,cash10-16,cross+3ATR,3387,24.71213463241807,0.6079311598652218,-20958.7104722923,21018.61047229235,-13.021793509710612,0.5269660121045637,-27732.7104722923
SMA,EMA,5,20,both,True,all-day,cross,3902,22.270630445925164,0.6231862845545116,-19308.499999999985,19424.39999999999,-13.416371028303594,0.5273784911672729,-27112.499999999985
SMA,EMA,5,20,both,True,all-day,cross+3ATR,4723,20.96125344060978,0.549963491186821,-27305.200200330855,27390.082052857237,-9.487203832948305,0.46128565890440437,-36751.20020033086
SMA,EMA,5,20,both,True,cash10-16,cross,3057,23.748773307163887,0.6480561752204126,-14845.799999999981,14949.299999999988,-17.260100499804665,0.552943434860507,-20959.79999999998
SMA,EMA,5,20,both,True,cash10-16,cross+3ATR,3694,22.550081212777474,0.5841725174544502,-20465.1983737146,20548.910202712083,-12.520767955472797,0.4935026822649232,-27853.1983737146
SMA,EMA,8,21,long,False,all-day,cross,1058,33.364839319470704,0.7856186119353784,-4161.3999999999805,4594.49999999998,-51.73979910607032,0.6987334846688783,-6277.3999999999805
SMA,EMA,8,21,long,False,all-day,cross+3ATR,1806,26.52270210409745,0.620160340847553,-10644.030418961505,10821.934140714717,-20.674499352048112,0.53583422438819,-14256.030418961505
SMA,EMA,8,21,long,False,cash10-16,cross,882,35.26077097505669,0.8266009310509159,-2838.299999999972,3283.5999999999767,-74.15001937779728,0.7374015748031508,-4602.299999999972
SMA,EMA,8,21,long,False,cash10-16,cross+3ATR,1455,28.31615120274914,0.6675152614285126,-7628.544705770692,7759.750422420778,-27.962082969591744,0.57943971042334,-10538.544705770692
SMA,EMA,8,21,long,True,all-day,cross,1810,24.806629834254142,0.6984429381080918,-6948.899999999995,7306.6999999999925,-28.977248197556474,0.5902510700328765,-10568.899999999994
SMA,EMA,8,21,long,True,all-day,cross+3ATR,2202,22.979109900090826,0.6112866198770658,-10676.52995725729,10818.79837599437,-18.860060413461127,0.5118847681317057,-15080.529957257288
SMA,EMA,8,21,long,True,cash10-16,cross,1398,27.467811158798284,0.7517391234710933,-4650.099999999992,5115.999999999994,-42.63779273564016,0.641716427605653,-7446.099999999992
SMA,EMA,8,21,long,True,cash10-16,cross+3ATR,1699,25.309005297233668,0.6668199944149772,-7338.434334621869,7509.9027533589515,-27.018024684718572,0.5634412890688275,-10736.43433462187
SMA,EMA,8,21,both,False,all-day,cross,2117,30.278696268304206,0.7122100109698135,-11333.399999999961,11370.999999999964,-24.718089893588935,0.6324898309926327,-15567.399999999961
SMA,EMA,8,21,both,False,all-day,cross+3ATR,3573,25.10495382031906,0.5761121523567729,-23621.187326605817,23627.881236168156,-12.060782384089258,0.49678624133513244,-30767.187326605814
SMA,EMA,8,21,both,False,cash10-16,cross,1691,31.87463039621526,0.7843400946664953,-7344.5999999999585,8293.299999999956,-38.94289682215525,0.7051827868920052,-10726.599999999959
SMA,EMA,8,21,both,False,cash10-16,cross+3ATR,3021,25.78616352201258,0.6359006378588211,-18163.61009516161,18298.245791657133,-16.019392536812266,0.55518792440843,-24205.61009516161
SMA,EMA,8,21,both,True,all-day,cross,3540,23.248587570621467,0.6261695788024371,-17539.599999999973,17632.399999999972,-14.349243996442349,0.530223061804721,-24619.599999999973
SMA,EMA,8,21,both,True,all-day,cross+3ATR,4305,21.765389082462253,0.5531860992864782,-24809.860255326596,24893.39504053087,-10.144353793607722,0.4638802635493366,-33419.860255326596
SMA,EMA,8,21,both,True,cash10-16,cross,2767,24.792193711601012,0.6612237471407784,-13033.399999999965,13149.699999999964,-19.34261205825038,0.5649451829149714,-18567.399999999965
SMA,EMA,8,21,both,True,cash10-16,cross+3ATR,3354,23.43470483005367,0.5948980428810365,-18176.737426496184,18291.837426496197,-13.86937567973636,0.5029299435328106,-24884.737426496184
SMA,EMA,10,30,long,False,all-day,cross,780,31.28205128205128,0.7519435637851765,-4170.299999999988,4512.399999999985,-58.576121621945816,0.6797140493650514,-5730.299999999988
SMA,EMA,10,30,long,False,all-day,cross+3ATR,1459,23.920493488690884,0.590834189989824,-10062.901999964268,10223.218747216924,-24.71652809506474,0.5163112148910666,-12980.901999964268
SMA,EMA,10,30,long,False,cash10-16,cross,660,33.939393939393945,0.7896126517183233,-3043.799999999982,3814.599999999983,-79.16748800841097,0.7156392545288682,-4363.799999999982
SMA,EMA,10,30,long,False,cash10-16,cross+3ATR,1177,26.253186066270178,0.6392084302931811,-7308.529330642671,7724.174313813594,-33.61004504286496,0.5609503697309658,-9662.529330642672
SMA,EMA,10,30,long,True,all-day,cross,1506,22.709163346613543,0.6748328340323556,-6783.799999999981,7018.399999999978,-30.81163949408894,0.578043695509839,-9795.799999999981
SMA,EMA,10,30,long,True,all-day,cross+3ATR,1882,21.04144527098831,0.5895623933081972,-10415.100902989267,10535.673272178363,-20.332016172711512,0.5003787759618086,-14179.100902989267
SMA,EMA,10,30,long,True,cash10-16,cross,1187,25.44229149115417,0.7289971789439196,-4630.299999999972,5223.799999999976,-43.95395546724858,0.6289466434988993,-7004.299999999972
SMA,EMA,10,30,long,True,cash10-16,cross+3ATR,1476,23.6449864498645,0.6475129178123555,-7245.138969739149,7633.286168580535,-28.468743092642992,0.5534296401900337,-10197.13896973915
SMA,EMA,10,30,both,False,all-day,cross,1561,28.251121076233183,0.6741369770328814,-11366.199999999977,11423.099999999973,-29.51998029244608,0.6098536971560756,-14488.199999999977
SMA,EMA,10,30,both,False,all-day,cross+3ATR,2917,22.523140212547137,0.544042111360379,-22840.883936684208,22852.596064457408,-15.149151011807621,0.47536363585646774,-28674.883936684208
SMA,EMA,10,30,both,False,cash10-16,cross,1269,29.944838455476752,0.7315540562886536,-8116.9999999999745,9345.299999999972,-41.756806701983606,0.6673171493247996,-10654.999999999975
SMA,EMA,10,30,both,False,cash10-16,cross+3ATR,2523,23.622671422909235,0.5925888425890058,-18429.61750881429,18521.677953918872,-19.147440245638784,0.5220267344518843,-23475.61750881429
SMA,EMA,10,30,both,True,all-day,cross,2866,21.2142358688067,0.6130576755045455,-16340.999999999975,16412.399999999976,-17.219876384554208,0.5282034840226572,-22072.999999999975
SMA,EMA,10,30,both,True,all-day,cross+3ATR,3604,19.83906770255272,0.540123944081332,-23375.75528429942,23447.15528429935,-12.154901372998157,0.4602627511016015,-30583.75528429942
SMA,EMA,10,30,both,True,cash10-16,cross,2256,22.5177304964539,0.6434134477825475,-12462.699999999957,12601.29999999996,-22.384395034783857,0.5588099223387782,-16974.699999999957
SMA,EMA,10,30,both,True,cash10-16,cross+3ATR,2839,21.415991546319127,0.5772981118403715,-17604.45996371477,17722.640682610752,-16.002194931320997,0.4955271772913348,-23282.45996371477
SMA,EMA,20,50,long,False,all-day,cross,478,34.51882845188285,0.8098225460911765,-2476.699999999997,2648.2999999999947,-129.57564501150736,0.7486637672245897,-3432.699999999997
SMA,EMA,20,50,long,False,all-day,cross+3ATR,1170,24.017094017094017,0.6081851535307945,-8539.80079945978,8675.139160966293,-38.187073405814026,0.5388254061518241,-10879.80079945978
SMA,EMA,20,50,long,False,cash10-16,cross,432,34.49074074074074,0.8289116304101046,-2034.599999999995,2267.599999999995,-157.73124938562896,0.7674534281084033,-2898.599999999995
SMA,EMA,20,50,long,False,cash10-16,cross+3ATR,998,25.150300601202403,0.6410276867814905,-6847.451123960895,6904.237599446843,-47.62502047789166,0.5703840676094748,-8843.451123960895
SMA,EMA,20,50,long,True,all-day,cross,1140,21.403508771929825,0.6618715456009644,-5836.299999999991,6084.099999999991,-42.631461713757076,0.574204548435328,-8116.299999999991
SMA,EMA,20,50,long,True,all-day,cross+3ATR,1485,18.98989898989899,0.5712813517031811,-9048.26246991739,9217.78425472253,-27.498097101760095,0.4891554710279659,-12018.26246991739
SMA,EMA,20,50,long,True,cash10-16,cross,924,22.943722943722943,0.6860637879686329,-4711.899999999986,4934.099999999987,-53.00621829835115,0.6009744644095433,-6559.899999999986
SMA,EMA,20,50,long,True,cash10-16,cross+3ATR,1213,20.362737015663644,0.6022087384490546,-7237.291490125869,7386.135973926987,-34.51014793873616,0.5200961678371924,-9663.29149012587
SMA,EMA,20,50,both,False,all-day,cross,957,31.765935214211076,0.7036967592418981,-7901.399999999995,8083.699999999991,-49.46465183385225,0.649349814232638,-9815.399999999994
SMA,EMA,20,50,both,False,all-day,cross+3ATR,2300,22.73913043478261,0.5579105837796318,-19125.0164728928,19191.96010668231,-20.63945934684438,0.49355209035944075,-23725.0164728928
SMA,EMA,20,50,both,False,cash10-16,cross,823,32.806804374240585,0.7639461056513631,-5632.599999999999,5975.999999999996,-69.33742854099349,0.7086380612698296,-7278.599999999999
SMA,EMA,20,50,both,False,cash10-16,cross+3ATR,2051,23.500731350560702,0.6054895832715448,-15571.21287412256,15606.852316227381,-25.331360067365765,0.5385353540367432,-19673.21287412256
SMA,EMA,20,50,both,True,all-day,cross,2107,20.550545799715238,0.6178941901016551,-12874.09999999998,13018.499999999978,-27.56852906222575,0.5389345478681786,-17088.09999999998
SMA,EMA,20,50,both,True,all-day,cross+3ATR,2772,18.57864357864358,0.5394086189877966,-18893.849910632587,19034.612924997,-19.086634100817097,0.4638076743562612,-24437.849910632587
SMA,EMA,20,50,both,True,cash10-16,cross,1694,21.251475796930343,0.6208781328565278,-11174.199999999972,11325.19999999997,-31.76245279304119,0.5471234555231088,-14562.199999999972
SMA,EMA,20,50,both,True,cash10-16,cross+3ATR,2269,19.435874834728956,0.5490697626442977,-16105.197982547037,16242.705480712568,-22.39152852332511,0.47607423569090573,-20643.197982547037
SMA,EMA,50,200,long,False,all-day,cross,157,35.6687898089172,0.9566354643829246,-326.600000000004,1669.8999999999996,-1186.8646662584054,0.9171730754312012,-640.600000000004
SMA,EMA,50,200,long,False,all-day,cross+3ATR,576,16.84027777777778,0.6873907558511924,-4120.185216387287,4763.762233400151,-99.23825714770156,0.6271303278936233,-5272.185216387287
SMA,EMA,50,200,long,False,cash10-16,cross,154,35.714285714285715,1.0507845525542736,354.3999999999978,1611.3000000000002,1100.8182844243859,1.006465547272347,46.39999999999782
SMA,EMA,50,200,long,False,cash10-16,cross+3ATR,520,18.076923076923077,0.7589145450810175,-2858.6297327426346,3551.4224895118714,-142.91812448477813,0.6932828293105125,-3898.6297327426346
SMA,EMA,50,200,long,True,all-day,cross,527,17.4573055028463,0.831886426309876,-1646.0000000000045,2181.9000000000033,-236.60388821385118,0.7469161261295036,-2700.0000000000045
SMA,EMA,50,200,long,True,all-day,cross+3ATR,789,14.44866920152091,0.6828452308595204,-4062.59123564937,4551.746154071471,-97.18920193970446,0.6019227977827498,-5640.59123564937
SMA,EMA,50,200,long,True,cash10-16,cross,421,19.95249406175772,0.9416245165129421,-490.50000000000455,1398.300000000002,-791.946992864417,0.8532876772659204,-1332.5000000000045
SMA,EMA,50,200,long,True,cash10-16,cross+3ATR,648,16.203703703703702,0.7706235253312312,-2521.8140636809285,2988.235580607098,-156.17329035953483,0.6841862201230317,-3817.8140636809285
SMA,EMA,50,200,both,False,all-day,cross,314,30.573248407643312,0.7606223857679881,-3616.9000000000087,4501.100000000005,-128.7566700765846,0.7269511073374366,-4244.900000000009
SMA,EMA,50,200,both,False,all-day,cross+3ATR,1139,17.208077260755047,0.589676362655201,-10708.435825763467,11291.167575933483,-45.314741377310696,0.5360435573310435,-12986.435825763467
SMA,EMA,50,200,both,False,cash10-16,cross,295,31.186440677966104,0.8155380141254671,-2619.600000000003,4561.300000000006,-177.92792792792773,0.7802742464384244,-3209.600000000003
SMA,EMA,50,200,both,False,cash10-16,cross+3ATR,1088,17.463235294117645,0.6257687112906807,-9478.847086823094,10085.095025718105,-51.21403431803879,0.5703828144116616,-11654.847086823094
SMA,EMA,50,200,both,True,all-day,cross,1007,16.683217477656406,0.6581685975957081,-6901.200000000012,7276.100000000011,-68.66052280762756,0.5925429956901473,-8915.200000000012
SMA,EMA,50,200,both,True,all-day,cross+3ATR,1507,14.001327140013272,0.5531142640428778,-11583.907079981844,11860.44292391813,-41.512763930143144,0.48832069874229095,-14597.907079981844
SMA,EMA,50,200,both,True,cash10-16,cross,811,17.13933415536375,0.679862343976183,-5860.6000000000095,6218.100000000009,-80.68115892570715,0.6193572017214537,-7482.6000000000095
SMA,EMA,50,200,both,True,cash10-16,cross+3ATR,1277,14.252153484729835,0.5735745238227205,-10030.142183457,10268.9640275128,-47.843788375351245,0.5107547559278702,-12584.142183457
EMA,SMA,5,20,long,False,all-day,cross,1468,31.40326975476839,0.7816819989020681,-5249.49999999999,6059.099999999985,-40.08762739308511,0.6861712936160753,-8185.49999999999
EMA,SMA,5,20,long,False,all-day,cross+3ATR,2166,25.992613111726687,0.6388941165349173,-11451.949202628555,11747.467432810554,-18.375911059027207,0.5485805276803459,-15783.949202628553
EMA,SMA,5,20,long,False,cash10-16,cross,1175,33.1063829787234,0.8454926891290534,-3037.99999999999,3976.7999999999865,-66.81369321922334,0.7465162449778417,-5387.99999999999
EMA,SMA,5,20,long,False,cash10-16,cross+3ATR,1714,27.82963827304551,0.7006730629570449,-7648.317265171329,7998.947091736232,-26.539171031035007,0.6053224231941282,-11076.317265171328
EMA,SMA,5,20,long,True,all-day,cross,1771,26.4257481648786,0.708940819775341,-7027.099999999985,7442.29999999998,-27.530560259566574,0.6053655440221049,-10569.099999999984
EMA,SMA,5,20,long,True,all-day,cross+3ATR,2319,23.5015092712376,0.5976166375778287,-12244.879691885426,12538.8276092066,-15.799256903128587,0.5037377970659963,-16882.879691885428
EMA,SMA,5,20,long,True,cash10-16,cross,1382,28.726483357452963,0.7665932569666155,-4525.499999999986,5056.699999999985,-40.654071373328996,0.6591668887610876,-7289.499999999986
EMA,SMA,5,20,long,True,cash10-16,cross+3ATR,1789,25.7126886528787,0.6562267628904369,-8264.470294921437,8587.143656150021,-22.261559838028163,0.5569574350994343,-11842.470294921437
EMA,SMA,5,20,both,False,all-day,cross,2936,29.427792915531338,0.7297192763068244,-13486.89999999998,14100.599999999973,-20.62371634697375,0.6420612967879835,-19358.89999999998
EMA,SMA,5,20,both,False,all-day,cross+3ATR,4372,24.130832570905763,0.6020729107276461,-25844.34955846169,26349.360071827163,-10.82132089907572,0.5172646514990026,-34588.34955846169
EMA,SMA,5,20,both,False,cash10-16,cross,2266,30.450132391879965,0.7815434832630773,-9209.099999999988,10102.699999999983,-30.26680131608954,0.6969320688134101,-13741.099999999988
EMA,SMA,5,20,both,False,cash10-16,cross+3ATR,3673,24.938742172610944,0.6426855856808309,-20589.711130669177,21200.704618564996,-13.619909391651854,0.5579282700357004,-27935.711130669177
EMA,SMA,5,20,both,True,all-day,cross,3518,25.04263786242183,0.6717995002241014,-16036.499999999975,16385.699999999968,-17.046113553456202,0.5742287769492105,-23072.49999999997
EMA,SMA,5,20,both,True,all-day,cross+3ATR,4610,22.386117136659436,0.5732812858273468,-25928.120623511317,26219.822938378922,-10.54299322227467,0.4830065490149235,-35148.12062351132
EMA,SMA,5,20,both,True,cash10-16,cross,2725,27.009174311926603,0.7143234437415726,-11249.399999999976,11668.399999999972,-23.503475740928454,0.6152203115675385,-16699.399999999976
EMA,SMA,5,20,both,True,cash10-16,cross+3ATR,3609,24.383485730119148,0.6182104940083778,-18667.96713896992,19020.216881900997,-14.163298983318722,0.5242378119077461,-25885.96713896992
EMA,SMA,8,21,long,False,all-day,cross,1299,33.25635103926097,0.7911145004902497,-4793.399999999996,5819.699999999991,-40.84157383068386,0.7007687854485392,-7391.399999999996
EMA,SMA,8,21,long,False,all-day,cross+3ATR,2048,25.78125,0.6372527206134508,-11261.36934398588,11737.195817904882,-17.842412753055306,0.5497873688646419,-15357.36934398588
EMA,SMA,8,21,long,False,cash10-16,cross,1066,34.61538461538461,0.8496976435603063,-2865.799999999994,4089.5999999999867,-65.70591108939924,0.7559358121636537,-4997.799999999994
EMA,SMA,8,21,long,False,cash10-16,cross+3ATR,1643,27.449786975045647,0.6984009920587002,-7625.641977013431,8132.3566444575345,-25.218860337227337,0.6059006615295636,-10911.64197701343
EMA,SMA,8,21,long,True,all-day,cross,1620,26.851851851851855,0.7193928385634807,-6364.8999999999905,6892.599999999986,-29.076654778551127,0.6169791080963607,-9604.89999999999
EMA,SMA,8,21,long,True,all-day,cross+3ATR,2168,23.75461254612546,0.6039190325577206,-11351.60217032776,11722.640803252378,-16.303425474490197,0.5098696814264279,-15687.60217032776
EMA,SMA,8,21,long,True,cash10-16,cross,1264,28.560126582278482,0.7607987438849847,-4478.89999999999,5122.999999999988,-39.344481904038965,0.6590780818185361,-7006.89999999999
EMA,SMA,8,21,long,True,cash10-16,cross+3ATR,1688,25.53317535545024,0.6490632685159287,-8180.354248784997,8528.364569160967,-21.54185437949379,0.5531039361301626,-11556.354248784997
EMA,SMA,8,21,both,False,all-day,cross,2598,30.98537336412625,0.7347865059529459,-12574.699999999993,13324.39999999998,-21.609263044048763,0.6518607184277342,-17770.69999999999
EMA,SMA,8,21,both,False,all-day,cross+3ATR,4114,24.42877977637336,0.5998678892567662,-25284.24674067778,25812.883618487092,-10.762037041911318,0.5176438488196036,-33512.24674067778
EMA,SMA,8,21,both,False,cash10-16,cross,2046,31.378299120234605,0.7748700839344681,-9197.299999999992,10347.199999999979,-30.460026312069854,0.6958538740050076,-13289.299999999992
EMA,SMA,8,21,both,False,cash10-16,cross+3ATR,3501,24.878606112539277,0.6334574291805134,-20813.089841126726,21390.065246516948,-13.599614577201901,0.5520197392156316,-27815.089841126726
EMA,SMA,8,21,both,True,all-day,cross,3253,25.207500768521363,0.6644857020913362,-15722.199999999983,16175.599999999966,-16.68786811006095,0.5706786260603535,-22228.199999999983
EMA,SMA,8,21,both,True,all-day,cross+3ATR,4356,22.58953168044077,0.5640397977470603,-25497.466663566833,25842.770220735412,-10.29004188776522,0.47618313615382013,-34209.46666356683
EMA,SMA,8,21,both,True,cash10-16,cross,2535,26.82445759368836,0.7046782630996343,-11285.099999999973,11756.799999999967,-22.356026973620136,0.6102095632133507,-16355.099999999973
EMA,SMA,8,21,both,True,cash10-16,cross+3ATR,3435,24.308588064046578,0.6079615663629679,-18705.864862796632,19031.83767681391,-13.48721386851082,0.5172111941481201,-25575.864862796632
EMA,SMA,10,30,long,False,all-day,cross,879,33.44709897610921,0.7756659973050776,-4278.6999999999825,4444.899999999981,-51.709631430107486,0.7020737918509167,-6036.6999999999825
EMA,SMA,10,30,long,False,all-day,cross+3ATR,1546,24.579560155239328,0.6221883029181048,-10092.291896826333,10213.773663262771,-22.194165833673217,0.546463860615465,-13184.291896826333
EMA,SMA,10,30,long,False,cash10-16,cross,743,34.05114401076716,0.8061827324407685,-3129.7999999999774,3518.199999999979,-69.94057128251058,0.7307943543683668,-4615.799999999977
EMA,SMA,10,30,long,False,cash10-16,cross+3ATR,1252,26.038338658146966,0.6600909899393159,-7475.680063455556,7600.314567582852,-29.64813878050705,0.5818764863375105,-9979.680063455555
EMA,SMA,10,30,long,True,all-day,cross,1291,24.864446165762974,0.7035747839881716,-5773.799999999991,5923.59999999999,-35.15882088052934,0.6101905241747376,-8355.799999999992
EMA,SMA,10,30,long,True,all-day,cross+3ATR,1769,22.55511588468061,0.5958627602531231,-10134.51535153573,10275.656432887912,-20.03055824166653,0.5089585936849351,-13672.51535153573
EMA,SMA,10,30,long,True,cash10-16,cross,1013,26.94965449160908,0.7344976002477173,-4287.199999999983,4644.999999999986,-46.61317409964563,0.642157529587812,-6313.199999999983
EMA,SMA,10,30,long,True,cash10-16,cross+3ATR,1396,23.853868194842406,0.6297472078086951,-7620.391850324426,7797.8727210334055,-26.22437322452022,0.5418712701930676,-10412.391850324426
EMA,SMA,10,30,both,False,all-day,cross,1758,30.37542662116041,0.7034992924224888,-11523.499999999965,11607.599999999966,-24.333752766086747,0.6362209257324206,-15039.499999999967
EMA,SMA,10,30,both,False,all-day,cross+3ATR,3096,22.9328165374677,0.5706468608412207,-23009.060856409385,23058.467341939493,-12.306021604576955,0.5000277298482805,-29201.060856409385
EMA,SMA,10,30,both,False,cash10-16,cross,1400,31.5,0.7631883281697948,-7781.299999999972,8882.899999999965,-35.66756197550548,0.6960296234160583,-10581.299999999972
EMA,SMA,10,30,both,False,cash10-16,cross+3ATR,2636,24.279210925644918,0.6213187277128425,-17976.121888690053,18185.9904912636,-15.591794589262447,0.5485996324792471,-23248.121888690053
EMA,SMA,10,30,both,True,all-day,cross,2514,23.070803500397773,0.6352086199684517,-14476.599999999977,14535.699999999975,-18.199715402787966,0.552562637927317,-19504.599999999977
EMA,SMA,10,30,both,True,all-day,cross+3ATR,3480,20.833333333333336,0.5429127113715165,-23169.04295518512,23203.731616202786,-11.371639325354028,0.46442058573865025,-30129.04295518512
EMA,SMA,10,30,both,True,cash10-16,cross,1974,24.51874366767984,0.6520770932145683,-11546.099999999968,11683.699999999968,-22.67605511817848,0.5719187827917661,-15494.099999999968
EMA,SMA,10,30,both,True,cash10-16,cross+3ATR,2779,22.16624685138539,0.5660995775063181,-18330.064596693846,18414.59233351054,-14.283637606341207,0.4875385559071181,-23888.064596693846
EMA,SMA,20,50,long,False,all-day,cross,546,32.6007326007326,0.7530246781689018,-3698.899999999987,4142.099999999985,-72.27283787071853,0.6951830148944163,-4790.899999999987
EMA,SMA,20,50,long,False,all-day,cross+3ATR,1197,22.47284878863826,0.5890670122524357,-9224.430968400993,9501.298648482165,-30.087492762505867,0.5223633420723935,-11618.430968400993
EMA,SMA,20,50,long,False,cash10-16,cross,486,34.36213991769547,0.7911415386943049,-2760.8999999999805,3481.29999999998,-96.82712159078623,0.7307001406774171,-3732.8999999999805
EMA,SMA,20,50,long,False,cash10-16,cross+3ATR,1008,25.0,0.6339147387282489,-7066.973341276311,7409.726910796841,-39.27282396538312,0.5640202095691518,-9082.97334127631
EMA,SMA,20,50,long,True,all-day,cross,952,22.163865546218485,0.6326623046743507,-6001.599999999986,6500.299999999981,-40.24593441748875,0.5567889399061512,-7905.599999999986
EMA,SMA,20,50,long,True,all-day,cross+3ATR,1424,18.75,0.5224510440830027,-10359.898650146732,10723.899164733975,-23.343857712022558,0.450449388701031,-13207.898650146732
EMA,SMA,20,50,long,True,cash10-16,cross,773,25.097024579560156,0.7047813194959243,-3982.4999999999754,4520.699999999975,-60.22096672944166,0.6229239845854802,-5528.499999999975
EMA,SMA,20,50,long,True,cash10-16,cross+3ATR,1139,21.422300263388937,0.5930801668325828,-7204.526381305596,7491.541908297819,-33.33043524180751,0.5140611484383232,-9482.526381305597
EMA,SMA,20,50,both,False,all-day,cross,1092,29.212454212454215,0.674691200433691,-10321.299999999974,10601.09999999997,-34.821195004505334,0.6243142886326634,-12505.299999999974
EMA,SMA,20,50,both,False,all-day,cross+3ATR,2424,20.503300330033003,0.5408685197264528,-21421.610443992635,21646.618708413618,-17.72415762076728,0.4804137563379253,-26269.610443992635
EMA,SMA,20,50,both,False,cash10-16,cross,922,30.80260303687636,0.7239465827627518,-7720.799999999971,8444.399999999969,-46.13770593720876,0.6730362966356055,-9564.79999999997
EMA,SMA,20,50,both,False,cash10-16,cross+3ATR,2134,22.164948453608247,0.5873643411515083,-17553.114116886918,17654.22537697737,-21.41671258425522,0.5245479969717127,-21821.114116886918
EMA,SMA,20,50,both,True,all-day,cross,1862,21.374865735767994,0.5994177645430122,-13223.499999999982,13396.699999999975,-25.664914735130672,0.5288932500875639,-16947.499999999978
EMA,SMA,20,50,both,True,all-day,cross+3ATR,2781,18.230852211434737,0.5021714712898163,-21571.911561926576,21677.46455830856,-16.142751141934486,0.4339614903584766,-27133.911561926576
EMA,SMA,20,50,both,True,cash10-16,cross,1520,23.026315789473685,0.6314190419936837,-10420.99999999997,10648.79999999997,-32.77804433355733,0.560637908974594,-13460.99999999997
EMA,SMA,20,50,both,True,cash10-16,cross+3ATR,2281,20.078912757562474,0.5395770578276415,-17011.712727346734,17204.522082312884,-20.590519344763948,0.4691026011120241,-21573.712727346734
EMA,SMA,50,200,long,False,all-day,cross,162,30.246913580246915,0.8932789432789419,-824.1000000000113,1642.5999999999995,-486.5550297293949,0.8555485656768985,-1148.1000000000113
