t_ms,dir,entry,pnl_usd,pnl_R,tag,hold_min,year,S
1724151738453,-1,2517.004,17.004,2.1265632816408204,TP,1361.7616,2024-25,25.0
1724239330364,1,2507.725,-7.737,-1.0015533980582525,SL,689.4102333333333,2024-25,25.0
1724292936510,1,2507.695,-7.71,-1.0019493177387915,SL,322.5795,2024-25,25.0
1724318493673,-1,2492.058,17.058,2.147821707378494,TP,56.131033333333335,2024-25,25.0
1724324507070,1,2483.052,-8.054,-1.0002483854942872,SL,31.909066666666668,2024-25,25.0
1724407240472,1,2507.745,17.255,2.2278889606197545,TP,3963.4312,2024-25,25.0
1724665812013,-1,2517.285,-7.73,-1.0019442644199612,SL,1722.2479666666666,2024-25,25.0
1724795500526,-1,2517.125,17.125,2.1746031746031744,TP,611.8925833333333,2024-25,25.0
1724837374678,1,2508.092,-8.168,-1.009391992090954,SL,11.3107,2024-25,25.0
1724839968385,1,2507.695,-7.701,-1.0007797270955165,SL,128.23011666666667,2024-25,25.0
1724856663122,1,2507.705,17.295,2.244646333549643,TP,1218.1024833333333,2024-25,25.0
1724964151761,-1,2517.318,-7.727,-1.0058578495183546,SL,460.06576666666666,2024-25,25.0
1725000044601,-1,2517.018,-8.017,-1.0043848659483838,SL,109.55,2024-25,25.0
1725229802190,-1,2492.374,-7.771,-1.0190138998164175,SL,223.71593333333334,2024-25,25.0
1725311505340,-1,2492.295,-7.98,-1.035691109669046,SL,367.4302666666667,2024-25,25.0
1725349485957,-1,2492.095,-8.267,-1.0457938013915244,SL,28.92165,2024-25,25.0
1725352363172,-1,2492.305,17.305,2.248862897985705,TP,107.3005,2024-25,25.0
1725359955986,1,2482.815,-7.84,-1.0031989763275753,SL,1095.0787833333334,2024-25,25.0
1725429165161,1,2482.725,17.275,2.236245954692557,TP,297.27958333333333,2024-25,25.0
1725464279985,-1,2492.275,-7.727,-1.0002588996763755,SL,611.5837333333334,2024-25,25.0
1725508017552,1,2507.715,17.285,2.240440699935191,TP,1724.1273,2024-25,25.0
1725613441940,-1,2517.158,17.158,2.1879622545269064,TP,180.13111666666666,2024-25,25.0
1725625281416,-1,2492.285,-7.777,-1.0080362929358393,SL,3564.9597833333332,2024-25,25.0
1725846109963,-1,2492.265,-7.74,-1.0006464124111183,SL,397.88503333333335,2024-25,25.0
1725911091877,1,2507.835,17.165,2.190810465858328,TP,1826.8873833333334,2024-25,25.0
1726043001138,-1,2517.338,-7.707,-1.0058731401722787,SL,1451.6863333333333,2024-25,25.0
1726130755340,1,2532.862,-8.012,-1.0190791147290765,SL,14.215066666666667,2024-25,25.0
1726132042555,1,2532.762,17.238,2.2208193764493687,TP,38.16801666666667,2024-25,25.0
1726136208172,-1,2542.028,-7.977,-1.000627195183141,SL,20.694333333333333,2024-25,25.0
1726152885583,1,2557.902,17.098,2.1637560111364214,TP,1083.94785,2024-25,25.0
1726220496204,1,2582.746,-7.878,-1.0170410534469403,SL,20.064766666666667,2024-25,25.0
1726228692193,1,2582.715,-3.24,-0.4199611147116008,TIME,4319.927716666667,2024-25,25.0
1726539348508,1,2582.705,-7.781,-1.009863724853991,SL,186.82971666666666,2024-25,25.0
1726572597339,-1,2567.285,-7.72,-1.000648088139987,SL,511.60661666666664,2024-25,25.0
1726621602096,-1,2567.345,-7.69,-1.0045721750489875,SL,322.6082166666667,2024-25,25.0
1726667429945,-1,2567.258,-8.048,-1.0395246706277448,SL,9.527233333333333,2024-25,25.0
1726668011933,1,2584.292,-9.544,-1.0271201033146793,SL,1.6316,2024-25,25.0
1726668194203,1,2582.972,-8.058,-1.010787757150025,SL,47.346516666666666,2024-25,25.0
1726671153554,1,2582.852,-7.857,-1.000636780438105,SL,7.4864,2024-25,25.0
1726671685682,-1,2566.288,16.288,1.8696051423324151,TP,47.2065,2024-25,25.0
1726676263598,1,2557.772,17.228,2.216675244467319,TP,582.5361166666667,2024-25,25.0
1726717749022,1,2582.705,-7.811,-1.0137573004542504,SL,300.20335,2024-25,25.0
1726737016395,1,2582.705,-7.827,-1.0158338741077222,SL,33.158033333333336,2024-25,25.0
1726742070728,1,2582.756,17.244,2.223310985043837,TP,960.4254,2024-25,25.0
1726801605303,1,2607.695,17.305,2.248862897985705,TP,551.3403666666667,2024-25,25.0
1727038840767,-1,2617.195,-7.86,-1.0070467648942985,SL,95.41686666666666,2024-25,25.0
1727062495144,-1,2617.268,-7.737,-1.0006466632177962,SL,236.90386666666666,2024-25,25.0
1727085260284,1,2632.675,-8.267,-1.0771335504885993,SL,605.9060166666667,2024-25,25.0
1727134262615,1,2632.682,-7.787,-1.0136683155428274,SL,149.0935,2024-25,25.0
1727158017389,1,2632.705,-7.73,-1.0032446463335496,SL,94.72155,2024-25,25.0
1727168269705,1,2632.705,17.295,2.244646333549643,TP,196.56341666666665,2024-25,25.0
1727188806350,1,2657.735,-7.863,-1.0165481577246283,SL,1326.8392,2024-25,25.0
