t_ms,dir,entry,pnl_usd,pnl_R,tag,hold_min,year,S
1755688233213,-1,3342.229,-8.256,-1.062411530047613,SL,409.46485,2025-26,25.0
1755721566112,-1,3342.225,17.225,2.215434083601286,TP,2165.9746833333334,2025-26,25.0
1755855438132,1,3332.745,17.255,2.2278889606197545,TP,24.988733333333332,2025-26,25.0
1755857402451,1,3358.645,16.355,1.891844997108155,TP,37.739716666666666,2025-26,25.0
1755863982099,-1,3367.195,-7.84,-1.0044843049327354,SL,98.4877,2025-26,25.0
1756059084948,-1,3367.115,-7.887,-1.0002536461636018,SL,995.8148166666666,2025-26,25.0
1756136568972,-1,3367.235,-7.767,-1.0002575660012878,SL,273.50331666666665,2025-26,25.0
1756154630108,1,3382.762,-7.807,-1.0057974748776088,SL,26.0915,2025-26,25.0
1756178503563,-1,3367.198,-7.807,-1.0006408613176108,SL,17.319133333333333,2025-26,25.0
1756190248004,-1,3367.125,-7.976,-1.0128253968253969,SL,29.538066666666666,2025-26,25.0
1756207418592,1,3382.905,-7.977,-1.0091081593927893,SL,799.1095166666667,2025-26,25.0
1756267326283,1,3382.755,-7.76,-1.0006447453255964,SL,149.89925,2025-26,25.0
1756283314442,1,3382.742,17.258,2.2291397571686904,TP,1219.6305666666667,2025-26,25.0
1756366390987,1,3407.805,-7.82,-1.0019218449711724,SL,75.8509,2025-26,25.0
1756374170221,1,3407.795,17.205,2.207184092366902,TP,1438.6463333333334,2025-26,25.0
1756461909901,1,3433.165,16.835,2.061849357011635,TP,196.33973333333333,2025-26,25.0
1756475366679,-1,3442.148,-7.857,-1.000636780438105,SL,117.05726666666666,2025-26,25.0
1756663757580,-1,3441.825,-8.227,-1.006360856269113,SL,21.6968,2025-26,25.0
1756674273634,-1,3442.065,-7.95,-1.001890359168242,SL,43.30413333333333,2025-26,25.0
1756677553959,1,3457.995,17.005,2.1269543464665417,TP,44.061083333333336,2025-26,25.0
1756681041217,1,3482.852,-7.904,-1.0066225165562914,SL,11.571016666666667,2025-26,25.0
1756690558671,1,3482.885,-7.9,-1.0019023462270134,SL,4.4983,2025-26,25.0
1756692821692,1,3482.865,-7.88,-1.0019071837253655,SL,58.590316666666666,2025-26,25.0
1756706153515,-1,3467.168,-7.857,-1.0031920326864148,SL,190.4413,2025-26,25.0
1756757023756,1,3482.975,17.025,2.134796238244514,TP,100.07611666666666,2025-26,25.0
1756763376376,-1,3491.478,-8.587,-1.007627317531096,SL,17.930716666666665,2025-26,25.0
1756765324829,-1,3492.015,17.015,2.1308703819661865,TP,331.61595,2025-26,25.0
1756793445036,1,3482.925,-8.027,-1.012870662460568,SL,149.20203333333333,2025-26,25.0
1756803140976,1,3482.835,17.165,2.190810465858328,TP,91.99473333333333,2025-26,25.0
1756809724018,1,3507.835,17.165,2.190810465858328,TP,92.37971666666667,2025-26,25.0
1756825584276,1,3532.895,17.105,2.1665611146295123,TP,1069.75875,2025-26,25.0
1756890897288,1,3557.985,-8.017,-1.0040075140889166,SL,27.8412,2025-26,25.0
1756893609359,1,3558.315,16.685,2.006614552014432,TP,226.73746666666668,2025-26,25.0
1756910199702,-1,3566.985,16.985,2.119151590767311,TP,414.74585,2025-26,25.0
1756937323439,-1,3542.175,17.175,2.194888178913738,TP,62.7198,2025-26,25.0
1756941149739,-1,3517.045,-8.2,-1.0307982401005658,SL,9.270366666666666,2025-26,25.0
1756944498464,1,3532.875,-7.927,-1.0066031746031745,SL,112.81031666666667,2025-26,25.0
1756952027276,1,3532.845,17.155,2.186743148502231,TP,361.22993333333335,2025-26,25.0
1756974997461,-1,3542.005,-8.047,-1.0065040650406505,SL,40.624116666666666,2025-26,25.0
1756978665492,1,3557.845,-7.86,-1.0019120458891013,SL,4.7435,2025-26,25.0
1756980000560,-1,3540.285,-9.73,-1.0015440041173442,SL,102.0754,2025-26,25.0
1757009403786,-1,3541.845,-8.21,-1.0067443286327407,SL,86.87278333333333,2025-26,25.0
1757028765980,1,3557.982,-8.037,-1.0068905036331746,SL,167.61008333333334,2025-26,25.0
1757061001396,1,3562.582,12.418,0.986965506278811,TP,1.7684666666666666,2025-26,25.0
1757061188764,1,3584.375,-9.38,-1.0005333333333333,SL,1.1642833333333333,2025-26,25.0
1757061495121,1,3583.085,-8.11,-1.0030921459492887,SL,8.8948,2025-26,25.0
1757062802135,1,3583.235,-8.31,-1.0091074681238617,SL,5.1309,2025-26,25.0
1757063830706,1,3582.965,-8.05,-1.0106716886377902,SL,3.5787,2025-26,25.0
1757069157693,1,3582.915,17.085,2.158559696778269,TP,3858.633533333333,2025-26,25.0
1757301466400,1,3607.935,17.065,2.15059861373661,TP,338.63421666666665,2025-26,25.0
1757324704360,1,3632.865,17.135,2.178639542275906,TP,743.9633,2025-26,25.0
1757381965106,1,3657.935,-8.046,-1.0139886578449906,SL,25.599116666666667,2025-26,25.0
1757383539837,-1,3641.968,-8.057,-1.003112549800797,SL,38.22898333333333,2025-26,25.0
1757390180443,-1,3642.205,-7.91,-1.0147530468248878,SL,46.5015,2025-26,25.0
1757409914465,1,3657.822,-7.837,-1.0019176681155715,SL,42.1491,2025-26,25.0
