t_ms,dir,entry,pnl_usd,pnl_R,tag,hold_min,year,S
1756461604655,1,3430.402,44.583,1.4664495756858102,TIME,4319.9624,2025-26,100.0
1756819850104,1,3530.355,65.77,2.166694119584912,TIME,4319.319916666666,2025-26,100.0
1757322608725,1,3630.355,4.67,0.15384615384615385,TIME,4319.9992,2025-26,100.0
1758078992486,-1,3669.898,-31.297,-1.039698358913029,SL,647.8427833333334,2025-26,100.0
1758119832205,-1,3669.758,-15.244,-0.5040671913233252,TIME,3020.1966666666667,2025-26,100.0
1758540490902,1,3730.335,0.77,0.02538322070215922,TIME,4319.756616666667,2025-26,100.0
1759132642142,1,3830.405,-30.946,-1.0177931261305706,SL,1275.4933166666667,2025-26,100.0
1759226715372,1,3830.322,50.086,1.6518039707143328,TIME,4319.944883333334,2025-26,100.0
1759708012179,1,3930.335,69.665,2.2965221691115874,TP,2773.12385,2025-26,100.0
1759886108523,1,4030.595,-30.697,-1.0033338780846544,SL,2119.79895,2025-26,100.0
1760014485666,-1,3969.545,-30.557,-1.0033492037432277,SL,978.3554166666667,2025-26,100.0
1760292109835,1,4031.002,68.998,2.2255983484936457,TP,1006.0610833333334,2025-26,100.0
1760384198141,1,4130.552,-31.013,-1.015089028541503,SL,405.8643333333333,2025-26,100.0
1760414555173,1,4130.302,-30.567,-1.0087452973401096,SL,298.40135,2025-26,100.0
1760436061348,1,4130.415,69.585,2.287851389117212,TP,1018.1297166666667,2025-26,100.0
1760505678347,-1,4166.951,-33.101,-1.0015734212835488,SL,50.947116666666666,2025-26,100.0
1760564486784,1,4230.016,69.984,2.331556503198294,TP,1092.1278166666666,2025-26,100.0
1760633661043,1,4330.335,-30.42,-1.0028020438437448,SL,288.86136666666664,2025-26,100.0
1760652596584,1,4330.725,-30.79,-1.0021155410903173,SL,582.0189333333333,2025-26,100.0
1760693735501,-1,4268.084,68.084,2.133224714876551,TP,207.00701666666666,2025-26,100.0
1760709814782,1,4230.355,69.645,2.2943501894251357,TP,3989.544083333333,2025-26,100.0
1760955628988,1,4330.315,-30.37,-1.0018142833580737,SL,1035.02105,2025-26,100.0
1761019700355,-1,4268.875,68.875,2.21285140562249,TP,293.2857833333333,2025-26,100.0
1761040146428,-1,4169.095,69.095,2.2357223750202233,TP,54.618716666666664,2025-26,100.0
1761044349171,1,4130.545,-30.882,-1.0110329022753315,SL,148.34901666666667,2025-26,100.0
1761064510620,1,4130.485,-31.067,-1.0190913564047892,SL,200.72608333333332,2025-26,100.0
1761076938834,-1,4067.475,-32.757,-1.0071329746348963,SL,61.78971666666666,2025-26,100.0
1761089711596,1,4130.505,-31.83,-1.0434355023766595,SL,274.76748333333336,2025-26,100.0
