t_ms,dir,entry,pnl_usd,pnl_R,tag,hold_min,year,S
1769682724163,-1,5172.565,-78.17,-1.0094918318589785,SL,33.4641,2025-26,250.0
1769688967504,1,5325.842,-76.144,-1.003981962500989,SL,536.1359,2025-26,250.0
1769721432035,-1,5173.145,173.145,2.2528787977359963,TP,445.7596,2025-26,250.0
1769750816648,1,5077.075,-77.607,-1.0069023678235485,SL,202.75776666666667,2025-26,250.0
1769764935898,1,5077.302,-78.163,-1.0111381335541125,SL,39.04463333333333,2025-26,250.0
1769775140556,-1,4920.935,170.935,2.1619553531904128,TP,68.21213333333333,2025-26,250.0
1769780848008,1,4827.425,-84.927,-1.0968937681627382,SL,3144.045,2025-26,250.0
1769973104976,1,4825.372,-75.897,-1.0069654513612483,SL,48.28431666666667,2025-26,250.0
1769976564871,-1,4670.995,-79.097,-1.001164483260553,SL,42.34715,2025-26,250.0
1769984136184,-1,4669.669,169.669,2.1121235886519525,TP,185.49016666666665,2025-26,250.0
1769996284239,-1,4423.448,-76.774,-1.0028999895495871,SL,17.728766666666665,2025-26,250.0
1770000031142,1,4576.112,173.888,2.2846331721673323,TP,214.61393333333334,2025-26,250.0
1770021684326,-1,4673.458,-76.614,-1.0009406600297877,SL,52.23575,2025-26,250.0
1770028113173,-1,4673.618,-77.117,-1.009622685973135,SL,475.06098333333335,2025-26,250.0
1770060369021,1,4826.215,-76.31,-1.0012464737912485,SL,138.9465,2025-26,250.0
1770073549034,1,4825.535,174.465,2.309723969020984,TP,1243.26115,2025-26,250.0
1770162421846,1,5077.055,-78.066,-1.0131204983453377,SL,590.69735,2025-26,250.0
1770201178569,-1,4924.125,-75.977,-1.00134431630972,SL,449.81243333333333,2025-26,250.0
1770239538355,-1,4924.305,174.305,2.3027280533720855,TP,1276.1009166666668,2025-26,250.0
1770318950243,-1,4673.805,-77.127,-1.0122317737384343,SL,22.167183333333334,2025-26,250.0
1770327024755,1,4825.795,174.205,2.298370604921169,TP,4134.85025,2025-26,250.0
1770636194090,1,5075.322,-77.024,-1.0225963198003238,SL,409.0045166666667,2025-26,250.0
1770715866721,1,5075.482,-76.177,-1.0092074931771813,SL,67.70056666666666,2025-26,250.0
1770787475776,1,5075.205,-78.21,-1.0399574496376571,SL,1788.6533,2025-26,250.0
1770895058646,-1,4923.848,-78.414,-1.029703750393949,SL,1272.72285,2025-26,250.0
1771272198014,-1,4923.858,-76.197,-1.00072233458538,SL,2278.6437,2025-26,250.0
1771591924782,1,5075.435,127.15,1.685557102140916,TIME,4318.455016666667,2025-26,250.0
1772388015012,1,5379.702,-130.287,-1.0045103390849794,SL,2065.3561666666665,2025-26,250.0
1772518164645,-1,5172.788,172.788,2.237838677925711,TP,247.78985,2025-26,250.0
1772534926037,1,5076.432,71.083,0.930016223571279,TIME,4319.939433333333,2025-26,250.0
1773820730342,-1,4924.575,174.575,2.3145508783559827,TP,1134.5747166666667,2025-26,250.0
1773901234899,-1,4673.695,173.695,2.2763252735731605,TP,1954.6259333333333,2025-26,250.0
1774210518569,-1,4424.395,174.395,2.3066596124594936,TP,373.98768333333334,2025-26,250.0
1774249542957,1,4327.195,172.805,2.238551719670963,TP,197.75526666666667,2025-26,250.0
1774265808510,-1,4424.555,-75.457,-1.0001590562661542,SL,1900.05875,2025-26,250.0
1774386572651,1,4575.585,-75.59,-1.0000661506912747,SL,1080.6413333333333,2025-26,250.0
1774490804931,-1,4424.535,-75.747,-1.0037368316438084,SL,1966.1598833333333,2025-26,250.0
1774814923674,-1,4424.685,-75.32,-1.000066387837748,SL,177.9987,2025-26,250.0
1774857033441,1,4575.465,-75.527,-1.0008215729145962,SL,428.8582666666667,2025-26,250.0
1774905828187,1,4575.785,174.215,2.2988058322887115,TP,2047.5706166666666,2025-26,250.0
1775079070174,-1,4674.055,-3.14,-0.041345710711699256,TIME,1167.2832166666667,2025-26,250.0
1775588622987,1,4825.862,-76.337,-1.0062613693285176,SL,944.4664333333334,2025-26,250.0
1776016819033,-1,4634.998,-115.257,-1.0022173527416915,SL,1167.3159166666667,2025-26,250.0
1776172014579,1,4827.775,39.55,0.5085181613629058,TIME,4319.594833333334,2025-26,250.0
1776677386868,1,4825.615,-75.73,-1.0015208622627785,SL,1510.59895,2025-26,250.0
1776786220725,-1,4674.555,-75.47,-1.0003313672211545,SL,347.80148333333335,2025-26,250.0
1776951866319,-1,4674.518,-38.177,-0.5057762115471238,TIME,1635.5367166666667,2025-26,250.0
1778582003730,-1,4674.695,117.37,1.5585950468096408,TIME,4319.366266666667,2025-26,250.0
1779094150886,1,4575.385,-75.42,-1.000464283345493,SL,1477.1113333333333,2025-26,250.0
1779649849027,1,4575.752,-75.854,-1.001346499102334,SL,2466.233366666667,2025-26,250.0
1779872773688,-1,4424.705,-75.337,-1.0005578059632114,SL,1634.5343166666667,2025-26,250.0
1780052624803,1,4575.385,-75.39,-1.0000663261922134,SL,3879.766383333333,2025-26,250.0
1780510573430,-1,4424.314,-76.351,-1.0087863012974658,SL,811.1558,2025-26,250.0
1780649559553,-1,4422.595,92.76,1.1983721981784123,TIME,4319.326266666667,2025-26,250.0
1781044427424,-1,4174.295,-46.407,-0.6129978204874182,TIME,3986.1810666666665,2025-26,250.0
1781475192527,1,4325.405,-75.537,-1.0017505470459518,SL,3904.288666666667,2025-26,250.0
1781730170755,1,4325.345,-75.43,-1.0011281438715243,SL,598.6005,2025-26,250.0
1781823054653,-1,4174.575,-15.2,-0.20152469340404375,TIME,4319.841433333333,2025-26,250.0
1782467845465,1,4075.655,-43.17,-0.57061661489657,TIME,4319.688216666666,2025-26,250.0
1782898814769,1,4075.885,99.28,1.3082954470580483,TIME,3078.6770833333335,2025-26,250.0
1784017806536,1,4077.135,-77.29,-1.0020094639268815,SL,2895.2239,2025-26,250.0
1784601327750,1,4075.505,-40.5,-0.5363883186543937,TIME,4319.7576,2025-26,250.0
1785333605111,1,4075.115,-31.5,-0.4193569859548692,TIME,3058.9302,2025-26,250.0
1786086500899,1,4325.495,9.39,0.12437909795350685,TIME,4317.996233333333,2025-26,250.0
