t_ms,dir,entry,pnl_usd,pnl_R,tag,hold_min,year,S
1755743228436,-1,3334.695,-15.32,-1.0009800718719373,SL,1893.9546166666667,2025-26,50.0
1755857922815,1,3365.525,6.92,0.4457326892109501,TIME,4319.697866666666,2025-26,50.0
1756383709139,1,3415.275,34.725,2.2733224222585924,TP,1499.6857666666667,2025-26,50.0
1756678037063,1,3466.165,33.835,2.093102381688834,TP,1416.521,2025-26,50.0
1756780010353,-1,3484.945,-15.06,-1.0003321155762206,SL,471.6131833333333,2025-26,50.0
1756811202240,1,3515.295,34.705,2.2690421706440014,TP,1309.45935,2025-26,50.0
1756895060696,1,3565.302,-15.304,-1.0001307018690366,SL,666.72875,2025-26,50.0
1756939543926,-1,3534.525,-15.616,-1.0091114701130857,SL,545.0526166666667,2025-26,50.0
1757061005276,1,3572.405,27.595,1.231644722160232,TP,3994.50715,2025-26,50.0
1757305371333,1,3615.265,34.735,2.275466754012447,TP,1066.1804166666666,2025-26,50.0
1757410576265,1,3665.335,-15.35,-1.0009781545484187,SL,31.1191,2025-26,50.0
1757416500520,-1,3634.695,-15.44,-1.0088206468474354,SL,1104.0284833333333,2025-26,50.0
1757544344102,-1,3634.555,-15.54,-1.00615085788281,SL,1403.52755,2025-26,50.0
1757880243570,-1,3634.615,-15.537,-1.009879753006175,SL,765.9645,2025-26,50.0
1757934108704,1,3665.345,34.655,2.258390355164549,TP,1395.3171166666666,2025-26,50.0
1758020713715,-1,3684.665,-16.53,-1.0779263123573524,SL,1619.1556333333333,2025-26,50.0
1758118512929,-1,3684.615,34.615,2.249918752031199,TP,35.91896666666667,2025-26,50.0
1758122863110,1,3665.227,-15.282,-1.0036120049911341,SL,626.79955,2025-26,50.0
1758161443228,-1,3634.048,-15.994,-1.0026328986960882,SL,70.05111666666667,2025-26,50.0
1758171384532,1,3665.392,-15.398,-1.000389812889813,SL,275.09833333333336,2025-26,50.0
1758188587862,-1,3633.308,-16.717,-1.0014977234603404,SL,685.6567166666666,2025-26,50.0
1758232281913,-1,3634.605,-15.84,-1.0289054887950633,SL,56.727016666666664,2025-26,50.0
1758277892972,1,3665.482,34.518,2.2295569047926627,TP,3798.8509,2025-26,50.0
1758508817480,1,3715.445,34.555,2.237293622531564,TP,1086.38655,2025-26,50.0
1758602008456,1,3765.345,-15.35,-1.0003258390355165,SL,1820.3768333333333,2025-26,50.0
1758718077859,-1,3734.715,-15.637,-1.0230291135099772,SL,446.37365,2025-26,50.0
1758750917855,-1,3734.715,-15.78,-1.0323846908734053,SL,342.73045,2025-26,50.0
1758790209240,-1,3734.675,-15.417,-1.0060032626427406,SL,338.61095,2025-26,50.0
1758842142660,-1,3734.755,-15.42,-1.011479173499508,SL,177.81816666666666,2025-26,50.0
1758878132160,1,3765.245,34.755,2.279763857002296,TP,3794.680283333333,2025-26,50.0
1759111226823,1,3815.305,34.695,2.266906239790918,TP,1176.0193833333333,2025-26,50.0
1759189554076,1,3865.615,-15.65,-1.0022414345180917,SL,220.60351666666668,2025-26,50.0
1759205347117,-1,3834.644,34.644,2.256056264652253,TP,63.74881666666667,2025-26,50.0
1759217649249,1,3815.312,34.688,2.265412748171369,TP,169.06408333333334,2025-26,50.0
1759230554370,-1,3834.548,-15.497,-1.002912244369661,SL,232.91796666666667,2025-26,50.0
1759262916387,1,3865.262,-15.317,-1.0036037216616434,SL,2308.6483333333335,2025-26,50.0
1759401980037,-1,3834.608,-15.967,-1.0373570686070686,SL,243.86303333333333,2025-26,50.0
1759462959429,1,3865.295,34.705,2.2690421706440014,TP,3797.2067166666666,2025-26,50.0
1759691046974,1,3916.201,-16.253,-1.0032096784149127,SL,68.66275,2025-26,50.0
1759701154417,1,3915.275,34.725,2.2733224222585924,TP,741.7554833333334,2025-26,50.0
1759752388813,1,3966.875,-16.92,-1.0026666666666666,SL,6.612966666666667,2025-26,50.0
1759763506937,1,3965.302,-15.307,-1.0003267546725918,SL,721.02965,2025-26,50.0
1759823074275,1,3965.295,34.705,2.2690421706440014,TP,855.42225,2025-26,50.0
1759880877558,1,4015.455,34.545,2.2351989647363313,TP,677.8049666666667,2025-26,50.0
1759936151874,-1,4034.415,-15.587,-1.0001283285210139,SL,1065.71405,2025-26,50.0
1760002986021,-1,4034.275,34.275,2.179650238473768,TP,171.8636,2025-26,50.0
1760013631836,-1,3984.368,34.368,2.1985670419651995,TP,35.97456666666667,2025-26,50.0
1760016019270,1,3965.602,-15.657,-1.0035251890783232,SL,36.19401666666667,2025-26,50.0
1760019230697,1,3965.365,-15.53,-1.010738691832086,SL,600.7714,2025-26,50.0
1760057356903,1,3965.375,34.625,2.252032520325203,TP,263.87538333333333,2025-26,50.0
1760082404179,-1,3984.455,-15.57,-1.0016082341588934,SL,199.02035,2025-26,50.0
1760095497097,1,4015.425,-15.427,-1.000129659643436,SL,21.257283333333334,2025-26,50.0
1760098010198,-1,3984.035,-16.14,-1.010961478233636,SL,131.40293333333332,2025-26,50.0
1760111017479,1,4015.421,34.579,2.242331885091758,TP,3080.8944833333335,2025-26,50.0
1760298922044,-1,4034.575,-15.507,-1.0053160453808752,SL,43.77043333333334,2025-26,50.0
1760317782867,1,4065.795,34.205,2.1655587211142766,TP,578.1772166666667,2025-26,50.0
1760357535187,1,4115.345,-15.397,-1.0033887259693712,SL,100.67935,2025-26,50.0
1760381729762,1,4115.535,34.465,2.21853878339234,TP,253.85336666666666,2025-26,50.0
1760406113657,-1,4133.679,33.679,2.0635377734207463,TP,41.05088333333333,2025-26,50.0
1760408992919,1,4115.785,-15.79,-1.0003167564143174,SL,12.81475,2025-26,50.0
1760411737780,1,4115.671,-15.936,-1.0169102163231447,SL,345.3579,2025-26,50.0
1760433308986,1,4115.331,34.669,2.261365860022177,TP,214.20146666666668,2025-26,50.0
1760456257906,-1,4134.345,-15.707,-1.0033216224848291,SL,154.01311666666666,2025-26,50.0
1760470594458,1,4165.375,34.625,2.252032520325203,TP,442.5778833333333,2025-26,50.0
1760501397311,1,4215.362,-15.494,-1.0085926311678166,SL,65.75368333333333,2025-26,50.0
1760505674915,-1,4184.298,-15.754,-1.003311680040759,SL,51.00431666666667,2025-26,50.0
1760516184287,-1,4183.635,-17.516,-1.0703330278032386,SL,104.96556666666666,2025-26,50.0
1760528176700,-1,4184.505,-15.55,-1.0035495321071313,SL,80.58483333333334,2025-26,50.0
1760534033157,-1,4184.655,-15.36,-1.0009775171065494,SL,46.59291666666667,2025-26,50.0
1760553577998,1,4215.552,34.448,2.2150205761316872,TP,837.612,2025-26,50.0
1760603958384,-1,4233.625,-16.52,-1.008854961832061,SL,40.46306666666667,2025-26,50.0
1760609692103,1,4265.352,34.648,2.2569046378322044,TP,338.7058333333333,2025-26,50.0
1760630583058,1,4315.345,34.655,2.258390355164549,TP,126.41023333333334,2025-26,50.0
1760638708130,1,4366.202,-16.447,-1.0151215899271695,SL,16.75515,2025-26,50.0
1760643125278,1,4365.485,-15.737,-1.0162738133677753,SL,5.022616666666667,2025-26,50.0
1760649467768,-1,4334.445,34.445,2.2144005143040824,TP,25.4901,2025-26,50.0
1760652001909,1,4315.665,34.335,2.191828917969997,TP,68.44415,2025-26,50.0
1760658987056,1,4365.305,-17.566,-1.1477295001633454,SL,96.12248333333334,2025-26,50.0
1760665876635,1,4365.355,-15.551,-1.0127645718007163,SL,42.40911666666667,2025-26,50.0
1760669057577,1,4365.445,-15.75,-1.0197474910974424,SL,34.685433333333336,2025-26,50.0
1760671214398,-1,4334.585,-16.12,-1.045734674018813,SL,5.511616666666667,2025-26,50.0
1760671808140,-1,4334.488,-15.653,-1.0090897369778236,SL,8.007916666666667,2025-26,50.0
1760688032516,-1,4284.675,-15.59,-1.0172920065252855,SL,6.039316666666667,2025-26,50.0
1760688853480,1,4315.455,-15.58,-1.0080879974118409,SL,6.473216666666667,2025-26,50.0
1760690685618,1,4315.495,-15.98,-1.031300419490158,SL,47.525733333333335,2025-26,50.0
1760693723905,-1,4283.355,33.355,2.0039050765995796,TP,27.903666666666666,2025-26,50.0
1760695516785,-1,4233.511,-16.84,-1.0212869185517617,SL,5.892333333333333,2025-26,50.0
